NORD ID	subject_label	MONDO ID	mondo_id	xref	synonym	synonym_source	subset	subset_source
1168	Fucosidosis	0009254	MONDO:0009254	NORD:1168	fucosidosis	NORD:1168	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1168
1169	Fukuyama Type Congenital Muscular Dystrophy	0009678	MONDO:0009678	NORD:1169	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4	NORD:1169	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1169
1170	Galactosemia	0018116	MONDO:0018116	NORD:1170	galactosemia	NORD:1170	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1170
1171	Galloway-Mowat Syndrome	0009627	MONDO:0009627	NORD:1171	Galloway-Mowat syndrome	NORD:1171	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1171
1173	Gastritis, Giant Hypertrophic	0007652	MONDO:0007652	NORD:1173	gastric mucosal hypertrophy	NORD:1173	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1173
1174	Gastrointestinal Stromal Tumors	0011719	MONDO:0011719	NORD:1174	gastrointestinal stromal tumor	NORD:1174	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1174
1176	Gastroschisis	0009264	MONDO:0009264	NORD:1176	gastroschisis	NORD:1176	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1176
1177	Gaucher Disease	0018150	MONDO:0018150	NORD:1177	Gaucher disease	NORD:1177	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1177
1180	Gerstmann Syndrome	0005773	MONDO:0005773	NORD:1180	Gerstmann syndrome	NORD:1180	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1180
1182	Giant Axonal Neuropathy	0000128	MONDO:0000128	NORD:1182	giant axonal neuropathy	NORD:1182	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1182
1183	Giant Cell Myocarditis	0023232	MONDO:0023232	NORD:1183	giant cell myocarditis	NORD:1183	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1183
1184	Giant Congenital Melanocytic Nevus	0044792	MONDO:0044792	NORD:1184	large congenital melanocytic nevus	NORD:1184	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1184
1186	Glanzmann Thrombasthenia	0100326	MONDO:0100326	NORD:1186	Glanzmann thrombasthenia	NORD:1186	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1186
1187	Glioblastoma	0018177	MONDO:0018177	NORD:1187	glioblastoma	NORD:1187	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1187
1188	Glucose Transporter Type 1 Deficiency Syndrome	0011724	MONDO:0011724	NORD:1188	encephalopathy due to GLUT1 deficiency	NORD:1188	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1188
1190	Glucose-Galactose Malabsorption	0011731	MONDO:0011731	NORD:1190	glucose-galactose malabsorption	NORD:1190	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1190
1192	Glutaric Aciduria Type II	0009282	MONDO:0009282	NORD:1192	multiple acyl-CoA dehydrogenase deficiency	NORD:1192	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1192
1193	Glycogen Storage Disease Type I	0002413	MONDO:0002413	NORD:1193	glycogen storage disease I	NORD:1193	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1193
1196	Glycogen Storage Disease Type 7	0009295	MONDO:0009295	NORD:1196	glycogen storage disease VII	NORD:1196	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1196
1197	Goodman Syndrome	0008711	MONDO:0008711	NORD:1197	Goodman syndrome	NORD:1197	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1197
1198	Goodpasture Syndrome	0009303	MONDO:0009303	NORD:1198	anti-glomerular basement membrane disease	NORD:1198	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1198
1199	Gordon Syndrome	0007252	MONDO:0007252	NORD:1199	Gordon syndrome	NORD:1199	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1199
1200	Gorham-Stout Disease	0007414	MONDO:0007414	NORD:1200	Gorham-Stout disease	NORD:1200	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1200
1201	Gorlin-Chaudhry-Moss Syndrome	0012853	MONDO:0012853	NORD:1201	Fontaine progeroid syndrome	NORD:1201	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1201
1202	Gottron Syndrome	0008716	MONDO:0008716	NORD:1202	acrogeria	NORD:1202	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1202
1203	Graft versus Host Disease	0013730	MONDO:0013730	NORD:1203	graft versus host disease	NORD:1203	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1203
1206	Greig Cephalopolysyndactyly Syndrome	0008287	MONDO:0008287	NORD:1206	Greig cephalopolysyndactyly syndrome	NORD:1206	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1206
1209	Growth Hormone Insensitivity	0009877	MONDO:0009877	NORD:1209	Laron syndrome	NORD:1209	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1209
1211	Hailey-Hailey Disease	0008218	MONDO:0008218	NORD:1211	Hailey-Hailey disease	NORD:1211	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1211
1212	Haim-Munk Syndrome	0009491	MONDO:0009491	NORD:1212	Haim-Munk syndrome	NORD:1212	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1212
1213	Hairy Cell Leukemia	0018935	MONDO:0018935	NORD:1213	hairy cell leukemia	NORD:1213	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1213
1214	Hajdu Cheney Syndrome	0007057	MONDO:0007057	NORD:1214	acroosteolysis dominant type	NORD:1214	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1214
1215	Hanhart Syndrome	0007073	MONDO:0007073	NORD:1215	hypoglossia-hypodactyly syndrome	NORD:1215	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1215
1216	Hantavirus Pulmonary Syndrome	0017879	MONDO:0017879	NORD:1216	hantavirus pulmonary syndrome	NORD:1216	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1216
1217	Hartnup Disease	0009324	MONDO:0009324	NORD:1217	Hartnup disease	NORD:1217	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1217
1218	Congenital Heart Block	0009326	MONDO:0009326	NORD:1218	congenital heart block	NORD:1218	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1218
1219	Heavy Metal Poisoning	0023305	MONDO:0023305	NORD:1219	heavy metal poisoning	NORD:1219	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1219
1220	Hemimegalencephaly	0020492	MONDO:0020492	NORD:1220	hemimegalencephaly	NORD:1220	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1220
1221	Hemophilia A	0010602	MONDO:0010602	NORD:1221	hemophilia A	NORD:1221	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1221
1222	Hemophilia B	0010604	MONDO:0010604	NORD:1222	hemophilia B	NORD:1222	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1222
1225	Congenital Hepatic Fibrosis	0018840	MONDO:0018840	NORD:1225	isolated congenital hepatic fibrosis	NORD:1225	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1225
1228	Hereditary Coproporphyria	0007369	MONDO:0007369	NORD:1228	hereditary coproporphyria	NORD:1228	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1228
1229	Hereditary Hemorrhagic Telangiectasia	0019180	MONDO:0019180	NORD:1229	hereditary hemorrhagic telangiectasia	NORD:1229	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1229
1230	Hereditary Hyperphosphatasia	0009394	MONDO:0009394	NORD:1230	juvenile Paget disease	NORD:1230	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1230
1231	Hereditary Leiomyomatosis and Renal Cell Carcinoma	0007888	MONDO:0007888	NORD:1231	hereditary leiomyomatosis and renal cell cancer	NORD:1231	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1231
1233	Hereditary Multiple Osteochondromas	0005508	MONDO:0005508	NORD:1233	hereditary multiple osteochondromas	NORD:1233	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1233
1235	Hereditary Sensory and Autonomic Neuropathy Type II	0019941	MONDO:0019941	NORD:1235	hereditary sensory and autonomic neuropathy type 2	NORD:1235	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1235
1236	Hereditary Sensory and Autonomic Neuropathy Type IV	0009746	MONDO:0009746	NORD:1236	hereditary sensory and autonomic neuropathy type 4	NORD:1236	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1236
1237	Hereditary Sensory Neuropathy Type I	0018213	MONDO:0018213	NORD:1237	hereditary sensory and autonomic neuropathy type 1	NORD:1237	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1237
1238	Hereditary Spastic Paraplegia	0019064	MONDO:0019064	NORD:1238	hereditary spastic paraplegia	NORD:1238	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1238
1239	Hermansky Pudlak Syndrome	0019312	MONDO:0019312	NORD:1239	Hermansky-Pudlak syndrome	NORD:1239	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1239
1241	Glycogen Storage Disease Type VI	0009294	MONDO:0009294	NORD:1241	glycogen storage disease VI	NORD:1241	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1241
1242	Hiccups, Chronic	0018334	MONDO:0018334	NORD:1242	chronic hiccup	NORD:1242	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1242
1244	Hirschsprung Disease	0018309	MONDO:0018309	NORD:1244	Hirschsprung disease	NORD:1244	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1244
1245	Histidinemia	0009345	MONDO:0009345	NORD:1245	histidinemia	NORD:1245	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1245
1246	Hodgkin's Disease	0004952	MONDO:0004952	NORD:1246	Hodgkins lymphoma	NORD:1246	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1246
1247	Holoprosencephaly	0016296	MONDO:0016296	NORD:1247	holoprosencephaly	NORD:1247	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1247
1248	Holt Oram Syndrome	0007732	MONDO:0007732	NORD:1248	Holt-Oram syndrome	NORD:1248	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1248
1249	Homocystinuria due to Cystathionine Beta-Synthase Deficiency	0009352	MONDO:0009352	NORD:1249	classic homocystinuria	NORD:1249	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1249
1252	Human Granulocytic Ehrlichiosis (HGE)	0005118	MONDO:0005118	NORD:1252	human granulocytic ehrlichiosis	NORD:1252	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1252
1254	Human Monocytic Ehrlichiosis (HME)	0000225	MONDO:0000225	NORD:1254	human monocytic ehrlichiosis	NORD:1254	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1254
1255	Mucopolysaccharidosis Type II	0010674	MONDO:0010674	NORD:1255	mucopolysaccharidosis type 2	NORD:1255	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1255
1256	Huntington's Disease	0007739	MONDO:0007739	NORD:1256	Huntington disease	NORD:1256	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1256
1257	Hutchinson-Gilford Progeria Syndrome	0008310	MONDO:0008310	NORD:1257	Hutchinson-Gilford progeria syndrome	NORD:1257	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1257
1258	Hydranencephaly	0016344	MONDO:0016344	NORD:1258	hydranencephaly	NORD:1258	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1258
1260	Mevalonate Kinase Deficiency	0017708	MONDO:0017708	NORD:1260	mevalonate kinase deficiency	NORD:1260	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1260
1261	Hyper IgM Syndromes	0010626	MONDO:0010626	NORD:1261	hyper-IgM syndrome type 1	NORD:1261	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1261
1262	Hyperekplexia	0017658	MONDO:0017658	NORD:1262	hyperekplexia	NORD:1262	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1262
1264	Hyperferritinemia Cataract Syndrome	0010952	MONDO:0010952	NORD:1264	hereditary hyperferritinemia with congenital cataracts	NORD:1264	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1264
1268	Hyperostosis Frontalis Interna	0007766	MONDO:0007766	NORD:1268	Morgagni-Stewart-Morel syndrome	NORD:1268	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1268
1271	Hypochondroplasia	0007793	MONDO:0007793	NORD:1271	hypochondroplasia	NORD:1271	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1271
1272	Hypohidrotic Ectodermal Dysplasia	0016535	MONDO:0016535	NORD:1272	hypohidrotic ectodermal dysplasia	NORD:1272	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1272
1274	Hypomelanosis of Ito	0010302	MONDO:0010302	NORD:1274	Ito hypomelanosis	NORD:1274	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1274
1276	Hypophosphatasia	0009948	MONDO:0009948	NORD:1276	pyropoikilocytosis, hereditary	NORD:1276	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1276
1277	Hypoplastic Left Heart Syndrome	0004933	MONDO:0004933	NORD:1277	hypoplastic left heart syndrome	NORD:1277	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1277
1278	Hypothalamic Hamartoma	0009436	MONDO:0009436	NORD:1278	congenital hypothalamic hamartoma syndrome	NORD:1278	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1278
1279	I Cell Disease	0009650	MONDO:0009650	NORD:1279	mucolipidosis type II	NORD:1279	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1279
1281	Ichthyosis Hystrix, Curth Macklin Type	0007808	MONDO:0007808	NORD:1281	ichthyosis hystrix of Curth-Macklin	NORD:1281	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1281
1283	Chanarin-Dorfman Syndrome	0010155	MONDO:0010155	NORD:1283	Dorfman-Chanarin disease	NORD:1283	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1283
1284	Ichthyosis, CHILD Syndrome	0010621	MONDO:0010621	NORD:1284	CHILD syndrome	NORD:1284	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1284
1285	Ichthyosis, Erythrokeratodermia Variabilis	0017851	MONDO:0017851	NORD:1285	erythrokeratodermia variabilis	NORD:1285	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1285
1286	Keratolytic Winter Erythema	0007854	MONDO:0007854	NORD:1286	keratolytic winter erythema	NORD:1286	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1286
1287	Harlequin Ichthyosis	0009443	MONDO:0009443	NORD:1287	autosomal recessive congenital ichthyosis 4B	NORD:1287	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1287
1288	Keratosis Follicularis Spinulosa Decalvans	0000136	MONDO:0000136	NORD:1288	keratosis follicularis spinulosa decalvans	NORD:1288	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1288
1289	Lamellar Ichthyosis	0017778	MONDO:0017778	NORD:1289	lamellar ichthyosis	NORD:1289	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1289
1290	Ichthyosis, Netherton Syndrome	0009735	MONDO:0009735	NORD:1290	Netherton syndrome	NORD:1290	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1290
1291	Sjögren-Larsson syndrome	0010031	MONDO:0010031	NORD:1291	Sjogren-Larsson syndrome	NORD:1291	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1291
1292	Trichothiodystrophy	0018053	MONDO:0018053	NORD:1292	trichothiodystrophy	NORD:1292	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1292
1293	Ichthyosis, X Linked	0010622	MONDO:0010622	NORD:1293	recessive X-linked ichthyosis	NORD:1293	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1293
1294	Idiopathic Intracranial Hypertension	0009468	MONDO:0009468	NORD:1294	pseudotumor cerebri	NORD:1294	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1294
1295	Neonatal Cholestasis	0019072	MONDO:0019072	NORD:1295	intrahepatic cholestasis	NORD:1295	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1295
1296	Idiopathic Pulmonary Fibrosis	0800029	MONDO:0800029	NORD:1296	interstitial lung disease 2	NORD:1296	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1296
1297	Immune Thrombocytopenia	0002048	MONDO:0002048	NORD:1297	thrombocytopenia due to immune destruction	NORD:1297	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1297
1298	IgA Nephropathy	0005342	MONDO:0005342	NORD:1298	IgA glomerulonephritis	NORD:1298	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1298
1299	Imperforate Anus	0001046	MONDO:0001046	NORD:1299	imperforate anus	NORD:1299	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1299
1300	Incontinentia Pigmenti	0010631	MONDO:0010631	NORD:1300	incontinentia pigmenti	NORD:1300	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1300
1301	Infantile Myofibromatosis	0016824	MONDO:0016824	NORD:1301	infantile myofibromatosis	NORD:1301	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1301
1302	PLA2G6-Associated Neurodegeneration	0017998	MONDO:0017998	NORD:1302	PLA2G6-associated neurodegeneration	NORD:1302	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1302
1305	Ivemark Syndrome	0008832	MONDO:0008832	NORD:1305	right atrial isomerism	NORD:1305	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1305
1306	Jackson-Weiss Syndrome	0007400	MONDO:0007400	NORD:1306	Jackson-Weiss syndrome	NORD:1306	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1306
1307	Jansen Type Metaphyseal Chondrodysplasia	0007982	MONDO:0007982	NORD:1307	metaphyseal chondrodysplasia, Jansen type	NORD:1307	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1307
1308	Spondylocostal Dysplasia	0000359	MONDO:0000359	NORD:1308	spondylocostal dysostosis	NORD:1308	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1308
1309	Jejunal Atresia	0009476	MONDO:0009476	NORD:1309	atresia of small intestine	NORD:1309	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1309
1310	Jervell and Lange-Nielsen Syndrome	0002441	MONDO:0002441	NORD:1310	Jervell and Lange-Nielsen syndrome	NORD:1310	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1310
1311	Johanson-Blizzard Syndrome	0009479	MONDO:0009479	NORD:1311	Johanson-Blizzard syndrome	NORD:1311	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1311
1312	Joubert Syndrome	0018772	MONDO:0018772	NORD:1312	Joubert syndrome	NORD:1312	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1312
1315	Juvenile Hemochromatosis	0019257	MONDO:0019257	NORD:1315	hemochromatosis type 2	NORD:1315	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1315
1316	Juvenile Myelomonocytic Leukemia	0011908	MONDO:0011908	NORD:1316	juvenile myelomonocytic leukemia	NORD:1316	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1316
1318	Kabuki Syndrome	0016512	MONDO:0016512	NORD:1318	Kabuki syndrome	NORD:1318	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1318
1319	Kallmann Syndrome	0018800	MONDO:0018800	NORD:1319	Kallmann syndrome	NORD:1319	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1319
1320	Kasabach-Merritt Phenomenon	0007708	MONDO:0007708	NORD:1320	Kasabach-Merritt syndrome	NORD:1320	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1320
1322	KBG Syndrome	0007846	MONDO:0007846	NORD:1322	KBG syndrome	NORD:1322	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1322
1323	Kearns Sayre Syndrome	0010787	MONDO:0010787	NORD:1323	Kearns-Sayre syndrome	NORD:1323	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1323
1325	Kenny-Caffey Syndrome	0016516	MONDO:0016516	NORD:1325	Kenny-Caffey syndrome	NORD:1325	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1325
1326	Keratitis Ichthyosis Deafness Syndrome	0018781	MONDO:0018781	NORD:1326	KID syndrome	NORD:1326	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1326
1329	Keratosis Follicularis	0007417	MONDO:0007417	NORD:1329	Darier disease	NORD:1329	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1329
1332	Kienböck's disease	0019967	MONDO:0019967	NORD:1332	Kienbock disease	NORD:1332	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1332
1334	Kleine-Levin Syndrome	0007863	MONDO:0007863	NORD:1334	Kleine-Levin syndrome	NORD:1334	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1334
1336	Klippel-Feil Syndrome	0007306	MONDO:0007306	NORD:1336	Klippel-Feil syndrome 1, autosomal dominant	NORD:1336	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1336
1337	Klippel-Trenaunay Syndrome	0007864	MONDO:0007864	NORD:1337	angioosteohypertrophic syndrome	NORD:1337	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1337
1338	KlÃ¼ver-Bucy Syndrome	0005817	MONDO:0005817	NORD:1338	Kluver-Bucy syndrome	NORD:1338	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1338
1339	Kniest Dysplasia	0007987	MONDO:0007987	NORD:1339	Kniest dysplasia	NORD:1339	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1339
1341	Adult Neuronal Ceroid Lipofuscinosis	0019260	MONDO:0019260	NORD:1341	adult neuronal ceroid lipofuscinosis	NORD:1341	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1341
1342	Kugelberg Welander Syndrome	0009672	MONDO:0009672	NORD:1342	spinal muscular atrophy, type III	NORD:1342	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1342
1343	L1 Syndrome	0017140	MONDO:0017140	NORD:1343	L1 syndrome	NORD:1343	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1343
1344	Laband Syndrome	0024526	MONDO:0024526	NORD:1344	Zimmermann-Laband syndrome 1	NORD:1344	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1344
1345	LADD syndrome	0007872	MONDO:0007872	NORD:1345	LADD syndrome	NORD:1345	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1345
1346	Lambert-Eaton Myasthenic Syndrome	0018556	MONDO:0018556	NORD:1346	Lambert-Eaton myasthenic syndrome	NORD:1346	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1346
1348	Langerhans Cell Histiocytosis	0018310	MONDO:0018310	NORD:1348	Langerhans cell histiocytosis	NORD:1348	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1348
1349	Larsen Syndrome	0007875	MONDO:0007875	NORD:1349	Larsen syndrome	NORD:1349	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1349
1351	Leber Congenital Amaurosis	0018998	MONDO:0018998	NORD:1351	Leber congenital amaurosis	NORD:1351	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1351
1352	Leber Hereditary Optic Neuropathy	0010788	MONDO:0010788	NORD:1352	Leber hereditary optic neuropathy	NORD:1352	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1352
1353	Legg CalvÃ© Perthes Disease	0007885	MONDO:0007885	NORD:1353	Legg-Calve-Perthes disease	NORD:1353	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1353
1354	Legionnaires' Disease	0005824	MONDO:0005824	NORD:1354	Legionnaires' disease	NORD:1354	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1354
1355	Leigh Syndrome	0009723	MONDO:0009723	NORD:1355	Leigh syndrome	NORD:1355	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1355
1356	Leiomyosarcoma	0005058	MONDO:0005058	NORD:1356	leiomyosarcoma	NORD:1356	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1356
1358	Lennox-Gastaut Syndrome	0016532	MONDO:0016532	NORD:1358	Lennox-Gastaut syndrome	NORD:1358	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1358
1359	Lenz Microphthalmia Syndrome	0018924	MONDO:0018924	NORD:1359	microphthalmia, Lenz type	NORD:1359	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1359
1360	Noonan Syndrome with Multiple Lentigines	0007893	MONDO:0007893	NORD:1360	Noonan syndrome with multiple lentigines	NORD:1360	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1360
1361	Leprechaunism	0009517	MONDO:0009517	NORD:1361	Donohue syndrome	NORD:1361	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1361
1362	Leprosy	0005124	MONDO:0005124	NORD:1362	leprosy	NORD:1362	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1362
1363	Leptospirosis	0005825	MONDO:0005825	NORD:1363	leptospirosis	NORD:1363	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1363
1364	Leri Pleonosteosis	0007894	MONDO:0007894	NORD:1364	Leri pleonosteosis	NORD:1364	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1364
1365	Lesch Nyhan Syndrome	0010298	MONDO:0010298	NORD:1365	Lesch-Nyhan syndrome	NORD:1365	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1365
1367	Leukodystrophy	0019046	MONDO:0019046	NORD:1367	leukodystrophy	NORD:1367	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1367
1368	Leukodystrophy, Krabbe's	0009499	MONDO:0009499	NORD:1368	Krabbe disease	NORD:1368	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1368
1369	Metachromatic Leukodystrophy	0018868	MONDO:0018868	NORD:1369	metachromatic leukodystrophy	NORD:1369	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1369
1374	Lissencephaly	0018838	MONDO:0018838	NORD:1374	lissencephaly spectrum disorders	NORD:1374	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1374
1375	Listeriosis	0005828	MONDO:0005828	NORD:1375	listeriosis	NORD:1375	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1375
1376	Locked In Syndrome	0016567	MONDO:0016567	NORD:1376	locked-in syndrome	NORD:1376	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1376
1377	Sjögren-Larsson syndrome	0010031	MONDO:0010031	NORD:1377	Sjogren-Larsson syndrome	NORD:1377	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1377
1379	Lowe syndrome	0010645	MONDO:0010645	NORD:1379	oculocerebrorenal syndrome	NORD:1379	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1379
1380	Lupus	0007915	MONDO:0007915	NORD:1380	systemic lupus erythematosus	NORD:1380	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1380
1381	Lymphangioleiomyomatosis	0006277	MONDO:0006277	NORD:1381	lung lymphangioleiomyomatosis	NORD:1381	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1381
1383	Lymphedema-Distichiasis Syndrome	0007922	MONDO:0007922	NORD:1383	lymphedema-distichiasis syndrome	NORD:1383	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:1383
