cls	cls_label	textdef_count	xref_count	named_superclass_count	anon_superclass_count	named_equiv_count	anon_equiv_count
MONDO:0009567	"Marinesco-Sjogren syndrome"	1	8	3	0	3	0
MONDO:0054833	"charcot-marie-tooth disease, axonal, type 2DD"	0	3	2	0	2	0
MONDO:0004993	"carcinoma"	1	9	3	0	3	1
MONDO:0009622	"Jawad syndrome"	1	3	2	0	2	0
MONDO:0015936	"obsolete rare tumor of endocrine glands"	1	1	0	0	0	0
MONDO:0032633	"mitochondrial complex 1 deficiency, nuclear type 29"	0	1	1	0	1	0
MONDO:0032784	"neurodevelopmental disorder with seizures and nonepileptic hyperkinetic movements"	0	1	1	0	1	0
MONDO:0016213	"leukonychia totalis-acanthosis-nigricans-like lesions-abnormal hair syndrome"	1	3	1	0	1	0
MONDO:0006508	"obsolete infantile epileptic encephalopathy"	0	0	0	0	0	0
MONDO:0010385	"X-linked lymphoproliferative disease due to XIAP deficiency"	1	8	3	0	3	1
MONDO:0020593	"trichoblastoma"	1	2	1	0	1	0
MONDO:0012063	"ulnar/fibula ray defect-brachydactyly syndrome"	1	5	3	0	3	0
MONDO:0017683	"methylcobalamin deficiency type cblDv1"	0	3	1	0	1	0
MONDO:0013996	"focal facial dermal dysplasia type II"	1	4	2	0	2	0
MONDO:0017984	"familial lambdoid synostosis"	1	5	2	0	2	0
MONDO:0017514	"split foot, bilateral"	0	3	1	0	1	0
MONDO:0008582	"tooth and nail syndrome"	1	9	4	0	4	0
MONDO:0005004	"clear cell adenocarcinoma"	1	6	2	0	2	0
MONDO:0017592	"staphylococcal toxemia"	0	3	1	0	1	0
MONDO:0009558	"Treacher Collins syndrome 3"	1	3	1	0	1	1
MONDO:0009433	"hypoplastic left heart syndrome 1"	1	2	1	0	1	1
MONDO:0011407	"facial paresis, hereditary congenital, 2"	0	2	1	0	1	0
MONDO:0054748	"Fanconi anemia, complementation group S"	0	1	1	0	1	0
MONDO:0003234	"optic nerve astrocytoma"	1	3	1	0	1	1
MONDO:0001046	"imperforate anus"	1	8	4	0	4	0
MONDO:0021080	"blood vessel neoplasm"	1	2	2	0	2	1
MONDO:0020709	"Majocchi granuloma"	1	0	0	0	0	0
MONDO:0014886	"severe growth deficiency-strabismus-extensive dermal melanocytosis-intellectual disability syndrome"	0	3	2	0	2	0
MONDO:0000401	"obsolete congenital bile acid synthesis defect"	0	0	0	0	0	0
MONDO:0014414	"STAT3-related early-onset multisystem autoimmune disease"	0	4	2	0	2	0
MONDO:0041850	"pneumonia caused by gram negative bacteria"	0	2	1	0	1	1
MONDO:0033015	"erythrokeratodermia variabilis et progressiva 5"	0	2	1	0	1	0
MONDO:0002237	"carbuncle"	1	7	2	0	2	0
MONDO:0024284	"demodicidosis of sebaceous gland"	1	0	0	0	0	1
MONDO:0017172	"mucopolysaccharidosis type 6, slowly progressing"	0	3	1	0	1	0
MONDO:0032860	"intellectual developmental disorder, autosomal recessive 72"	0	1	1	0	1	0
MONDO:0020599	"acquired coagulation factor deficiency"	1	3	2	0	2	1
MONDO:0014299	"schwannomatosis 2"	0	2	1	0	1	0
MONDO:0012344	"Alzheimer disease 11"	1	5	1	0	1	0
MONDO:0009012	"multiple pterygium-malignant hyperthermia syndrome"	1	6	2	0	2	0
MONDO:0005764	"follicular dendritic cell sarcoma"	1	10	4	0	4	1
MONDO:0013214	"bile acid malabsorption, primary"	0	3	1	0	1	0
MONDO:0011621	"acropectoral syndrome"	1	7	3	0	3	0
MONDO:0011991	"autosomal recessive nonsyndromic deafness 38"	1	5	1	0	1	0
MONDO:0000861	"obsolete tubular aggregate myopathy"	0	0	0	0	0	0
MONDO:0017454	"triphalangeal thumb-polysyndactyly syndrome"	1	3	1	0	1	0
MONDO:0020446	"coronary sinus stenosis"	0	2	1	0	1	0
MONDO:0012091	"autosomal recessive nonsyndromic deafness 32"	1	5	1	0	1	0
MONDO:0001546	"hypermobility of coccyx"	0	4	1	0	1	0
MONDO:0017201	"Spasmus nutans (disease)"	1	6	2	0	2	0
MONDO:0007476	"familial Dupuytren contracture"	1	5	3	0	3	0
MONDO:0002836	"urethra transitional cell carcinoma"	1	4	2	0	2	1
MONDO:0001168	"spastic hemiplegia"	1	7	2	0	2	0
MONDO:0012732	"tremor, hereditary essential, and idiopathic normal pressure hydrocephalus"	0	3	1	0	1	0
MONDO:0010627	"X-linked lymphoproliferative syndrome"	1	9	3	0	3	1
MONDO:0009518	"leprosy, susceptibility to, 3"	1	1	1	0	1	1
MONDO:0004210	"colonic L-cell glucagon-like peptide producing tumor"	1	3	1	0	1	1
MONDO:0008125	"nonsyndromic congenital nail disorder 5"	0	4	1	0	1	0
MONDO:0015602	"developmental delay-deafness syndrome, Hildebrand type"	0	2	1	0	1	0
MONDO:0011702	"dilated cardiomyopathy 1L"	1	5	1	0	1	1
MONDO:0001618	"balanoposthitis"	0	6	1	0	1	1
MONDO:0041154	"disease of neck of urinary bladder"	0	1	1	0	1	1
MONDO:0008696	"acanthosis nigricans-insulin resistance-muscle cramps-acral enlargement syndrome"	1	5	2	0	2	0
MONDO:0011195	"Usher syndrome type 1E"	1	5	1	0	1	0
MONDO:0013321	"FWS"	0	2	1	0	1	0
MONDO:0020652	"immature teratoma of vulva"	0	1	1	0	1	1
MONDO:0015002	"epileptic encephalopathy, early infantile, 49"	1	2	1	0	1	1
MONDO:0019638	"renal dysplasia (disease)"	1	4	1	0	1	0
MONDO:0013123	"atrial heart septal defect 6"	1	5	1	0	1	1
MONDO:0016989	"Fuchs heterochromic iridocyclitis"	1	4	1	0	1	0
MONDO:0014411	"myopia 24, autosomal dominant"	0	2	1	0	1	0
MONDO:0019380	"western equine encephalitis"	1	11	4	0	4	1
MONDO:0013081	"lymphoproliferative syndrome 1"	1	7	3	0	3	1
MONDO:0032573	"bone marrow failure syndrome 5"	0	1	1	0	1	0
MONDO:0019122	"idiopathic acute eosinophilic pneumonia"	1	10	3	0	3	0
MONDO:0011368	"papillary thyroid Microcarcinoma"	1	5	2	0	2	0
MONDO:0020337	"congenital dyserythropoietic anemia type 1"	1	4	2	0	2	0
MONDO:0016606	"prenatal benign hypophosphatasia"	1	3	1	0	1	0
MONDO:0010035	"Smith-Lemli-Opitz syndrome"	1	11	4	0	4	0
MONDO:0007226	"brachydactyly-nystagmus-cerebellar ataxia syndrome"	1	8	3	0	3	0
MONDO:0001346	"obsolete distal muscular dystrophy"	0	0	0	0	0	0
MONDO:0015736	"intermediate nemaline myopathy"	1	3	1	0	1	0
MONDO:0005379	"neurotic disorder"	1	10	3	0	3	0
MONDO:0003173	"brain stem astrocytic neoplasm"	1	4	2	0	2	1
MONDO:0005989	"toxoplasmosis"	1	12	3	0	3	1
MONDO:0016683	"gliomatosis cerebri"	1	8	2	0	2	0
MONDO:0013472	"fatal infantile hypertonic myofibrillar myopathy"	0	5	2	0	2	0
MONDO:0017280	"demodicidosis"	1	4	1	0	1	1
MONDO:0008860	"beta-aminoisobutyric acid, urinary excretion of"	0	3	1	0	1	0
MONDO:0000024	"obsolete exostoses, multiple"	0	0	0	0	0	0
MONDO:0007091	"amelia and terminal transverse hemimelia"	0	3	1	0	1	0
MONDO:0002932	"obsolete conjunctival disease"	0	0	0	0	0	0
MONDO:0023513	"Jeune syndrome situs inversus"	0	3	0	0	0	0
MONDO:0004710	"uterus carcinoma in situ"	1	5	1	0	1	1
MONDO:0018664	"ectopia cordis (disease)"	1	7	3	0	3	0
MONDO:0016783	"maternal 14q32.2 hypermethylation syndrome"	0	3	1	0	1	0
MONDO:0013650	"hypotrichosis 10"	1	3	1	0	1	0
MONDO:0032632	"mitochondrial complex 1 deficiency, nuclear type 28"	0	1	1	0	1	0
MONDO:0003489	"obsolete middle ear squamous cell carcinoma"	0	0	0	0	0	0
MONDO:0000978	"extrahepatic bile duct lipoma"	1	3	1	0	1	1
MONDO:0018274	"GM3 synthase deficiency"	1	3	2	0	2	1
MONDO:0032631	"mitochondrial complex 1 deficiency, nuclear type 27"	0	1	1	0	1	0
MONDO:0010736	"split hand-foot malformation 2"	1	5	1	0	1	0
MONDO:0044308	"bardet-biedl syndrome 21"	1	2	1	0	1	0
MONDO:0010773	"myopathy and diabetes mellitus"	0	6	2	0	2	0
MONDO:0004201	"pituitary hypoplasia"	1	3	1	0	1	0
MONDO:0009933	"congenital pulmonary lymphangiectasia"	1	8	4	0	4	0
MONDO:0008758	"mitochondrial DNA depletion syndrome 4a"	1	12	4	0	4	0
MONDO:0007293	"leukocyte adhesion deficiency 1"	1	9	4	0	4	1
MONDO:0012250	"Charcot-Marie-Tooth disease type 4H"	1	8	3	0	3	1
MONDO:0018519	"obsolete squamous cell carcinoma of the anal canal"	0	0	0	0	0	0
MONDO:0010275	"spondyloepimetaphyseal dysplasia, Bieganski type"	1	10	3	0	3	0
MONDO:0019711	"dysostosis with predominant vertebral and costal involvement"	0	1	1	0	1	0
MONDO:0011227	"short stature-auditory canal atresia-mandibular hypoplasia-skeletal anomalies syndrome"	0	6	3	0	3	0
MONDO:0003699	"phobic disorder"	1	10	3	0	3	0
MONDO:0010480	"anemia, nonspherocytic hemolytic, due to G6PD deficiency"	0	3	1	0	1	0
MONDO:0000577	"congenital anemia"	1	3	2	0	2	1
MONDO:0002231	"obsolete malignant ovarian germ cell neoplasm"	0	0	0	0	0	0
MONDO:0045072	"ectopic hormone secretion syndrome associated with neoplasia"	1	2	1	0	1	0
MONDO:0007848	"autosomal dominant keratitis"	1	9	3	0	3	1
MONDO:0017041	"osteochondrodysplatic nanism-deafness-retinitis pigmentosa syndrome"	1	3	2	0	2	0
MONDO:0013245	"syndromic multisystem autoimmune disease due to ITCH deficiency"	0	4	2	0	2	0
MONDO:0033013	"erythrokeratodermia variabilis et progressiva 3"	0	3	1	0	1	0
MONDO:0013229	"hot water reflex epilepsy"	1	8	3	0	3	0
MONDO:0000133	"immunodeficiency-centromeric instability-facial anomalies syndrome"	1	9	3	0	3	0
MONDO:0017409	"fetal cytomegalovirus syndrome"	1	7	3	0	3	1
MONDO:0011302	"type 1 diabetes mellitus 17"	1	5	1	0	1	0
MONDO:0060486	"arthrogryposis multiplex congenita, neurogenic, with myelin defect"	0	1	1	0	1	0
MONDO:0019558	"discoid lupus erythematosus"	1	8	3	0	3	0
MONDO:0001692	"pedophilia"	1	6	2	0	2	0
MONDO:0000450	"secondary progressive multiple sclerosis"	1	4	2	0	2	0
MONDO:0020534	"obsolete farmer's lung"	0	0	0	0	0	0
MONDO:0017106	"retrocerebellar cyst (disease)"	0	2	1	0	1	0
MONDO:0022787	"cleft palate heart disease polydactyly absent tibia"	0	1	0	0	0	0
MONDO:0000260	"obsolete Kartagener syndrome"	0	0	0	0	0	0
MONDO:0000537	"obsolete gastrointestinal carcinoma (disease)"	0	0	0	0	0	0
MONDO:0000609	"obsolete sideroblastic anemia with spinocerebellar ataxia"	0	0	0	0	0	0
MONDO:0022963	"desmoplastic infantile astrocytoma"	1	5	2	0	2	0
MONDO:0008742	"autosomal dominant severe congenital neutropenia"	1	4	1	0	1	1
MONDO:0007109	"congenital dyserythropoietic anemia type 3"	1	7	3	0	3	0
MONDO:0002838	"obsolete spindle cell carcinoma"	0	0	0	0	0	0
MONDO:0012526	"hereditary angioedema type 3"	1	6	3	0	3	1
MONDO:0019235	"inborn disorder of phenylalanin or tyrosine metabolism"	0	2	1	0	1	0
MONDO:0015266	"obsolete brucellosis"	0	0	0	0	0	0
MONDO:0043300	"actinic cheilitis"	0	4	1	0	1	0
MONDO:0013563	"multiple congenital anomalies-hypotonia-seizures syndrome 1"	1	6	2	0	2	1
MONDO:0007557	"epidermolysis bullosa with congenital localized absence of skin and deformity of nails"	0	4	2	0	2	0
MONDO:0015874	"benign ductal tumor of breast"	0	3	1	0	1	0
MONDO:0005705	"clonorchiasis"	1	8	2	0	2	0
MONDO:0008729	"congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency"	1	10	4	0	4	0
MONDO:0000144	"pregnancy loss, recurrent, susceptibility"	0	1	0	0	0	0
MONDO:0016315	"mucopolysaccharidosis type 2, severe form"	1	4	2	0	2	0
MONDO:0011734	"Cardioneuromyopathy with hyaline masses and nemaline rods"	0	3	1	0	1	0
MONDO:0016839	"distal 17p13.3 microdeletion syndrome"	1	4	2	0	2	0
MONDO:0019086	"carcinoma of esophagus"	1	7	4	0	4	1
MONDO:0037737	"peritoneal solitary fibrous tumor"	1	2	1	0	1	1
MONDO:0022883	"craniofacial and skeletal defects"	0	1	0	0	0	0
MONDO:0016291	"craniosynostosis, Herrmann-Opitz type"	1	4	1	0	1	0
MONDO:0006136	"obsolete cervical endometrioid adenocarcinoma"	0	0	0	0	0	0
MONDO:0020845	"progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal recessive 5"	0	1	1	0	1	0
MONDO:0000677	"semantic agnosia"	1	1	0	0	0	0
MONDO:0000953	"cancer of short bone of lower limb"	0	5	1	0	1	1
MONDO:0003505	"femoral cancer"	1	3	1	0	1	1
MONDO:0004663	"colon carcinoma in situ"	1	7	2	0	2	1
MONDO:0001152	"amnestic disorder"	1	6	2	0	2	0
MONDO:0000285	"obsolete lujo hemorrhagic fever"	0	0	0	0	0	0
MONDO:0004555	"kidney angiomyolipoma"	1	6	4	0	4	1
MONDO:0016349	"congenital hydrocephalus"	1	12	4	0	4	1
MONDO:0013489	"autosomal recessive nonsyndromic deafness 89"	1	4	1	0	1	1
MONDO:0009436	"congenital hypothalamic hamartoma syndrome"	1	7	3	0	3	0
MONDO:0017356	"inborn disorder of ornithine metabolism"	1	4	2	0	2	1
MONDO:0015014	"coloboma, osteopetrosis, microphthalmia, macrocephaly, albinism, and deafness"	0	2	1	0	1	0
MONDO:0004380	"dendritic cell sarcoma"	1	4	3	0	3	1
MONDO:0011987	"cone-rod dystrophy 13"	1	4	1	0	1	1
MONDO:0013945	"peroxisome biogenesis disorder 9B"	0	2	1	0	1	0
MONDO:0003170	"gliofibroma"	1	4	1	0	1	0
MONDO:0008969	"cholesterol pneumonia"	0	6	2	0	2	0
MONDO:0024892	"soft tissue amyloid neoplasm"	1	5	1	0	1	1
MONDO:0033926	"prepubertal anorexia nervosa"	0	1	1	0	1	0
MONDO:0007326	"paroxysmal nonkinesigenic dyskinesia 1"	1	7	2	0	2	1
MONDO:0019932	"isolated partial vaginal agenesis"	1	4	2	0	2	0
MONDO:0014320	"optic atrophy-intellectual disability syndrome"	1	4	2	0	2	0
MONDO:0012531	"xeroderma pigmentosum group B"	1	9	3	0	3	1
MONDO:0024236	"degenerative disorder"	1	4	2	0	2	0
MONDO:0021100	"breast neoplasm"	1	8	4	0	4	1
MONDO:0013186	"Noonan syndrome 6"	1	5	1	0	1	1
MONDO:0003063	"obsolete hydranencephaly"	0	0	0	0	0	0
MONDO:0016246	"obsolete adenocarcinoma of ovary"	0	0	0	0	0	0
MONDO:0008362	"ragweed sensitivity"	0	2	1	0	1	0
MONDO:0004292	"supraglottis verrucous carcinoma"	1	3	1	0	1	1
MONDO:0007864	"angioosteohypertrophic syndrome"	1	12	5	0	5	0
MONDO:0012813	"retinitis pigmentosa 29"	1	6	1	0	1	0
MONDO:0018879	"lichen planopilaris"	1	7	2	0	2	0
MONDO:0043465	"achlorhydria"	1	3	2	0	2	0
MONDO:0017760	"disorder of other vitamins and cofactors metabolism and transport"	0	2	1	0	1	0
MONDO:0100133	"mitochondrial complex I deficiency"	1	5	1	0	1	1
MONDO:0003270	"obsolete ganglioglioma"	0	0	0	0	0	0
MONDO:0000177	"obsolete laryngeal abductor paralysis"	0	0	0	0	0	0
MONDO:0009297	"familial renal glucosuria"	1	13	4	0	4	0
MONDO:0024524	"dyschromatosis universalis hereditaria 1"	0	3	1	0	1	0
MONDO:0018895	"Plummer-Vinson syndrome"	1	9	3	0	3	0
MONDO:0002660	"blepharochalasis (disease)"	1	7	1	0	1	0
MONDO:0032759	"intellectual developmental disorder with short stature and variable skeletal anomalies"	0	1	1	0	1	0
MONDO:0008522	"synovial chondromatosis, familial, with dwarfism"	0	4	1	0	1	0
MONDO:0016582	"congenital mitral malformation"	0	2	1	0	1	0
MONDO:0016390	"familial isolated hypoparathyroidism"	1	7	3	0	3	0
MONDO:0018581	"progressive encephalomyelitis with rigidity and myoclonus"	0	4	1	0	1	0
MONDO:0005047	"infertility disorder"	1	4	2	0	2	0
MONDO:0014323	"retinitis pigmentosa 68"	1	4	1	0	1	1
MONDO:0009748	"hereditary sensory and autonomic neuropathy with spastic paraplegia"	1	7	3	0	3	0
MONDO:0000320	"glandular tularemia"	1	3	1	0	1	1
MONDO:0005548	"obsolete malignant rhabdoid tumour"	0	0	0	0	0	0
MONDO:0013215	"autosomal recessive nonsyndromic deafness 79"	1	5	1	0	1	1
MONDO:0009414	"glycogen storage disease due to hepatic glycogen synthase deficiency"	1	9	3	0	3	1
MONDO:0018918	"carcinoma of gallbladder and extrahepatic biliary tract"	1	3	1	0	1	0
MONDO:0011504	"NDE1-related microhydranencephaly"	1	6	2	0	2	0
MONDO:0009004	"combined inflammatory and immunologic defect"	0	3	1	0	1	0
MONDO:0014657	"primary ciliary dyskinesia 32"	1	4	1	0	1	1
MONDO:0004008	"flat ductal epithelial atypia"	1	3	1	0	1	0
MONDO:0024861	"mixed teratoma and seminoma"	0	1	1	0	1	0
MONDO:0010863	"type 1 diabetes mellitus 5"	1	5	1	0	1	1
MONDO:0020141	"infectious disease with dementia"	0	2	1	0	1	1
MONDO:0054868	"meconium ileus"	1	2	2	0	2	0
MONDO:0003257	"posterior pituitary gland neoplasm"	1	3	1	0	1	1
MONDO:0013467	"immunodeficiency due to ficolin3 deficiency"	0	5	3	0	3	0
MONDO:0044915	"salivary duct carcinoma"	1	3	2	0	2	1
MONDO:0009914	"pseudodiastrophic dysplasia"	1	8	3	0	3	0
MONDO:0000215	"obsolete epilepsy, familial focal, with variable foci"	0	0	0	0	0	0
MONDO:0032684	"intrauterine growth retardation, metaphyseal dysplasia, adrenal hypoplasia congenita, genital anomalies, and immunodeficiency"	0	1	1	0	1	0
MONDO:0019021	"obsolete pigmented villonodular synovitis"	0	0	0	0	0	0
MONDO:0013928	"dystonia 23"	1	5	2	0	2	1
MONDO:0003456	"obsolete bile duct mucinous cystic neoplasm"	0	0	0	0	0	0
MONDO:0015341	"congenital panfollicular nevus (disease)"	1	2	1	0	1	0
MONDO:0011101	"peroxisome biogenesis disorder 1B"	0	2	1	0	1	0
MONDO:0001040	"nasopharyngitis"	1	10	2	0	2	1
MONDO:0018876	"mantle cell lymphoma"	1	13	5	0	5	0
MONDO:0010864	"type 1 diabetes mellitus 7"	1	5	1	0	1	0
MONDO:0025556	"isocyanate induced asthma"	0	4	1	0	1	1
MONDO:0011747	"dyslexia, susceptibility to, 5"	0	1	1	0	1	0
MONDO:0016743	"tumor of meninges"	1	7	4	0	4	1
MONDO:0000333	"early congenital syphilis"	1	5	1	0	1	0
MONDO:0008244	"piebaldism"	1	11	4	0	4	0
MONDO:0100145	"presymptomatic COVID-19 infection"	1	0	0	0	0	0
MONDO:0013389	"epileptic encephalopathy, early infantile, 12"	1	3	1	0	1	1
MONDO:0013388	"epileptic encephalopathy, early infantile, 11"	1	2	1	0	1	1
MONDO:0016063	"Cowden disease"	0	10	4	0	4	0
MONDO:0018494	"microcephaly-short stature-intellectual disability-facial dysmorphism syndrome"	1	3	1	0	1	0
MONDO:0007254	"breast cancer"	1	6	2	0	2	1
MONDO:0021296	"carcinoma in situ of renal pelvis"	1	4	2	0	2	1
MONDO:0005740	"Echovirus infectious disease"	1	4	2	0	2	1
MONDO:0013668	"tetrasomy 18p"	1	8	3	0	3	0
MONDO:0007654	"genu valgum, st. Helena familial"	0	4	1	0	1	0
MONDO:0007638	"fucosidase regulator"	0	1	1	0	1	0
MONDO:0015964	"rare genetic palpebral, lacrimal system and conjunctival disease"	0	2	1	0	1	1
MONDO:0019789	"cytophagic histiocytic panniculitis"	1	4	2	0	2	0
MONDO:0015825	"obesity due to congenital leptin resistance"	0	2	1	0	1	0
MONDO:0000887	"obsolete hepatic veno-occlusive disease"	0	0	0	0	0	0
MONDO:0019177	"odontoleukodystrophy"	1	4	2	0	2	0
MONDO:0019961	"obsolete somatostatinoma"	0	0	0	0	0	0
MONDO:0017278	"autoimmune polyendocrinopathy"	1	9	4	0	4	1
MONDO:0009015	"corneal dystrophy-perceptive deafness syndrome"	1	7	3	0	3	0
MONDO:0016034	"cleft lip with or without cleft palate"	0	12	1	0	1	0
MONDO:0005551	"eye allergy"	1	1	1	0	1	1
MONDO:0032623	"mitochondrial complex 1 deficiency, nuclear type 18"	0	1	1	0	1	0
MONDO:0009415	"hypoglycemia, leucine-induced"	0	6	3	0	3	0
MONDO:0008119	"spinocerebellar ataxia type 1"	1	8	4	0	4	1
MONDO:0010862	"type 1 diabetes mellitus 4"	1	5	1	0	1	0
MONDO:0037940	"inherited auditory system disease"	1	2	1	0	1	1
MONDO:0021446	"benign neoplasm of epiglottis"	1	3	2	0	2	1
MONDO:0008773	"amino aciduria with mental deficiency, dwarfism, muscular dystrophy, osteoporosis, and acidosis"	0	4	1	0	1	0
MONDO:0032624	"mitochondrial complex 1 deficiency, nuclear type 19"	0	1	1	0	1	0
MONDO:0015150	"complex hereditary spastic paraplegia"	1	5	2	0	2	1
MONDO:0006980	"struma ovarii"	1	6	2	0	2	0
MONDO:0015794	"antenatal multiminicore disease with arthrogryposis multiplex congenita"	0	4	1	0	1	0
MONDO:0005546	"fibromyalgia"	1	10	3	0	3	0
MONDO:0019398	"desmin-related myopathy with Mallory body-like inclusions"	0	2	1	0	1	0
MONDO:0024558	"radioulnar synostosis with amegakaryocytic thrombocytopenia 1"	1	1	1	0	1	1
MONDO:0016025	"myoclonic-astastic epilepsy"	1	5	2	0	2	0
MONDO:0008224	"hyperkalemic periodic paralysis"	1	10	4	0	4	1
MONDO:0006751	"Erysipelothrix infectious disease"	1	4	2	0	2	1
MONDO:0054677	"combined oxidative phosphorylation deficiency 33"	0	3	2	0	2	0
MONDO:0017452	"non-syndromic brachydactyly of toes"	1	4	2	0	2	1
MONDO:0008948	"cerebrotendinous xanthomatosis"	1	9	4	0	4	0
MONDO:0005961	"sinusitis"	1	11	3	0	3	1
MONDO:0021902	"aortopulmonary window"	1	5	2	0	2	0
MONDO:0001982	"Niemann-Pick disease"	1	10	3	0	3	0
MONDO:0015115	"obsolete rare genetic metabolic liver disease"	0	2	0	0	0	0
MONDO:0014212	"sulfite oxidase deficiency due to molybdenum cofactor deficiency type C"	1	7	2	0	2	0
MONDO:0017117	"congenital non-communicating hydrocephalus"	0	5	2	0	2	0
MONDO:0005574	"tauopathy"	1	4	1	0	1	0
MONDO:0008667	"von Hippel-Lindau disease"	1	11	4	0	4	0
MONDO:0021084	"vision disorder"	1	4	2	0	2	1
MONDO:0019482	"dendritic cell sarcoma not otherwise specified"	0	2	1	0	1	0
MONDO:0009327	"heart, malformation of"	0	2	2	0	2	0
MONDO:0009808	"osteoid osteoma (disease)"	1	7	3	0	3	0
MONDO:0003080	"obsolete indolent systemic mastocytosis"	0	0	0	0	0	0
MONDO:0009740	"neurofaciodigitorenal syndrome"	1	7	3	0	3	0
MONDO:0002577	"extrahepatic bile duct rhabdomyosarcoma"	1	3	1	0	1	1
MONDO:0002085	"benign shuddering attacks"	0	5	1	0	1	0
MONDO:0010872	"PDDP"	0	1	1	0	1	0
MONDO:0012447	"synpolydactyly type 3"	0	6	2	0	2	0
MONDO:0014824	"craniofacial dysplasia-short stature-ectodermal anomalies-intellectual disability syndrome"	0	3	2	0	2	0
MONDO:0002959	"radiculopathy"	1	6	1	0	1	0
MONDO:0001429	"transient arthropathy"	1	7	2	0	2	1
MONDO:0003448	"benign spiradenoma"	1	7	3	0	3	0
MONDO:0007587	"external auditory canal atresia-vertical talus-hypertelorism syndrome"	0	5	2	0	2	0
MONDO:0014051	"cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 2"	1	2	1	0	1	1
MONDO:0015158	"unexplained periodic fever syndrome"	0	3	1	0	1	0
MONDO:0015845	"uterine cervical aplasia and agenesis"	0	2	1	0	1	0
MONDO:0030064	"episodic ataxia, type 9"	0	1	1	0	1	0
MONDO:0010861	"type 1 diabetes mellitus 3"	1	5	1	0	1	0
MONDO:0007873	"lactic acidosis, chronic adult form"	0	3	1	0	1	0
MONDO:0020704	"inherited rippling muscle disease"	1	4	1	0	1	1
MONDO:0002022	"disease of orbital region"	1	5	1	0	1	1
MONDO:0007367	"FEB1"	0	5	2	0	2	0
MONDO:0001895	"acute retrobulbar neuritis"	1	4	1	0	1	1
MONDO:0002398	"mucinous adenofibroma"	1	4	1	0	1	1
MONDO:0002184	"drug-induced hepatitis"	1	3	2	0	2	1
MONDO:0017473	"patella aplasia/hypoplasia, bilateral"	0	2	1	0	1	0
MONDO:0002634	"liposarcoma of bone"	1	3	1	0	1	1
MONDO:0006474	"transitional cell carcinoma"	1	7	2	0	2	1
MONDO:0014476	"episodic ataxia type 8"	0	5	2	0	2	0
MONDO:0019883	"distal trisomy 9q"	1	3	2	0	2	0
MONDO:0021497	"benign neoplasm of cerebrum"	1	3	2	0	2	1
MONDO:0006950	"retinal vasculitis"	1	9	2	0	2	1
MONDO:0022849	"congenital stenosis of cervical medullary canal"	0	1	0	0	0	0
MONDO:0007825	"incisors, rotation of upper central"	0	1	1	0	1	0
MONDO:0000773	"Timothy grass allergy"	1	1	0	0	0	1
MONDO:0002715	"uterine cancer"	1	7	2	0	2	1
MONDO:0013068	"age-related hearing impairment 2"	0	3	1	0	1	0
MONDO:0008290	"POROK1"	0	1	1	0	1	0
MONDO:0011828	"intellectual disability, autosomal recessive 2"	1	3	1	0	1	1
MONDO:0014875	"hyperaldosteronism, familial, type IV"	0	2	1	0	1	0
MONDO:0013456	"constitutional megaloblastic anemia with severe neurologic disease"	0	6	3	0	3	0
MONDO:0044903	"myelofibrosis"	1	1	1	0	1	0
MONDO:0007124	"ankyloblepharon-ectodermal defects-cleft lip/palate syndrome"	1	8	3	0	3	0
MONDO:0016680	"high grade astrocytic tumor"	1	3	2	0	2	0
MONDO:0000390	"vitelliform macular dystrophy"	1	7	3	0	3	0
MONDO:0013256	"chromosome 15q24 deletion syndrome"	1	9	3	0	3	0
MONDO:0060713	"deafness, congenital heart defects, and posterior embryotoxon"	0	2	1	0	1	0
MONDO:0032774	"cerebellar, ocular, craniofacial, and genital syndrome"	0	1	1	0	1	0
MONDO:0000194	"obsolete Otofaciocervical syndrome"	0	0	0	0	0	0
MONDO:0011369	"hypercholesterolemia, autosomal dominant, 3"	1	3	1	0	1	1
MONDO:0011250	"microcephaly, macrotia, and mental retardation"	0	3	1	0	1	0
MONDO:0007120	"aniridia-absent patella syndrome"	1	6	2	0	2	0
MONDO:0014697	"immunodeficiency, common variable, 12"	1	2	1	0	1	1
MONDO:0017218	"septopreoptic holoprosencephaly"	1	3	1	0	1	0
MONDO:0008632	"urticaria, aquagenic"	1	6	2	0	2	1
MONDO:0012903	"autosomal recessive nonsyndromic deafness 45"	1	3	1	0	1	0
MONDO:0020342	"congenital myopathy with excess of thin filaments"	0	3	1	0	1	0
MONDO:0017462	"congenital pseudoarthrosis of the tibia"	1	5	3	0	3	0
MONDO:0016594	"superficial siderosis"	1	3	1	0	1	0
MONDO:0009399	"hyperphosphatemia, polyuria, and seizures"	0	3	1	0	1	0
MONDO:0006404	"salivary gland large cell carcinoma"	1	3	2	0	2	1
MONDO:0013446	"Leber congenital amaurosis 6"	1	6	1	0	1	1
MONDO:0018586	"zinc-responsive necrolytic acral erythema"	0	4	2	0	2	0
MONDO:0007364	"arthrogryposis, distal, type 2E"	0	3	1	0	1	0
MONDO:0015424	"lethal chondrodysplasia, Moerman type"	0	4	1	0	1	0
