cls	clsLabel	numSuperCls
MONDO:0007106	"anal sphincter dysplasia"	1
CHEBI:15440	"squalene"	1
MONDO:0043975	"autonomic dysreflexia"	1
MONDO:0018843	"embryonal carcinoma of the central nervous system"	3
MONDO:0015086	"cloverleaf skull-asphyxiating thoracic dysplasia syndrome"	1
MONDO:0700234	"PRPF8-related retinopathy"	1
MONDO:0013227	"congenital plasminogen activator inhibitor type 1 deficiency"	4
HP:0000022	"Abnormal male internal genitalia morphology"	2
MONDO:0009379	"Rotor syndrome"	1
MONDO:0001422	"primary aldosteronism"	1
MONDO:0008369	"proximal renal tubular acidosis"	1
GO:0031090	"organelle membrane"	1
MONDO:1012208	"perosomus elumbis, horse"	1
NCBITaxon:2743744	"Tincidae"	1
MONDO:0025138	"vesicular exanthema of swine"	2
UBERON:0022303	"nervous system cell part layer"	1
http://identifiers.org/hgnc/2023	"CLCN5"	1
http://identifiers.org/hgnc/9202	"POMT1"	1
MONDO:0010012	"autoimmune polyendocrinopathy type 2"	1
ENVO:3200073	"concentration of sulfate in soil"	1
MONDO:0018813	"high grade B-cell lymphoma with MYC and/ or BCL2 and/or BCL6 rearrangement"	1
MONDO:0014106	"hypogonadotropic hypogonadism 20 with or without anosmia"	1
http://identifiers.org/hgnc/2022	"CLCN4"	1
MONDO:1012172	"shivers, horse"	1
MONDO:1012391	"necrotizing meningoencephalitis, dog"	1
MONDO:0002026	"candidiasis"	1
MONDO:0013077	"Santos syndrome"	1
UBERON:0000162	"cloaca"	1
HP:0009888	"Abnormality of secondary sexual hair"	1
MONDO:0015640	"benign infantile seizures associated with mild gastroenteritis"	1
MONDO:0009794	"orofaciodigital syndrome IV"	3
GO:0140112	"extracellular vesicle biogenesis"	1
MONDO:0002516	"digestive system cancer"	3
GO:0098632	"cell-cell adhesion mediator activity"	1
UBERON:0001952	"epithelium of oropharynx"	2
CL:1000507	"kidney tubule cell"	1
MONDO:0002072	"melanotic neuroectodermal tumor"	1
CHEBI:47868	"photosensitizing agent"	1
MONDO:0008571	"Blount disease, infantile"	1
MONDO:0007969	"Melkersson-Rosenthal syndrome"	4
MONDO:0022672	"autosomal dominant cataract"	3
MONDO:0800140	"ITPKB deficiency"	1
PATO:0000141	"structure"	1
MONDO:0009975	"reticulum cell sarcoma"	3
MONDO:0007544	"eosinophilia, familial"	1
MONDO:0014765	"wooly hair, autosomal recessive 3"	2
http://identifiers.org/hgnc/30064	"PBRM1"	1
MONDO:0019781	"astrocytoma (excluding glioblastoma)"	1
MONDO:0043494	"arteritis"	2
MONDO:0009421	"hypogonadism, male"	2
MONDO:1012503	"hydrallantois, cattle"	1
CHEBI:35552	"heterocyclic organic fundamental parent"	1
GO:0045684	"positive regulation of epidermis development"	2
HP:0003679	"Pace of progression"	1
UBERON:0008324	"erectile tissue"	1
NBO:0000064	"regulation of drinking behavior"	1
http://identifiers.org/hgnc/2678	"DARS1"	1
MONDO:0013010	"autosomal recessive nonsyndromic hearing loss 71"	1
MONDO:0958342	"isolated optic nerve aplasia"	1
http://identifiers.org/hgnc/697	"ARL6IP1"	1
GO:0120189	"positive regulation of bile acid secretion"	3
MONDO:0020311	"chronic myelomonocytic leukemia"	3
ECTO:7000029	"exposure to kaolin dust"	1
GO:0005730	"nucleolus"	1
GO:0007611	"learning or memory"	2
http://identifiers.org/hgnc/775	"SERPINC1"	1
MONDO:0008850	"Cooper-Jabs syndrome"	1
CHR:9606-chr10	"chromosome 10 (Human)"	2
CL:1000413	"endothelial cell of artery"	1
UBERON:0004237	"blood vessel smooth muscle"	1
MONDO:0019547	"Wells syndrome"	1
MONDO:0008827	"progressive pseudorheumatoid arthropathy of childhood"	1
UBERON:0003596	"ankle connective tissue"	1
SO:0000655	"ncRNA"	1
MONDO:0005586	"head and neck neoplasm"	1
CL:1001603	"lung macrophage"	1
NCBITaxon:41324	"Siboglinidae"	1
UBERON:0022296	"inferior palpebral branch of infra-orbital nerve"	2
PATO:0002288	"decreased elasticity"	2
MONDO:0012153	"Alzheimer disease 9"	1
MONDO:0009866	"phosphoenolpyruvate carboxykinase deficiency, cytosolic"	1
http://identifiers.org/hgnc/1983	"UTP4"	1
http://identifiers.org/hgnc/3579	"FAH"	1
MONDO:0009572	"autosomal recessive familial Mediterranean fever"	2
MONDO:0007984	"metaphyseal dysplasia-maxillary hypoplasia-brachydacty syndrome"	2
UBERON:0005609	"iliac artery"	1
HP:0045010	"Abnormal peripheral nerve morphology by anatomical site"	1
MONDO:0010534	"X-linked spinocerebellar ataxia type 4"	1
MONDO:0044937	"rectal carcinoma"	3
MONDO:0013075	"herpes simplex encephalitis, susceptibility to, 2"	1
MONDO:0700041	"neuroblastoma, susceptibility to, 2"	1
http://identifiers.org/hgnc/358	"AIP"	1
UBERON:0014636	"thoracic spinal cord gray matter"	1
http://identifiers.org/hgnc/9591	"PTGDR"	1
HP:0009521	"Small epiphysis of the middle phalanx of the 2nd finger"	3
MONDO:0001436	"hemosiderosis"	1
HP:0000402	"Stenosis of the external auditory canal"	1
MONDO:0006996	"thyroid crisis"	1
UBERON:0011136	"ligament of vertebral column"	1
MONDO:0016625	"acquired deficiency anemia"	1
MONDO:0001947	"suppurative thyroiditis"	1
MONDO:0023093	"exertional headache"	1
HP:0009682	"Pseudoepiphysis of the distal phalanx of the thumb"	3
MONDO:1012119	"hypothalamic dysplasia, dog"	1
GO:0018271	"biotin-protein ligase activity"	2
GO:2000027	"regulation of animal organ morphogenesis"	1
UBERON:0004851	"aorta endothelium"	2
MONDO:0859526	"immunodeficiency 109 with lymphoproliferation"	1
MONDO:0018503	"carcinoma of stomach, salivary gland type"	1
HP:0010303	"Abnormal spinal meningeal morphology"	2
MONDO:0011251	"facial dysmorphism, cleft palate, hearing loss, and camptodactyly"	1
MONDO:0002396	"nephrogenic adenofibroma"	2
MONDO:0018153	"Erdheim-Chester disease"	2
MONDO:0024538	"basal ganglia calcification, idiopathic, 1"	2
http://identifiers.org/hgnc/2218	"COL9A2"	1
http://identifiers.org/hgnc/6383	"KNG1"	1
UBERON:0001493	"axillary nerve"	1
http://identifiers.org/hgnc/1754	"CDH15"	1
MONDO:0015241	"arthrogryposis-like syndrome"	1
UBERON:0005359	"spinal cord ependyma"	1
PATO:0000323	"white"	1
MONDO:0014835	"striatal degeneration, autosomal dominant 2"	1
CL:0008035	"microcirculation associated smooth muscle cell"@en	2
CHEBI:38716	"carboxylic acid dianion"	1
HP:0012320	"Absent pigmentation of the limbs"	1
MONDO:0850014	"twin-reversed arterial perfusion sequence"	1
PATO:0001735	"liquid configuration"	1
MONDO:0022862	"Cormier Rustin Munnich syndrome"	1
GO:0060285	"cilium-dependent cell motility"	1
MONDO:0000957	"lacrimal passage granuloma"	1
UBERON:0004452	"carpal region"	2
MONDO:0003967	"synchronous multifocal osteogenic sarcoma"	1
ECTO:9000253	"exposure to potassium(1+)"	2
CHEBI:22506	"aminoglycan"	2
MONDO:0011595	"nonsyndromic congenital nail disorder 7"	1
http://identifiers.org/hgnc/2219	"COL9A3"	1
MONDO:1011838	"congenital copper deficiency, non-human animal"	1
HP:0000464	"Abnormality of the neck"	1
MONDO:0004462	"extrahepatic bile duct cystadenoma"	2
http://identifiers.org/hgnc/397	"ALAS2"	1
http://identifiers.org/hgnc/18713	"GLCCI1"	1
MONDO:0008595	"trichoepitheliomas, multiple desmoplastic"	1
CHEBI:15036	"retinoate"	2
MONDO:1011159	"osteoarthritis, koala"	1
MONDO:0018602	"necrotizing soft tissue infection"	1
MONDO:0007461	"short stature-valvular heart disease-characteristic facies syndrome"	1
HP:0012504	"Abnormal size of pituitary gland"	1
UBERON:0009878	"mesopodial skeleton"	2
http://identifiers.org/hgnc/5285	"HTOR"	1
GO:0045727	"positive regulation of translation"	3
NCBITaxon:15957	"Phleum pratense"	1
UBERON:0006293	"spleen primordium"	5
MONDO:0700018	"chromosome 11 disorder"	1
MONDO:0015083	"nuclear oculomotor paralysis"	1
MONDO:0100383	"acute myeloid leukemia, t(11;19)(q23;p13)"	1
MONDO:0032588	"periventricular nodular heterotopia 8"	1
GO:0045638	"negative regulation of myeloid cell differentiation"	2
MONDO:0012874	"porokeratosis 6, disseminated superficial actinic type"	1
MONDO:0007363	"congenital contractural arachnodactyly"	4
HP:0000689	"Dental malocclusion"	1
MONDO:1010652	"Pelger-Huet anomaly, rabbit"	1
MONDO:0009263	"GAPO syndrome"	2
UBERON:8600004	"visceral muscle tissue"	1
http://identifiers.org/hgnc/2020	"CLCN2"	1
MONDO:0043541	"viral conjunctivitis"	2
UBERON:0018691	"ventral side of post-anal tail"	1
HP:0000974	"Hyperextensible skin"	1
http://identifiers.org/hgnc/362	"AK2"	1
http://identifiers.org/hgnc/361	"AK1"	1
HP:0010265	"Small epiphyses of the middle phalanges of the hand"	2
MONDO:1011583	"osteogenesis imperfecta, sheep"	1
MONDO:1012431	"rod dysplasia, dog"	1
HP:0009785	"Triceps aplasia"	2
HP:0009954	"Complete duplication of the proximal phalanx of the 2nd finger"	3
HP:0010191	"Symphalangism affecting the distal phalanges of the toes"	2
MONDO:0005859	"mucocutaneous leishmaniasis"	1
MONDO:0005559	"neurodegenerative disease"	1
GO:0098687	"chromosomal region"	1
MONDO:0021032	"herpes zoster with dermatitis of eyelid"	3
MONDO:0016673	"localized junctional epidermolysis bullosa, non-Herlitz type"	1
MONDO:1012458	"hemangiosarcoma, orange-winged Amazon parrot"	1
UBERON:0015238	"pineal complex"	1
MONDO:0006278	"lung papilloma"	2
UBERON:0010260	"umbilical blood vessel"	1
CHEBI:33837	"conjugated protein"	1
HP:0012605	"Hypernatriuria"	1
CL:0009038	"colon macrophage"	1
MONDO:0017492	"fibular hemimelia, unilateral"	1
MONDO:0006004	"vasomotor rhinitis"	1
CL:0002569	"mesenchymal stem cell of umbilical cord"	2
HP:0010429	"Complete duplication of the phalanges of the 2nd toe"	1
ENVO:09200004	"porosity of soil"	2
MONDO:0032826	"nephrotic syndrome, type 21"	1
http://identifiers.org/hgnc/9879	"RASGRP2"	1
HP:0005830	"Flexion contracture of toe"	3
MONDO:1012023	"distal axonopathy, domestic cat"	1
HP:0010476	"Aplasia/Hypoplasia of the bladder"	1
UBERON:0004135	"distal tubule"	1
http://identifiers.org/hgnc/2217	"COL9A1"	1
http://identifiers.org/hgnc/11449	"SUCLG1"	1
MONDO:0859207	"neurodevelopmental disorder with hypotonia and gross motor and speech delay"	1
MONDO:1012300	"displaced abomasum, sheep"	1
MONDO:0009607	"methionine adenosyltransferase deficiency"	1
MONDO:0015995	"melorheostosis with osteopoikilosis"	1
MONDO:0019338	"sarcoidosis"	1
NCBITaxon:29178	"Foraminifera"	1
http://identifiers.org/hgnc/19960	"KIAA0586"	1
MONDO:0014454	"Hennekam lymphangiectasia-lymphedema syndrome 2"	1
MONDO:0001411	"synostosis"	1
MONDO:1012416	"Kurosawa and Kusanagi hypercholesterolaemia, rabbit"	1
MONDO:0009229	"hyaline fibromatosis syndrome"	1
MONDO:0009996	"rhizomelic syndrome, Urbach type"	1
UBERON:0035174	"right ear"	2
MONDO:0000879	"cutaneous candidiasis"	2
http://identifiers.org/hgnc/18674	"DDX41"	1
CHEBI:30985	"4,4'-bipyridine"	1
MONDO:0000722	"non-syndromic synpolydactyly"	2
MONDO:0014762	"heterotaxy, visceral, 7, autosomal"	1
HP:0003366	"Abnormal femoral neck/head morphology"	1
MONDO:0011421	"mitochondrial complex V (ATP synthase) deficiency, nuclear type 1"	2
MONDO:0018784	"pediatric multiple sclerosis"	1
UBERON:0001299	"glans penis"	1
MONDO:0011684	"vitiligo-associated multiple autoimmune disease susceptibility 1"	1
MONDO:0009670	"lethal congenital contracture syndrome 1"	4
MONDO:0958197	"Leber-like hereditary optic neuropathy, autosomal recessive 2"	1
MONDO:0700220	"disease related to transplantation"	1
MONDO:0033532	"Suleiman-El-Hattab syndrome"	1
MONDO:0700209	"Strongylida infectious disease, non-human animal"	1
MONDO:0971012	"MHC class I deficiency 3"	1
HP:0009630	"Broad proximal phalanx of the thumb"	4
HP:0001944	"Dehydration"	1
MONDO:0021662	"bile duct neoplasm"	2
MONDO:0004926	"dacryocystitis"	2
GO:0010700	"negative regulation of norepinephrine secretion"	2
MONDO:0006854	"mesenchymoma"	1
http://identifiers.org/hgnc/11758	"TFG"	1
MONDO:0000405	"anal canal cancer"	2
UBERON:0018667	"neck of scapula"	1
MONDO:0037736	"infratentorial neoplasm"	1
MONDO:0016408	"permanent congenital hypothyroidism"	2
MONDO:0035474	"PIEZO1-related generalized lymphatic dysplasia with non-immune hydrops fetalis"	1
MONDO:0001240	"neonatal anemia"	1
MONDO:0002877	"cervical carcinosarcoma"	2
MONDO:0013164	"beta-ureidopropionase deficiency"	1
GO:0070875	"positive regulation of glycogen metabolic process"	4
HP:0001876	"Pancytopenia"	1
NCBITaxon:451870	"Chaetothyriomycetidae"	1
MONDO:0014244	"hereditary sensory and autonomic neuropathy type 7"	1
SO:0001263	"ncRNA_gene"	1
CHR:9606-chr20q13.3	"20q13.3 (Human)"	1
MONDO:0016128	"parasitic myositis"	2
HP:0000505	"Visual impairment"	1
HP:0011509	"Macular hyperpigmentation"	1
CHEBI:60164	"ionic polymer"	1
MONDO:1010632	"factor VII deficiency, dog"	1
MONDO:0011365	"blepharophimosis - intellectual disability syndrome, SBBYS type"	4
MONDO:0014111	"cataract 19 multiple types"	1
GO:0045722	"positive regulation of gluconeogenesis"	3
MONDO:0004151	"spinal meninges cancer"	2
GO:0030849	"autosome"	1
MONDO:0100020	"atypical childhood epilepsy with centrotemporal spikes"	1
MONDO:0002762	"esophagus verrucous carcinoma"	2
MONDO:0022308	"corticobasal degeneration disorder"	2
MONDO:0021275	"papilloma of eyelid"	2
GO:1902531	"regulation of intracellular signal transduction"	1
MONDO:0001088	"acute inferoposterior infarction"	1
http://identifiers.org/hgnc/23204	"KIRREL3"	1
GO:0060136	"embryonic process involved in female pregnancy"	1
HP:0000652	"Lower eyelid coloboma"	1
MONDO:0018468	"proton-pump inhibitor-responsive esophageal eosinophilia"	1
UBERON:0001518	"skin of wrist"	1
PATO:0070044	"anatomical structure quality"	1
MONDO:0007493	"torsion dystonia 4"	1
MONDO:0001238	"polycythemia neonatorum"	1
http://identifiers.org/hgnc/16993	"SEC61B"	1
http://identifiers.org/ncbigene/397506	"RAG1"	1
MONDO:0022577	"Billet Bear syndrome"	1
MONDO:0013987	"combined oxidative phosphorylation defect type 15"	1
MONDO:0015701	"T-B+ severe combined immunodeficiency due to IL-7Ralpha deficiency"	2
MONDO:0008282	"polyposis, intestinal, with multiple exostoses"	1
MONDO:1010553	"patent urachus, white rhinoceros"	1
http://identifiers.org/hgnc/15808	"GZF1"	1
HP:0002561	"Absent nipple"	1
GO:0051130	"positive regulation of cellular component organization"	2
MONDO:1011743	"nodular dermatofibrosis and kidney disease, non-human animal"	1
MONDO:0020416	"Neuhauser anomaly"	1
UBERON:0012355	"manual acropodium region"	2
MONDO:0012734	"SERKAL syndrome"	1
GO:0043434	"response to peptide hormone"	3
MONDO:0007796	"hypoparathyroidism, familial isolated 1"	1
PATO:0000047	"biological sex"	1
GO:0009968	"negative regulation of signal transduction"	4
GO:1903379	"regulation of mitotic chromosome condensation"	2
ECTO:9002014	"exposure to cyclooxygenase 3 inhibitor"	1
UBERON:0007105	"vitelline duct"	1
UBERON:0007267	"trachea pre-cartilage rings"	2
MONDO:0012928	"hereditary spastic paraplegia 42"	1
GO:0034767	"positive regulation of monoatomic ion transmembrane transport"	3
MONDO:0013986	"combined oxidative phosphorylation defect type 14"	1
NCBITaxon:117565	"Myxini"	1
MONDO:0022983	"Dieterich disease"	1
CHEBI:36359	"phosphorus oxoacid derivative"	2
MONDO:0002101	"facial nerve neoplasm"	2
MONDO:0020752	"myoclonic epilepsy, juvenile, susceptibility to, 1"	1
MONDO:0004841	"kidney hypertrophy"	1
MONDO:0018656	"tremor-ataxia-central hypomyelination syndrome"	3
MONDO:0013883	"congenital myasthenic syndrome 13"	1
GO:0051716	"cellular response to stimulus"	2
UBERON:0000066	"fully formed stage"	1
MONDO:0005470	"postprandial hypotension"	1
MONDO:0100083	"hereditary thrombocytopenia and hematological cancer predisposition syndrome associated with RUNX1"	1
NCBITaxon:1891714	"Betapolyomavirus"	1
MONDO:0024877	"clitoris neoplasm"	1
MONDO:0044699	"SIN3A-related intellectual disability syndrome"	4
GO:0098802	"plasma membrane signaling receptor complex"	2
MONDO:0008178	"inclusion body myopathy with Paget disease of bone and frontotemporal dementia type 1"	1
UBERON:0035648	"nerve innervating pinna"	1
GO:0008047	"enzyme activator activity"	2
MONDO:0004700	"parotid gland cancer"	2
UBERON:0011742	"aortic valve leaflet"	1
HP:0040298	"Hyperplasia of the endometrium"	1
HP:0001341	"Olfactory lobe agenesis"	1
HP:0100765	"Abnormality of the tonsils"	1
NCBITaxon:9861	"Cervus canadensis canadensis"	1
MONDO:0011845	"migraine with or without aura, susceptibility to, 3"	1
MONDO:0001379	"ureteric orifice cancer"	2
UBERON:0039228	"sigmoid vein"	1
MONDO:1011139	"choanal atresia, dog"	1
UBERON:0005463	"subcapsular sinus of lymph node"	1
MONDO:0100423	"acute myeloid leukemia, PTPN11 gene mutation"	1
NBO:0000160	"sleep duration"	1
MONDO:0014653	"retinitis pigmentosa 72"	1
MONDO:0004446	"olfactory groove meningioma"	2
MONDO:0015738	"childhood-onset nemaline myopathy"	6
MONDO:0023699	"Maroteaux Fonfria syndrome"	1
MONDO:0017193	"symptomatic form of Coffin-Lowry syndrome in female carriers"	1
MONDO:0017162	"imperforate oropharynx-costo vetebral anomalies syndrome"	3
MONDO:0044872	"dysautonomia"	1
UBERON:0001585	"anterior vena cava"	1
GO:1904730	"negative regulation of intestinal lipid absorption"	2
GO:0002695	"negative regulation of leukocyte activation"	3
UBERON:0013501	"cloacal sphincter"	2
NCBITaxon:1717	"Corynebacterium diphtheriae"	1
MONDO:0008590	"tremor, hereditary essential, 1"	1
UBERON:0005217	"midbrain subarachnoid space"	1
CL:4033018	"lung megakaryocyte"	2
MONDO:0024655	"rheumatic pericarditis"	2
MONDO:0030696	"mitochondrial DNA depletion syndrome 20 (mngie type)"	1
UBERON:0005650	"pedal digit 3 epithelium"	1
UBERON:0003489	"respiratory system capillary endothelium"	2
NCBITaxon:6333	"Trichinella"	1
MONDO:0001611	"phlegmonous dacryocystitis"	1
NCBITaxon:583	"Proteus <enterobacteria>"	1
MONDO:1011491	"Diamond-Blackfan anemia, dog"	1
CL:0000818	"transitional stage B cell"	1
MONDO:0001390	"transient refractive change"	1
MONDO:0010529	"X-linked spinocerebellar ataxia type 3"	1
ECTO:7000063	"exposure to water in environment"	1
MONDO:0001572	"leiomyoma"	1
MONDO:0007758	"epidermolytic palmoplantar keratoderma, 1"	2
UBERON:0005367	"hippocampus granule cell layer"	1
http://identifiers.org/hgnc/21237	"UQCC2"	1
MONDO:0011206	"ventriculomegaly with defects of the radius and kidney"	1
GO:0002351	"serotonin production involved in inflammatory response"	1
MONDO:0012343	"aortic aneurysm, familial abdominal, 2"	1
MONDO:0016075	"filariasis"	1
MONDO:0015367	"Charlie M syndrome"	2
MONDO:0004546	"lumbar plexus neoplasm"	2
MONDO:0011779	"laryngeal atresia, encephalocele, and limb deformities"	1
MONDO:0018416	"autosomal recessive spastic paraplegia type 59"	1
MONDO:0018408	"cystic echinococcosis"	1
http://identifiers.org/hgnc/403	"ALDH3A2"	1
MONDO:0010334	"severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome"	2
GO:0002009	"morphogenesis of an epithelium"	1
MONDO:0001912	"acute frontal sinusitis"	2
HP:0040088	"Abnormal lymphocyte count"	2
MONDO:0014740	"autosomal dominant nonsyndromic hearing loss 68"	1
MONDO:0971011	"MHC class I deficiency 2"	1
MONDO:0700195	"rous sarcoma"	1
NCIT:C16203	"Clinical or Research Activity"	1
MONDO:0014057	"maple syrup urine disease, mild variant"	1
MONDO:0011174	"hyperzincemia with functional zinc depletion"	1
MONDO:0001821	"hypoactive sexual desire disorder"	1
MONDO:1012373	"retinal dysplasia and degeneration, chicken"	2
MONDO:0004188	"iris spindle cell melanoma"	2
MONDO:1011494	"Ehlers-Danlos syndrome, domestic cat"	1
MONDO:0036779	"axillary neoplasm"	1
UBERON:0009198	"craniofacial suture"	1
HP:0005336	"Forehead hyperpigmentation"	2
http://identifiers.org/hgnc/1388	"CACNA1A"	1
MONDO:0012406	"hyperparathyroidism 3"	4
MONDO:0003569	"cranial nerve neuropathy"	1
http://identifiers.org/hgnc/7737	"NEFH"	1
MONDO:0010618	"familial isolated hypoparathyroidism due to agenesis of parathyroid gland"	1
MONDO:0017296	"glycerol kinase deficiency, adult form"	2
MONDO:0014200	"aldosterone-producing adenoma with seizures and neurological abnormalities"	1
NCBITaxon:118969	"Legionellales"	1
MONDO:0700238	"BEST1-related dominant retinopathy"	1
MONDO:0009414	"glycogen storage disorder due to hepatic glycogen synthase deficiency"	1
MONDO:0001021	"ametropic amblyopia"	1
UBERON:0002413	"cervical vertebra"	4
GO:0045830	"positive regulation of isotype switching"	6
MONDO:0030088	"diabetes mellitus, permanent neonatal 3"	1
MONDO:0005724	"cryptococcosis"	2
MONDO:0021147	"disorder of development or morphogenesis"	1
http://identifiers.org/hgnc/12373	"TSHR"	1
MONDO:0100176	"AP-4 deficiency syndrome"	1
UBERON:0005984	"subendocardium layer"	1
GO:0000959	"mitochondrial RNA metabolic process"	1
MONDO:0017488	"ulnar hemimelia, bilateral"	1
http://identifiers.org/hgnc/4387	"GNAI3"	1
CHEBI:49104	"heteroarenecarbaldehyde"	1
NCIT:C101267	"Hormone Receptor Positive"	2
MONDO:1010243	"cerebellar degeneration, non-human animal"	1
UBERON:0015477	"axillary fat pad"	1
http://identifiers.org/hgnc/9479	"LONP1"	1
MONDO:0004905	"intestinal disaccharidase deficiency"	2
MONDO:0023541	"Kasznica-Carlson-Coppedge syndrome"	1
HP:0012345	"Abnormal glycosylation"	1
MONDO:0001576	"telangiectasis"	2
UBERON:0009854	"digestive tract diverticulum"	2
GO:0008348	"negative regulation of antimicrobial humoral response"	5
UBERON:0035764	"pulmonary lymph node"	1
MONDO:0019256	"sterol metabolism disorder"	2
http://identifiers.org/hgnc/4385	"GNAI2"	1
MONDO:0006392	"rectal hyperplastic polyp"	1
http://identifiers.org/ncbigene/286772	"NPC1"	1
GO:0002429	"immune response-activating cell surface receptor signaling pathway"	2
MONDO:0014959	"mitochondrial DNA depletion syndrome 12A (cardiomyopathic type), autosomal dominant"	1
NCBITaxon:9481	"Callithrix <genus>"	1
GO:0045604	"regulation of epidermal cell differentiation"	2
PATO:0002097	"neoplastic, malignant"	1
HP:0012699	"Anomaly of lower limb diaphyses"	1
UBERON:0010417	"lymph node T cell domain"	1
HP:0011772	"Abnormal thyroid morphology"	1
PATO:0001873	"cylindrical"	1
MONDO:0011900	"porokeratosis 4, disseminated superficial actinic type"	1
HP:0011961	"Non-obstructive azoospermia"	1
MONDO:0002901	"blood group incompatibility"	1
MONDO:0008537	"telecanthus"	1
MONDO:0958224	"encephalopathy, porphyria-related"	1
MONDO:0021289	"carcinoma in situ of cecum"	2
MONDO:0014169	"dyschromatosis universalis hereditaria 3"	1
MONDO:0020303	"Angelman syndrome due to paternal uniparental disomy of chromosome 15"	3
MONDO:0004679	"leukoplakia of vagina"	2
UBERON:0007119	"neck of femur"	3
http://identifiers.org/hgnc/23406	"DOLK"	1
HP:0008034	"Abnormal iris pigmentation"	1
HP:0003380	"Decreased number of peripheral myelinated nerve fibers"	1
MONDO:0032664	"ciliary dyskinesia, primary, 40"	1
MONDO:0006969	"sialadenitis"	2
MONDO:0030524	"mucopolysaccharidosis, type 10"	1
http://identifiers.org/hgnc/17284	"POT1"	1
MONDO:0100009	"structural congenital heart disease, multiple types - GATA4"	2
MONDO:1011045	"nephritis, dog"	2
UBERON:0000974	"neck"	1
MONDO:0004052	"rectal cloacogenic carcinoma"	1
UBERON:0006284	"early prosencephalic vesicle"	1
MONDO:0012149	"attention deficit-hyperactivity disorder, susceptibility to, 1"	1
MONDO:0022666	"cassavism"	1
UBERON:0000057	"urethra"	3
GO:0060452	"positive regulation of cardiac muscle contraction"	3
http://identifiers.org/hgnc/2955	"DNAL4"	1
MONDO:0024410	"infection caused by Bifidobacterium"	3
MONDO:1011085	"urolithiasis, goat"	1
MONDO:0021408	"polyp of frontal sinus"	2
MONDO:0023019	"dwarfism bluish sclerae"	1
MONDO:0012172	"mitochondrial trifunctional protein deficiency"	2
MONDO:1011049	"polycystic kidney disease, degu"	1
MONDO:0011268	"renal tubular acidosis, distal, 3, with or without sensorineural hearing loss"	4
MONDO:0018229	"Stevens-Johnson syndrome"	2
MONDO:0011559	"benign recurrent intrahepatic cholestasis type 2"	1
UBERON:0016426	"proximal interphalangeal joint of little finger"	2
MONDO:0017198	"osteopetrosis"	2
CHEBI:30356	"isobutyl group"	2
MONDO:0859172	"hemolytic disease of fetus and newborn, RH-induced"	1
NCBITaxon:11584	"Phlebovirus"	1
MONDO:0015203	"coronary artery congenital malformation"	1
MONDO:0010111	"odontotrichomelic syndrome"	1
MONDO:0006109	"malignant biphasic mesothelioma"	1
MONDO:0957935	"optic atrophy 15"	1
CHEBI:50629	"cyclooxygenase 2 inhibitor"	1
NCBITaxon:40411	"Chrysosporium"	1
PATO:0001566	"distributed"	1
MONDO:0008294	"acute intermittent porphyria"	3
http://identifiers.org/hgnc/7739	"NEFL"	1
MONDO:0002451	"benign prostate phyllodes tumor"	4
MONDO:0003669	"testicular seminoma"	3
MONDO:0041284	"primary motor cortex epilepsy"	2
MONDO:0008139	"OSLAM syndrome"	2
MONDO:0030087	"diabetes mellitus, permanent neonatal 2"	1
CL:0000525	"syncytiotrophoblast cell"	2
CL:1001597	"seminal vesicle glandular cell"	2
MONDO:0019172	"aniridia"	2
IAO:8000012	"species subset ontology module"@en	1
MONDO:0800136	"non-severe combined immunodeficiency due to COPG1 deficiency"	1
MONDO:0100551	"SPATA5L1-related complex neurodevelopmental disorder with motor features and hearing loss"	2
ECTO:4000019	"exposure to decreased monosaccharide"	1
NCBITaxon:31022	"Tetraodontiformes"	1
MONDO:0016476	"Beckwith-Wiedemann syndrome due to CDKN1C mutation"	1
MONDO:0025404	"coronaviral enteritis of turkeys"	2
CHR:9606-chr21q22.13-q22.2	"21q22.13-q22.2 (Human)"	1
http://identifiers.org/hgnc/5394	"CFI"	1
MONDO:0019787	"autoimmune enteropathy"	2
GO:2000283	"negative regulation of amino acid biosynthetic process"	3
MONDO:0007921	"yellow nail syndrome"	2
MONDO:0012828	"atrial fibrillation, familial, 7"	1
MONDO:0002732	"lung benign neoplasm"	3
MONDO:0014664	"Joubert syndrome 23"	1
MONDO:0000301	"ophthalmomyiasis"	1
MONDO:0017609	"renal tubular dysgenesis"	1
MONDO:0013335	"tuberculin skin test reactivity, absence of"	1
NCBITaxon:10310	"Human alphaherpesvirus 2"	1
MONDO:0001071	"intellectual disability"	1
MONDO:0007296	"spinocerebellar ataxia type 31"	1
UBERON:0001835	"lower lip"	1
MONDO:0017335	"microtriplication 11q24.1"	2
MONDO:0014877	"myopathy, distal, 5"	1
MONDO:0018685	"incessant infant ventricular tachycardia"	1
CL:2000047	"brainstem motor neuron"	2
MONDO:0011416	"generalized epilepsy with febrile seizures plus, type 1"	1
NCBITaxon:5600	"Phialophora"	1
MONDO:0700103	"nutritional deficiency disease, non-human animal"	1
MONDO:0017565	"macrodactyly of fingers, bilateral"	1
MONDO:0017757	"disorder of metabolite absorption and transport"	1
MONDO:0003255	"mediastinal granular cell myoblastoma"	2
MONDO:0004034	"eye lymphoma"	2
http://identifiers.org/hgnc/4298	"GLB1"	1
MONDO:0042600	"Sammartino-Decreccio syndrome"	1
