?mondo_class	?label	?mondo_subclass	?subClassOf_source	?xref
MONDO:0021163	kidney neoplasm	MONDO:0005240	NCIT:C3150	NCIT:C12415
MONDO:0021163	kidney neoplasm	MONDO:0005240	NCIT:C3150	NCIT:C3150
MONDO:0015873	Paget disease of the nipple	MONDO:0003950	NCIT:C3301	NCIT:C3301
MONDO:0015873	Paget disease of the nipple	MONDO:0002648	NCIT:C3301	NCIT:C3301
MONDO:0002754	extramedullary plasmacytoma	MONDO:0005615	NCIT:C4002	NCIT:C4002
MONDO:0004541	pseudoglandular variant testicular seminoma	MONDO:0003669	NCIT:C40958	NCIT:C40958
MONDO:0002975	malignant breast melanoma	MONDO:0005105	NCIT:C8410	NCIT:C8410
MONDO:0002975	malignant breast melanoma	MONDO:0007254	NCIT:C8410	NCIT:C8410
MONDO:0004344	childhood malignant hemangiopericytoma	MONDO:0009330	NCIT:C8090	NCIT:C8090
MONDO:0003557	optic nerve sheath meningioma	MONDO:0002640	NCIT:C4538	NCIT:C4538
MONDO:0003462	papillary adenofibroma	MONDO:0006071	NCIT:C8986	NCIT:C8986
MONDO:0002604	pericytic neoplasm	MONDO:0002616	NCIT:C6528	NCIT:C6530
MONDO:0002604	pericytic neoplasm	MONDO:0002616	NCIT:C6528	NCIT:C6528
MONDO:0018330	mucinous adenocarcinoma of the appendix	MONDO:0006087	NCIT:C43558	NCIT:C43558
MONDO:0000646	ovarian benign neoplasm	MONDO:0021068	NCIT:C2895	NCIT:C2895
MONDO:0000646	ovarian benign neoplasm	MONDO:0000624	NCIT:C2895	NCIT:C2895
MONDO:0000961	endobronchial lipoma	MONDO:0044335	NCIT:C5063	NCIT:C5063
MONDO:0000961	endobronchial lipoma	MONDO:0005106	NCIT:C5063	NCIT:C5063
MONDO:0002207	vulval Paget disease	MONDO:0008177	NCIT:C4027	NCIT:C4027
MONDO:0019458	acute basophilic leukemia	MONDO:0015667	NCIT:C3164	NCIT:C3164
MONDO:0002606	epithelioid type angiomyolipoma	MONDO:0002603	NCIT:C38151	NCIT:C38151
MONDO:0005806	hypopharynx cancer	MONDO:0005517	NCIT:C7190	NCIT:C7190
MONDO:0005806	hypopharynx cancer	MONDO:0021358	NCIT:C7190	NCIT:C7190
MONDO:0000648	nervous system benign neoplasm	MONDO:0021248	NCIT:C4789	NCIT:C4789
MONDO:0000648	nervous system benign neoplasm	MONDO:0005165	NCIT:C4789	NCIT:C4789
MONDO:0024757	cardiovascular neoplasm	MONDO:0004995	NCIT:C4784	NCIT:C4784
MONDO:0003501	external ear squamous cell carcinoma	MONDO:0002944	NCIT:C6083	NCIT:C6083
MONDO:0004533	perineural angioma	MONDO:0003096	NCIT:C6526	NCIT:C6526
MONDO:0020541	maligant granulosa cell tumor of ovary	MONDO:0023283	NCIT:C8403	NCIT:C8403
MONDO:0020541	maligant granulosa cell tumor of ovary	MONDO:0018172	NCIT:C8403	NCIT:C8403
MONDO:0006181	digestive system carcinoma	MONDO:0004993	NCIT:C96963	NCIT:C96963
MONDO:0006181	digestive system carcinoma	MONDO:0002516	NCIT:C96963	NCIT:C96963
MONDO:0015032	intraneural perineurioma	MONDO:0019404	NCIT:C6911	NCIT:C6911
MONDO:0020331	indolent systemic mastocytosis	MONDO:0016586	NCIT:C9286	NCIT:C9286
MONDO:0005085	pterygium	MONDO:0006105	NCIT:C133744	NCIT:C133744
MONDO:0001322	pericardium cancer	MONDO:0021381	NCIT:C4567	NCIT:C4567
MONDO:0001322	pericardium cancer	MONDO:0021381	NCIT:C4567	NCIT:C4651
MONDO:0002880	ovarian adenosarcoma	MONDO:0005636	NCIT:C7317	NCIT:C7317
MONDO:0002763	urethral verrucous carcinoma	MONDO:0002764	NCIT:C39874	NCIT:C39874
MONDO:0002763	urethral verrucous carcinoma	MONDO:0006006	NCIT:C39874	NCIT:C39874
MONDO:0004052	rectal cloacogenic carcinoma	MONDO:0018515	NCIT:C5555	NCIT:C5555
MONDO:0006895	penile neoplasm	MONDO:0002036	NCIT:C3317	NCIT:C3317
MONDO:0006895	penile neoplasm	MONDO:0002036	NCIT:C3317	NCIT:C12409
MONDO:0006895	penile neoplasm	MONDO:0024582	NCIT:C3317	NCIT:C3317
MONDO:0006895	penile neoplasm	MONDO:0024582	NCIT:C3317	NCIT:C12409
MONDO:0004950	gastric carcinoma	MONDO:0001056	NCIT:C4911	NCIT:C4911
MONDO:0004950	gastric carcinoma	MONDO:0006181	NCIT:C4911	NCIT:C4911
MONDO:0006487	vaginal adenoid cystic carcinoma	MONDO:0004971	NCIT:C40261	NCIT:C40261
MONDO:0023122	familial prostate carcinoma	MONDO:0005159	NCIT:C103817	NCIT:C103817
MONDO:0004542	"cervical adenosquamous carcinoma, glassy cell variant"	MONDO:0006134	NCIT:C40212	NCIT:C40212
MONDO:0007256	hepatocellular carcinoma	MONDO:0018531	NCIT:C3099	NCIT:C3099
MONDO:0007256	hepatocellular carcinoma	MONDO:0018531	NCIT:C3099	NCIT:C7956
MONDO:0007256	hepatocellular carcinoma	MONDO:0018531	NCIT:C3099	NCIT:C7927
MONDO:0007256	hepatocellular carcinoma	MONDO:0018531	NCIT:C3099	NCIT:C7711
MONDO:0007256	hepatocellular carcinoma	MONDO:0004970	NCIT:C3099	NCIT:C3099
MONDO:0007256	hepatocellular carcinoma	MONDO:0004970	NCIT:C3099	NCIT:C7956
MONDO:0007256	hepatocellular carcinoma	MONDO:0004970	NCIT:C3099	NCIT:C7927
MONDO:0007256	hepatocellular carcinoma	MONDO:0004970	NCIT:C3099	NCIT:C7711
MONDO:0003532	breast papillary carcinoma	MONDO:0002512	NCIT:C9134	NCIT:C9134
MONDO:0003532	breast papillary carcinoma	MONDO:0002512	NCIT:C9134	NCIT:C6870
MONDO:0003735	central nervous system immature teratoma	MONDO:0002718	NCIT:C7014	NCIT:C7014
MONDO:0004345	childhood malignant schwannoma	MONDO:0017827	NCIT:C8094	NCIT:C8094
MONDO:0002061	intraductal papillary breast neoplasm	MONDO:0002488	NCIT:C36090	NCIT:C36090
MONDO:0004660	lung carcinoma in situ	MONDO:0004647	NCIT:C27467	NCIT:C27467
MONDO:0021333	carcinoma of lip	MONDO:0006834	NCIT:C3490	NCIT:C3490
MONDO:0006817	juxtacortical osteosarcoma	MONDO:0002628	NCIT:C8969	NCIT:C8969
MONDO:0002828	Bartholin gland transitional cell carcinoma	MONDO:0002829	NCIT:C40297	NCIT:C40297
MONDO:0002828	Bartholin gland transitional cell carcinoma	MONDO:0006474	NCIT:C40297	NCIT:C40297
MONDO:0056820	nasal cavity and paranasal sinus neoplasm	MONDO:0005586	NCIT:C7336	NCIT:C7336
MONDO:0003558	adenosquamous prostate carcinoma	MONDO:0006074	NCIT:C5538	NCIT:C5538
MONDO:0006329	olfactory neuroblastoma	MONDO:0002749	NCIT:C3789	NCIT:C3789
MONDO:0006329	olfactory neuroblastoma	MONDO:0002749	NCIT:C3789	NCIT:C6016
MONDO:0004168	cribriform variant testicular seminoma	MONDO:0003669	NCIT:C40957	NCIT:C40957
MONDO:0003033	prostate angiosarcoma	MONDO:0002854	NCIT:C5528	NCIT:C5528
MONDO:0002920	malignant ovarian Brenner tumor	MONDO:0002370	NCIT:C4270	NCIT:C4270
MONDO:0002295	skin glomus tumor	MONDO:0018327	NCIT:C4491	NCIT:C4491
MONDO:0002295	skin glomus tumor	MONDO:0002300	NCIT:C4491	NCIT:C4491
MONDO:0002100	cardiovascular cancer	MONDO:0004992	NCIT:C114940	NCIT:C114940
MONDO:0002100	cardiovascular cancer	MONDO:0004992	NCIT:C114940	NCIT:C4784
MONDO:0002100	cardiovascular cancer	MONDO:0024757	NCIT:C114940	NCIT:C114940
MONDO:0002100	cardiovascular cancer	MONDO:0024757	NCIT:C114940	NCIT:C4784
MONDO:0002599	teratocarcinoma	MONDO:0015864	NCIT:C3756	NCIT:C3756
MONDO:0003502	ureter squamous cell carcinoma	MONDO:0006481	NCIT:C6154	NCIT:C6154
MONDO:0003502	ureter squamous cell carcinoma	MONDO:0005096	NCIT:C6154	NCIT:C6154
MONDO:0017025	Langerhans cell histiocytosis specific to childhood	MONDO:0018310	NCIT:C114483	NCIT:C114483
MONDO:0003931	childhood optic tract astrocytoma	MONDO:0024649	NCIT:C7534	NCIT:C7534
MONDO:0002881	vaginal adenosarcoma	MONDO:0005636	NCIT:C40277	NCIT:C40277
MONDO:0021229	ciliary body neoplasm	MONDO:0002970	NCIT:C4364	NCIT:C4364
MONDO:0002764	urethra squamous cell carcinoma	MONDO:0021327	NCIT:C6165	NCIT:C6165
MONDO:0002764	urethra squamous cell carcinoma	MONDO:0005096	NCIT:C6165	NCIT:C6165
MONDO:0003710	ovarian mixed germ cell neoplasm	MONDO:0015864	NCIT:C8114	NCIT:C8114
MONDO:0003710	ovarian mixed germ cell neoplasm	MONDO:0003408	NCIT:C8114	NCIT:C8114
MONDO:0006182	digestive system mixed adenoneuroendocrine carcinoma	MONDO:0006181	NCIT:C95406	NCIT:C95406
MONDO:0004053	bartholin gland squamous cell carcinoma	MONDO:0024609	NCIT:C40293	NCIT:C40293
MONDO:0004053	bartholin gland squamous cell carcinoma	MONDO:0002829	NCIT:C40293	NCIT:C40293
MONDO:0000993	prostate squamous cell carcinoma	MONDO:0005096	NCIT:C5536	NCIT:C5536
MONDO:0006488	vaginal carcinosarcoma	MONDO:0037746	NCIT:C40278	NCIT:C40278
MONDO:0004543	enteric pattern testicular yolk sac tumor	MONDO:0003402	NCIT:C39932	NCIT:C39932
MONDO:0006076	adrenal gland neuroblastoma	MONDO:0003606	NCIT:C4827	NCIT:C4827
MONDO:0019468	T-cell prolymphocytic leukemia	MONDO:0001023	NCIT:C4752	NCIT:C4752
MONDO:0002062	breast myofibroblastoma	MONDO:0000620	NCIT:C40397	NCIT:C40397
MONDO:0002062	breast myofibroblastoma	MONDO:0040675	NCIT:C40397	NCIT:C40397
MONDO:0021165	Paget disease	MONDO:0004970	NCIT:C7073	NCIT:C7073
MONDO:0005078	phyllodes tumor	MONDO:0021045	NCIT:C2977	NCIT:C2977
MONDO:0006191	endometrial clear cell adenocarcinoma	MONDO:0005004	NCIT:C8028	NCIT:C8028
MONDO:0002979	papillary squamous carcinoma	MONDO:0005096	NCIT:C4102	NCIT:C4102
MONDO:0002979	papillary squamous carcinoma	MONDO:0006509	NCIT:C4102	NCIT:C4102
MONDO:0004346	signet ring cell intrahepatic cholangiocarcinoma	MONDO:0003210	NCIT:C41619	NCIT:C41619
MONDO:0016689	gemistocytic astrocytoma	MONDO:0016686	NCIT:C4321	NCIT:C4321
MONDO:0004756	nasal cavity neoplasm	MONDO:0002232	NCIT:C4413	NCIT:C4413
MONDO:0004661	trachea carcinoma in situ	MONDO:0004693	NCIT:C3639	NCIT:C3639
MONDO:0004661	trachea carcinoma in situ	MONDO:0001419	NCIT:C3639	NCIT:C3639
MONDO:0002829	bartholin gland carcinoma	MONDO:0021114	NCIT:C9055	NCIT:C9055
MONDO:0002829	bartholin gland carcinoma	MONDO:0005215	NCIT:C9055	NCIT:C9055
MONDO:0003903	benign vaginal mixed tumor	MONDO:0001731	NCIT:C40280	NCIT:C40280
MONDO:0004231	spindle cell variant squamous cell breast carcinoma	MONDO:0006056	NCIT:C40358	NCIT:C40358
MONDO:0004231	spindle cell variant squamous cell breast carcinoma	MONDO:0021663	NCIT:C40358	NCIT:C40358
MONDO:0003034	mediastinum angiosarcoma	MONDO:0002852	NCIT:C6613	NCIT:C6613
MONDO:0004535	childhood choriocarcinoma of the ovary	MONDO:0004322	NCIT:C6549	NCIT:C6549
MONDO:0002101	facial nerve neoplasm	MONDO:0002633	NCIT:C5827	NCIT:C5827
MONDO:0002101	facial nerve neoplasm	MONDO:0002098	NCIT:C5827	NCIT:C5827
MONDO:0000963	esophageal lipoma	MONDO:0021459	NCIT:C5701	NCIT:C5701
MONDO:0006393	rectal traditional serrated adenoma	MONDO:0000530	NCIT:C96463	NCIT:C96463
MONDO:0001892	spinal cord lymphoma	MONDO:0002571	NCIT:C5157	NCIT:C5157
MONDO:0001892	spinal cord lymphoma	MONDO:0003544	NCIT:C5157	NCIT:C5157
MONDO:0002882	colon neuroendocrine neoplasm	MONDO:0005401	NCIT:C5697	NCIT:C5697
MONDO:0004700	parotid gland cancer	MONDO:0044743	NCIT:C3525	NCIT:C3525
MONDO:0004700	parotid gland cancer	MONDO:0021243	NCIT:C3525	NCIT:C3525
MONDO:0003503	fallopian tube squamous cell carcinoma	MONDO:0005096	NCIT:C6282	NCIT:C6282
MONDO:0003503	fallopian tube squamous cell carcinoma	MONDO:0006206	NCIT:C6282	NCIT:C6282
MONDO:0006254	intestinal type adenocarcinoma	MONDO:0004970	NCIT:C4126	NCIT:C4126
MONDO:0100342	malignant glioma	MONDO:0021042	NCIT:C4822	NCIT:C3059
MONDO:0100342	malignant glioma	MONDO:0021042	NCIT:C4822	NCIT:C4822
MONDO:0100342	malignant glioma	MONDO:0002714	NCIT:C4822	NCIT:C3059
MONDO:0100342	malignant glioma	MONDO:0002714	NCIT:C4822	NCIT:C4822
MONDO:0006183	disseminated peritoneal leiomyomatosis	MONDO:0000650	NCIT:C3958	NCIT:C3958
MONDO:0006183	disseminated peritoneal leiomyomatosis	MONDO:0003295	NCIT:C3958	NCIT:C3958
MONDO:0000994	malignant prostate phyllodes tumor	MONDO:0037003	NCIT:C5531	NCIT:C5531
MONDO:0000994	malignant prostate phyllodes tumor	MONDO:0008315	NCIT:C5531	NCIT:C5531
MONDO:0000994	malignant prostate phyllodes tumor	MONDO:0021102	NCIT:C5531	NCIT:C5531
MONDO:0002485	breast neuroendocrine neoplasm	MONDO:0019496	NCIT:C5169	NCIT:C5169
MONDO:0002485	breast neuroendocrine neoplasm	MONDO:0021100	NCIT:C5169	NCIT:C5169
MONDO:0021070	sublingual gland carcinoma	MONDO:0006284	NCIT:C8397	NCIT:C8397
MONDO:0021070	sublingual gland carcinoma	MONDO:0004667	NCIT:C8397	NCIT:C8397
MONDO:0021009	salivary gland mucoepidermoid carcinoma	MONDO:0000521	NCIT:C5908	NCIT:C5908
MONDO:0021343	carcinoma of floor of mouth	MONDO:0021320	NCIT:C9319	NCIT:C9319
MONDO:0011836	thyroid Hurthle cell carcinoma	MONDO:0005034	NCIT:C4946	NCIT:C4946
MONDO:0021530	benign neoplasm of subglottis	MONDO:0002354	NCIT:C4427	NCIT:C4427
MONDO:0021530	benign neoplasm of subglottis	MONDO:0000933	NCIT:C4427	NCIT:C4427
MONDO:0003347	inflammatory leiomyosarcoma	MONDO:0005058	NCIT:C27495	NCIT:C27495
MONDO:0003737	malignant testicular Leydig cell tumor	MONDO:0003124	NCIT:C39942	NCIT:C39942
MONDO:0003737	malignant testicular Leydig cell tumor	MONDO:0000377	NCIT:C39942	NCIT:C39942
MONDO:0019469	T-cell large granular lymphocyte leukemia	MONDO:0005402	NCIT:C4664	NCIT:C4664
MONDO:0019469	T-cell large granular lymphocyte leukemia	MONDO:0001014	NCIT:C4664	NCIT:C4664
MONDO:0002978	orbit alveolar rhabdomyosarcoma	MONDO:0002580	NCIT:C6247	NCIT:C6247
MONDO:0006339	ovarian microcystic stromal tumor	MONDO:0024387	NCIT:C121953	NCIT:C121953
MONDO:0004952	Hodgkins lymphoma	MONDO:0005062	NCIT:C9357	NCIT:C5010
MONDO:0004952	Hodgkins lymphoma	MONDO:0005062	NCIT:C9357	NCIT:C9357
MONDO:0004952	Hodgkins lymphoma	MONDO:0005062	NCIT:C9357	NCIT:C26956
MONDO:0004952	Hodgkins lymphoma	MONDO:0005062	NCIT:C9357	NCIT:C5012
MONDO:0004952	Hodgkins lymphoma	MONDO:0005062	NCIT:C9357	NCIT:C6914
MONDO:0004952	Hodgkins lymphoma	MONDO:0005062	NCIT:C9357	NCIT:C7702
MONDO:0004544	chordoid meningioma	MONDO:0045056	NCIT:C6908	NCIT:C6908
MONDO:0006192	endometrial endometrioid adenocarcinoma	MONDO:0005026	NCIT:C6287	NCIT:C6287
MONDO:0002158	fallopian tube cancer	MONDO:0001416	NCIT:C7480	NCIT:C7480
MONDO:0002158	fallopian tube cancer	MONDO:0001416	NCIT:C7480	NCIT:C3032
MONDO:0002158	fallopian tube cancer	MONDO:0021092	NCIT:C7480	NCIT:C7480
MONDO:0002158	fallopian tube cancer	MONDO:0021092	NCIT:C7480	NCIT:C3032
MONDO:0017595	aggressive B-cell non-Hodgkin lymphoma	MONDO:0015759	NCIT:C178541	NCIT:C178541
MONDO:0021335	carcinoma of duodenum	MONDO:0000920	NCIT:C4803	NCIT:C4803
MONDO:0021335	carcinoma of duodenum	MONDO:0005522	NCIT:C4803	NCIT:C4803
MONDO:0003035	ovarian angiosarcoma	MONDO:0002225	NCIT:C5232	NCIT:C5232
MONDO:0003904	lung occult squamous cell carcinoma	MONDO:0005097	NCIT:C6686	NCIT:C6686
MONDO:0000964	skin lipoma	MONDO:0005106	NCIT:C4616	NCIT:C5566
MONDO:0000964	skin lipoma	MONDO:0005106	NCIT:C4616	NCIT:C4616
MONDO:0004349	retina lymphoma	MONDO:0003072	NCIT:C4365	NCIT:C4365
MONDO:0006411	sinonasal undifferentiated carcinoma	MONDO:0005617	NCIT:C54294	NCIT:C54294
MONDO:0020694	salivary gland epithelial myoepithelial carcinoma	MONDO:0000521	NCIT:C35701	NCIT:C35701
MONDO:0020694	salivary gland epithelial myoepithelial carcinoma	MONDO:0003389	NCIT:C35701	NCIT:C35701
MONDO:0002670	ampulla of vater adenocarcinoma	MONDO:0017590	NCIT:C6650	NCIT:C6650
MONDO:0004232	large cell keratinizing variant squamous cell breast carcinoma	MONDO:0005056	NCIT:C40357	NCIT:C40357
MONDO:0004232	large cell keratinizing variant squamous cell breast carcinoma	MONDO:0006056	NCIT:C40357	NCIT:C40357
MONDO:0002297	epidermal appendage tumor	MONDO:0002531	NCIT:C4463	NCIT:C4463
MONDO:0006184	ductal breast carcinoma in situ and lobular carcinoma in situ	MONDO:0004658	NCIT:C4195	NCIT:C4195
MONDO:0018364	malignant epithelial tumor of ovary	MONDO:0008170	NCIT:C40026	NCIT:C40026
MONDO:0018364	malignant epithelial tumor of ovary	MONDO:0002229	NCIT:C40026	NCIT:C40026
MONDO:0006255	intimal sarcoma	MONDO:0002927	NCIT:C53677	NCIT:C53677
MONDO:0006255	intimal sarcoma	MONDO:0018078	NCIT:C53677	NCIT:C53677
MONDO:0001893	spinal cord melanoma	MONDO:0003544	NCIT:C5158	NCIT:C5158
MONDO:0021071	laryngeal neoplasm	MONDO:0004382	NCIT:C3156	NCIT:C3156
MONDO:0003933	chest wall bone cancer	MONDO:0021323	NCIT:C6724	NCIT:C6724
MONDO:0003933	chest wall bone cancer	MONDO:0002129	NCIT:C6724	NCIT:C6724
MONDO:0003591	kidney liposarcoma	MONDO:0002930	NCIT:C6185	NCIT:C6185
MONDO:0003591	kidney liposarcoma	MONDO:0005060	NCIT:C6185	NCIT:C6185
MONDO:0016707	astroblastoma	MONDO:0021042	NCIT:C4324	NCIT:C4324
MONDO:0001325	penile cancer	MONDO:0005836	NCIT:C7547	NCIT:C7547
MONDO:0001325	penile cancer	MONDO:0006895	NCIT:C7547	NCIT:C7547
MONDO:0002883	intestinal neuroendocrine neoplasm	MONDO:0021118	NCIT:C5695	NCIT:C5695
MONDO:0002883	intestinal neuroendocrine neoplasm	MONDO:0024503	NCIT:C5695	NCIT:C5695
MONDO:0002766	larynx verrucous carcinoma	MONDO:0005595	NCIT:C8188	NCIT:C8188
MONDO:0002766	larynx verrucous carcinoma	MONDO:0006006	NCIT:C8188	NCIT:C8188
MONDO:0003370	retroperitoneal leiomyosarcoma	MONDO:0001501	NCIT:C27904	NCIT:C27904
MONDO:0003348	conventional leiomyosarcoma	MONDO:0005058	NCIT:C9428	NCIT:C9428
MONDO:0004953	invasive ductal breast carcinoma	MONDO:0005590	NCIT:C4194	NCIT:C4194
MONDO:0004953	invasive ductal breast carcinoma	MONDO:0005590	NCIT:C4194	NCIT:C4017
MONDO:0004953	invasive ductal breast carcinoma	MONDO:0006256	NCIT:C4194	NCIT:C4194
MONDO:0004953	invasive ductal breast carcinoma	MONDO:0006256	NCIT:C4194	NCIT:C4017
MONDO:0024886	serous adenofibroma	MONDO:0006071	NCIT:C67090	NCIT:C67090
MONDO:0003630	pancreatic serous cystadenocarcinoma	MONDO:0002810	NCIT:C5724	NCIT:C5724
MONDO:0003630	pancreatic serous cystadenocarcinoma	MONDO:0002867	NCIT:C5724	NCIT:C5724
MONDO:0003630	pancreatic serous cystadenocarcinoma	MONDO:0024621	NCIT:C5724	NCIT:C5724
MONDO:0004545	adult malignant schwannoma	MONDO:0017827	NCIT:C7814	NCIT:C7814
MONDO:0002501	brain glioblastoma	MONDO:0018177	NCIT:C4642	NCIT:C4642
MONDO:0002159	fallopian tube leiomyosarcoma	MONDO:0005058	NCIT:C40128	NCIT:C40128
MONDO:0002159	fallopian tube leiomyosarcoma	MONDO:0002158	NCIT:C40128	NCIT:C40128
MONDO:0021063	malignant colon neoplasm	MONDO:0005575	NCIT:C9242	NCIT:C9242
MONDO:0021063	malignant colon neoplasm	MONDO:0005401	NCIT:C9242	NCIT:C9242
MONDO:0002892	skull base chordoma	MONDO:0008978	NCIT:C5453	NCIT:C5453
MONDO:0003905	"ovarian yolk sac tumor, glandular pattern"	MONDO:0006344	NCIT:C39988	NCIT:C39988
MONDO:0044638	hypopharynx squamous cell carcinoma	MONDO:0000536	NCIT:C4043	NCIT:C4043
MONDO:0044638	hypopharynx squamous cell carcinoma	MONDO:0005216	NCIT:C4043	NCIT:C4043
MONDO:0017596	diffuse large B-cell lymphoma of the central nervous system	MONDO:0018905	NCIT:C71720	NCIT:C71720
MONDO:0001724	supraglottis cancer	MONDO:0002352	NCIT:C3545	NCIT:C3545
MONDO:0001724	supraglottis cancer	MONDO:0004427	NCIT:C3545	NCIT:C3545
MONDO:0004064	iris melanoma	MONDO:0006486	NCIT:C9088	NCIT:C9088
MONDO:0004064	iris melanoma	MONDO:0002658	NCIT:C9088	NCIT:C9088
MONDO:0002671	signet ring cell breast carcinoma	MONDO:0005092	NCIT:C5175	NCIT:C5175
MONDO:0002671	signet ring cell breast carcinoma	MONDO:0006256	NCIT:C5175	NCIT:C5175
MONDO:0002671	signet ring cell breast carcinoma	MONDO:0004988	NCIT:C5175	NCIT:C5175
MONDO:0002298	cutaneous glomangioma	MONDO:0002299	NCIT:C6750	NCIT:C6750
MONDO:0002298	cutaneous glomangioma	MONDO:0002295	NCIT:C6750	NCIT:C6750
MONDO:0000967	conventional lipoma	MONDO:0005106	NCIT:C27530	NCIT:C27530
MONDO:0004233	childhood pleomorphic rhabdomyosarcoma	MONDO:0017386	NCIT:C7959	NCIT:C7959
MONDO:0016706	chordoid glioma of the third ventricle	MONDO:0002682	NCIT:C5592	NCIT:C5592
MONDO:0003747	telangiectatic glomangioma	MONDO:0002298	NCIT:C5345	NCIT:C5345
MONDO:0006395	rectal tubulovillous adenoma	MONDO:0024662	NCIT:C5620	NCIT:C5620
MONDO:0002988	cervix melanoma	MONDO:0002974	NCIT:C40239	NCIT:C40239
MONDO:0003934	breast apocrine carcinoma	MONDO:0003214	NCIT:C5141	NCIT:C5141
MONDO:0002716	childhood spinal cord tumor	MONDO:0021234	NCIT:C9234	NCIT:C9234
MONDO:0001894	spinal cord sarcoma	MONDO:0003544	NCIT:C5152	NCIT:C5152
MONDO:0001894	spinal cord sarcoma	MONDO:0002217	NCIT:C5152	NCIT:C5152
MONDO:0003592	gastric liposarcoma	MONDO:0005060	NCIT:C5488	NCIT:C5488
MONDO:0021072	sympathetic paraganglioma	MONDO:0000448	NCIT:C4216	NCIT:C4216
MONDO:0011962	endometrial cancer	MONDO:0021251	NCIT:C27815	NCIT:C3012
MONDO:0011962	endometrial cancer	MONDO:0021251	NCIT:C27815	NCIT:C27815
MONDO:0002190	vulvar syringoma	MONDO:0002191	NCIT:C40311	NCIT:C40311
MONDO:0002190	vulvar syringoma	MONDO:0000643	NCIT:C40311	NCIT:C40311
MONDO:0024653	skull neoplasm	MONDO:0024654	NCIT:C3375	NCIT:C3375
MONDO:0024653	skull neoplasm	MONDO:0005586	NCIT:C3375	NCIT:C3375
MONDO:0001482	testicular leukemia	MONDO:0005059	NCIT:C9277	NCIT:C9277
MONDO:0001482	testicular leukemia	MONDO:0005447	NCIT:C9277	NCIT:C9277
MONDO:0005089	sarcoma	MONDO:0004992	NCIT:C9118	NCIT:C9118
MONDO:0003936	invasive tubular breast carcinoma	MONDO:0005606	NCIT:C9135	NCIT:C9135
MONDO:0004056	bladder papillary urothelial carcinoma	MONDO:0005611	NCIT:C7383	NCIT:C7383
MONDO:0004056	bladder papillary urothelial carcinoma	MONDO:0006350	NCIT:C7383	NCIT:C7383
MONDO:0004056	bladder papillary urothelial carcinoma	MONDO:0003442	NCIT:C7383	NCIT:C7383
MONDO:0006256	invasive breast carcinoma	MONDO:0040677	NCIT:C9245	NCIT:C9245
MONDO:0006256	invasive breast carcinoma	MONDO:0004989	NCIT:C9245	NCIT:C9245
MONDO:0002129	bone cancer	MONDO:0019060	NCIT:C4016	NCIT:C4016
MONDO:0002129	bone cancer	MONDO:0019060	NCIT:C4016	NCIT:C9343
MONDO:0000996	prostate lymphoma	MONDO:0008315	NCIT:C5533	NCIT:C5533
MONDO:0005505	dysembryoplastic neuroepithelial tumor	MONDO:0016729	NCIT:C9505	NCIT:C9505
MONDO:0002487	breast granular cell tumor	MONDO:0006235	NCIT:C40400	NCIT:C40400
MONDO:0021462	benign neoplasm of rectum	MONDO:0021444	NCIT:C4774	NCIT:C4774
MONDO:0021462	benign neoplasm of rectum	MONDO:0002165	NCIT:C4774	NCIT:C4774
MONDO:0024861	mixed teratoma and seminoma	MONDO:0015864	NCIT:C9010	NCIT:C9010
MONDO:0015864	mixed germ cell tumor	MONDO:0006290	NCIT:C4290	NCIT:C9010
MONDO:0015864	mixed germ cell tumor	MONDO:0006290	NCIT:C4290	NCIT:C4290
MONDO:0006200	epithelioid cell uveal melanoma	MONDO:0006486	NCIT:C35780	NCIT:C35780
MONDO:0006200	epithelioid cell uveal melanoma	MONDO:0002973	NCIT:C35780	NCIT:C35780
MONDO:0021285	carcinoma in situ of urethra	MONDO:0004647	NCIT:C4531	NCIT:C4531
MONDO:0001192	esophageal melanoma	MONDO:0007576	NCIT:C5707	NCIT:C5707
MONDO:0001192	esophageal melanoma	MONDO:0045070	NCIT:C5707	NCIT:C5707
MONDO:0006421	small intestinal tubular adenoma	MONDO:0024660	NCIT:C43552	NCIT:C43552
MONDO:0006421	small intestinal tubular adenoma	MONDO:0021303	NCIT:C43552	NCIT:C43552
MONDO:0021168	hibernoma	MONDO:0005106	NCIT:C3702	NCIT:C3702
MONDO:0004546	lumbar plexus neoplasm	MONDO:0003100	NCIT:C5824	NCIT:C5824
MONDO:0003349	central nervous system leiomyosarcoma	MONDO:0002217	NCIT:C6999	NCIT:C6999
MONDO:0003349	central nervous system leiomyosarcoma	MONDO:0005058	NCIT:C6999	NCIT:C6999
MONDO:0002337	intra-abdominal hemangioma	MONDO:0006500	NCIT:C3635	NCIT:C3635
MONDO:0021064	jugulotympanic paraganglioma	MONDO:0021052	NCIT:C3061	NCIT:C3061
MONDO:0021064	jugulotympanic paraganglioma	MONDO:0006239	NCIT:C3061	NCIT:C3061
MONDO:0000870	childhood acute lymphoblastic leukemia	MONDO:0004967	NCIT:C3168	NCIT:C3168
MONDO:0003234	optic nerve astrocytoma	MONDO:0024649	NCIT:C6769	NCIT:C6769
MONDO:0003234	optic nerve astrocytoma	MONDO:0024649	NCIT:C6769	NCIT:C7533
MONDO:0003234	optic nerve astrocytoma	MONDO:0003235	NCIT:C6769	NCIT:C6769
