Mondo ID	Disease label	Synonym	ClinGen Preferred subset tag
MONDO:0007534	Beckwith-Wiedemann syndrome	Beckwith-Wiedemann syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0007365	seizures, benign familial neonatal, 1	seizures, benign familial neonatal, 1	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019497	nonsyndromic genetic deafness	nonsyndromic genetic deafness	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0020072	childhood-onset epilepsy syndrome	childhood-onset epilepsy syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0012475	cone dystrophy with supernormal rod response	cone dystrophy with supernormal rod response	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0020074	progressive myoclonus epilepsy	progressive myoclonus epilepsy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0012721	progressive myoclonic epilepsy type 3	progressive myoclonic epilepsy type 3	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0020119	X-linked syndromic intellectual disability	X-linked syndromic intellectual disability	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010355	syndromic X-linked intellectual disability Claes-Jensen type	syndromic X-linked intellectual disability Claes-Jensen type	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010465	Kabuki syndrome 2	Kabuki syndrome 2	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0100038	complex neurodevelopmental disorder	complex neurodevelopmental disorder	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0015924	pulmonary arterial hypertension	pulmonary arterial hypertension	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0033014	erythrokeratodermia variabilis et progressiva 4	erythrokeratodermia variabilis et progressiva 4	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009014	cornea plana 2	cornea plana 2	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013671	hydatidiform mole, recurrent, 2	hydatidiform mole, recurrent, 2	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0007918	microcephaly with or without chorioretinopathy, lymphedema, or intellectual disability	microcephaly with or without chorioretinopathy, lymphedema, or intellectual disability	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0000508	syndromic intellectual disability	syndromic intellectual disability	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0007308	Charcot-Marie-Tooth disease type 2A1	Charcot-Marie-Tooth disease type 2A1	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0012651	spastic ataxia 2	spastic ataxia 2	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0008708	acrocallosal syndrome	acrocallosal syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0012280	Goldberg-Shprintzen megacolon syndrome	Goldberg-Shprintzen megacolon syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013915	hypogonadotropic hypogonadism 13 with or without anosmia	hypogonadotropic hypogonadism 13 with or without anosmia	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0011719	gastrointestinal stromal tumor	gastrointestinal stromal tumor	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019497	nonsyndromic genetic deafness	nonsyndromic genetic deafness	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0005045	hypertrophic cardiomyopathy	hypertrophic cardiomyopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0015967	monogenic diabetes	monogenic diabetes	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014138	nemaline myopathy 8	nemaline myopathy 8	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014326	nemaline myopathy 9	nemaline myopathy 9	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0011518	Wiedemann-Steiner syndrome	Wiedemann-Steiner syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0015004	dystonia 28, childhood-onset	dystonia 28, childhood-onset	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0100038	complex neurodevelopmental disorder	complex neurodevelopmental disorder	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0007843	Kabuki syndrome 1	Kabuki syndrome 1	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0015280	cardiofaciocutaneous syndrome	cardiofaciocutaneous syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0018997	Noonan syndrome	Noonan syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009026	Costello syndrome	Costello syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0012371	Noonan syndrome 3	Noonan syndrome 3	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0031037	famililal cerebral cavernous malformations	famililal cerebral cavernous malformations	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0020724	cerebral cavernous malformation 1	cerebral cavernous malformation 1	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0000820	cerebral cavernous malformation	cerebral cavernous malformation	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0060555	vertebral, cardiac, renal, and limb defects syndrome 2	vertebral, cardiac, renal, and limb defects syndrome 2	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0017140	L1 syndrome	L1 syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010611	X-linked hydrocephalus with stenosis of the aqueduct of Sylvius	X-linked hydrocephalus with stenosis of the aqueduct of Sylvius	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014419	ataxia - intellectual disability - oculomotor apraxia - cerebellar cysts syndrome	ataxia - intellectual disability - oculomotor apraxia - cerebellar cysts syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0100228	LAMA2-related muscular dystrophy	LAMA2-related muscular dystrophy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0017612	junctional epidermolysis bullosa	junctional epidermolysis bullosa	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0005021	dilated cardiomyopathy	dilated cardiomyopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014077	cobblestone lissencephaly without muscular or ocular involvement	cobblestone lissencephaly without muscular or ocular involvement	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0017612	junctional epidermolysis bullosa	junctional epidermolysis bullosa	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0100038	complex neurodevelopmental disorder	complex neurodevelopmental disorder	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010281	Danon disease	Danon disease	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0018276	muscular dystrophy-dystroglycanopathy	muscular dystrophy-dystroglycanopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0017312	Perrault syndrome	Perrault syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0018663	regressive spondylometaphyseal dysplasia	regressive spondylometaphyseal dysplasia	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0008974	Greenberg dysplasia	Greenberg dysplasia	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009525	split hand-foot malformation 3	split hand-foot malformation 3	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0011473	Leber congenital amaurosis 5	Leber congenital amaurosis 5	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009115	congenital lactase deficiency	congenital lactase deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0016587	arrhythmogenic right ventricular cardiomyopathy	arrhythmogenic right ventricular cardiomyopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0005021	dilated cardiomyopathy	dilated cardiomyopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0007750	hypercholesterolemia, familial, 1	hypercholesterolemia, familial, 1	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0018328	homozygous familial hypercholesterolemia	homozygous familial hypercholesterolemia	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0008157	Buschke-Ollendorff syndrome	Buschke-Ollendorff syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013992	obesity due to leptin receptor gene deficiency	obesity due to leptin receptor gene deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0008684	Wolf-Hirschhorn syndrome	Wolf-Hirschhorn syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0012349	spondylocostal dysostosis 3, autosomal recessive	spondylocostal dysostosis 3, autosomal recessive	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010898	Autosomal dominant epilepsy with auditory features	Autosomal dominant epilepsy with auditory features	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019497	nonsyndromic genetic deafness	nonsyndromic genetic deafness	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0016297	prelingual non-syndromic genetic deafness	prelingual non-syndromic genetic deafness	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0012460	autosomal recessive nonsyndromic deafness 67	autosomal recessive nonsyndromic deafness 67	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019588	deafness, autosomal recessive	deafness, autosomal recessive	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009091	non-acquired combined pituitary hormone deficiency with spine abnormalities	non-acquired combined pituitary hormone deficiency with spine abnormalities	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009723	Leigh syndrome	Leigh syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0011108	Stüve-Wiedemann syndrome	Stüve-Wiedemann syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0011686	DNA ligase IV deficiency	DNA ligase IV deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013702	intellectual disability, autosomal recessive 27	intellectual disability, autosomal recessive 27	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010204	lysosomal acid lipase deficiency	lysosomal acid lipase deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009723	Leigh syndrome	Leigh syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0015626	Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009206	factor V and factor VIII, combined deficiency of, type 1	factor V and factor VIII, combined deficiency of, type 1	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0008700	acheiropody	acheiropody	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010183	methylmalonic aciduria and homocystinuria type cblF	methylmalonic aciduria and homocystinuria type cblF	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0016587	arrhythmogenic right ventricular cardiomyopathy	arrhythmogenic right ventricular cardiomyopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0005021	dilated cardiomyopathy	dilated cardiomyopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0007269	dilated cardiomyopathy 1A	dilated cardiomyopathy 1A	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0020336	autosomal dominant Emery-Dreifuss muscular dystrophy	autosomal dominant Emery-Dreifuss muscular dystrophy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0016830	Emery-Dreifuss muscular dystrophy	Emery-Dreifuss muscular dystrophy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0021569	Emery-Dreifuss muscular dystrophy 2, autosomal dominant	Emery-Dreifuss muscular dystrophy 2, autosomal dominant	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0008215	adult-onset autosomal dominant demyelinating leukodystrophy	adult-onset autosomal dominant demyelinating leukodystrophy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014513	nemaline myopathy 10	nemaline myopathy 10	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0008061	nail-patella syndrome	nail-patella syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009723	Leigh syndrome	Leigh syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019625	familial thoracic aortic aneurysm and aortic dissection	familial thoracic aortic aneurysm and aortic dissection	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019497	nonsyndromic genetic deafness	nonsyndromic genetic deafness	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013119	autosomal recessive nonsyndromic deafness 77	autosomal recessive nonsyndromic deafness 77	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010206	hypotrichosis 8	hypotrichosis 8	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009992	myoglobinuria, acute recurrent, autosomal recessive	myoglobinuria, acute recurrent, autosomal recessive	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0012316	Majeed syndrome	Majeed syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013231	Leber congenital amaurosis 14	Leber congenital amaurosis 14	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013863	combined immunodeficiency due to LRBA deficiency	combined immunodeficiency due to LRBA deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009104	Donnai-Barrow syndrome	Donnai-Barrow syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014183	myopia 23, autosomal recessive	myopia 23, autosomal recessive	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009723	Leigh syndrome	Leigh syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009069	congenital lactic acidosis, Saguenay-Lac-Saint-Jean type	congenital lactic acidosis, Saguenay-Lac-Saint-Jean type	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0005021	dilated cardiomyopathy	dilated cardiomyopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0005180	Parkinson disease	Parkinson disease	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0018466	hereditary late onset Parkinson disease	hereditary late onset Parkinson disease	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0008199	late-onset Parkinson disease	late-onset Parkinson disease	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0011764	autosomal dominant Parkinson disease 8	autosomal dominant Parkinson disease 8	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0012670	autosomal recessive nonsyndromic deafness 63	autosomal recessive nonsyndromic deafness 63	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019497	nonsyndromic genetic deafness	nonsyndromic genetic deafness	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019588	deafness, autosomal recessive	deafness, autosomal recessive	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0016297	prelingual non-syndromic genetic deafness	prelingual non-syndromic genetic deafness	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014364	mitochondrial complex III deficiency nuclear type 8	mitochondrial complex III deficiency nuclear type 8	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0008963	Chediak-Higashi syndrome	Chediak-Higashi syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0018997	Noonan syndrome	Noonan syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010455	X-linked immunodeficiency with magnesium defect, Epstein-Barr virus infection and neoplasia	X-linked immunodeficiency with magnesium defect, Epstein-Barr virus infection and neoplasia	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014197	combined immunodeficiency due to MALT1 deficiency	combined immunodeficiency due to MALT1 deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0018349	MAN1B1-CDG	MAN1B1-CDG	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009561	alpha-mannosidosis	alpha-mannosidosis	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010379	Brunner syndrome	Brunner syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009026	Costello syndrome	Costello syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0018997	Noonan syndrome	Noonan syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0007893	Noonan syndrome with multiple lentigines	Noonan syndrome with multiple lentigines	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0015280	cardiofaciocutaneous syndrome	cardiofaciocutaneous syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0018997	Noonan syndrome	Noonan syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0015280	cardiofaciocutaneous syndrome	cardiofaciocutaneous syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0054695	myopathy, centronuclear, 6, with fiber-type disproportion	myopathy, centronuclear, 6, with fiber-type disproportion	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014997	nephronophthisis 20	nephronophthisis 20	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0015626	Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019497	nonsyndromic genetic deafness	nonsyndromic genetic deafness	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0012420	autosomal recessive nonsyndromic deafness 49	autosomal recessive nonsyndromic deafness 49	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019588	deafness, autosomal recessive	deafness, autosomal recessive	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0016297	prelingual non-syndromic genetic deafness	prelingual non-syndromic genetic deafness	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013423	immunodeficiency due to MASP-2 deficiency	immunodeficiency due to MASP-2 deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009607	methionine adenosyltransferase deficiency	methionine adenosyltransferase deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019625	familial thoracic aortic aneurysm and aortic dissection	familial thoracic aortic aneurysm and aortic dissection	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0011632	amyotrophic lateral sclerosis type 21	amyotrophic lateral sclerosis type 21	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0017366	hereditary pheochromocytoma-paraganglioma	hereditary pheochromocytoma-paraganglioma	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0008233	phaeochromocytoma	phaeochromocytoma	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0100038	complex neurodevelopmental disorder	complex neurodevelopmental disorder	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0007974	intellectual disability, autosomal dominant 1	intellectual disability, autosomal dominant 1	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0100213	IFAP syndrome with or without BRESHECK syndrome	IFAP syndrome with or without BRESHECK syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0024536	glucocorticoid deficiency 1	glucocorticoid deficiency 1	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0018950	3-methylcrotonyl-CoA carboxylase deficiency	3-methylcrotonyl-CoA carboxylase deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0008861	3-methylcrotonyl-CoA carboxylase 1 deficiency	3-methylcrotonyl-CoA carboxylase 1 deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0018950	3-methylcrotonyl-CoA carboxylase deficiency	3-methylcrotonyl-CoA carboxylase deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009615	methylmalonic acidemia due to methylmalonyl-CoA epimerase deficiency	methylmalonic acidemia due to methylmalonyl-CoA epimerase deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013331	factor 5 and Factor VIII, combined deficiency of, 2	factor 5 and Factor VIII, combined deficiency of, 2	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019497	nonsyndromic genetic deafness	nonsyndromic genetic deafness	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014853	autosomal dominant nonsyndromic deafness 70	autosomal dominant nonsyndromic deafness 70	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0016248	familial ovarian cancer	familial ovarian cancer	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0016419	hereditary breast carcinoma	hereditary breast carcinoma	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009617	microcephaly 1, primary, autosomal recessive	microcephaly 1, primary, autosomal recessive	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010726	Rett syndrome	Rett syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010283	syndromic X-linked intellectual disability Lubs type	syndromic X-linked intellectual disability Lubs type	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009723	Leigh syndrome	Leigh syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0100000	MED12-related intellectual disability syndrome	MED12-related intellectual disability syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0000508	syndromic intellectual disability	syndromic intellectual disability	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014773	cardiac anomalies - developmental delay - facial dysmorphism syndrome	cardiac anomalies - developmental delay - facial dysmorphism syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0000508	syndromic intellectual disability	syndromic intellectual disability	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0011570	Charcot-Marie-Tooth disease type 2B2	Charcot-Marie-Tooth disease type 2B2	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0100038	complex neurodevelopmental disorder	complex neurodevelopmental disorder	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013266	intellectual disability, autosomal dominant 20	intellectual disability, autosomal dominant 20	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0007601	familial Mediterranean fever, autosomal dominant	familial Mediterranean fever, autosomal dominant	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009572	autosomal recessive familial Mediterranean fever	autosomal recessive familial Mediterranean fever	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0011975	paternal uniparental disomy of chromosome 14	paternal uniparental disomy of chromosome 14	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0013731	MEGF10-Related Myopathy	MEGF10-Related Myopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010970	cardiac malformation, cleft lip/palate, microcephaly, and digital anomalies	cardiac malformation, cleft lip/palate, microcephaly, and digital anomalies	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0007540	multiple endocrine neoplasia type 1	multiple endocrine neoplasia type 1	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0017884	papillary renal cell carcinoma	papillary renal cell carcinoma	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019497	nonsyndromic genetic deafness	nonsyndromic genetic deafness	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0003789	hereditary papillary renal cell carcinoma	hereditary papillary renal cell carcinoma	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014409	intellectual disability, autosomal recessive 44	intellectual disability, autosomal recessive 44	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019625	familial thoracic aortic aneurysm and aortic dissection	familial thoracic aortic aneurysm and aortic dissection	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009723	Leigh syndrome	Leigh syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0014905	encephalopathy due to defective mitochondrial and peroxisomal fission 2	encephalopathy due to defective mitochondrial and peroxisomal fission 2	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0012605	isolated microphthalmia 5	isolated microphthalmia 5	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0016295	neuronal ceroid lipofuscinosis	neuronal ceroid lipofuscinosis	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0012588	neuronal ceroid lipofuscinosis 7	neuronal ceroid lipofuscinosis 7	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0009495	Keutel syndrome	Keutel syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0005021	dilated cardiomyopathy	dilated cardiomyopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0010222	X-linked Opitz G/BBB syndrome	X-linked Opitz G/BBB syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019497	nonsyndromic genetic deafness	nonsyndromic genetic deafness	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0019517	Waardenburg syndrome type 2	Waardenburg syndrome type 2	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
MONDO:0008671	Waardenburg syndrome type 2A	Waardenburg syndrome type 2A	http://purl.obolibrary.org/obo/mondo#CLINGEN_PREFERRED
