?cls	?label	subclass	source	comment
MONDO:0019950	congenital muscular dystrophy	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0016319	congenital insensitivity to pain with hyperhidrosis	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0015396	congenital laryngeal cyst	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0012347	hamartoma, Precalcaneal congenital fibrolipomatous	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0009441	autosomal recessive congenital ichthyosis 1	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0017442	congenital absence of thigh and lower leg with foot present	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0014000	congenital heart defects, multiple types, 2	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0026732	hypothyroidism, congenital, nongoitrous, 9	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0022900	athyreotic congenital hypothyroidism	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0007330	congenital pseudoarthrosis of clavicle	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0009220	visceral steatosis, congenital	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0005715	congenital toxoplasmosis	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0011218	autosomal recessive congenital ichthyosis 11	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0016041	congenital microgastria	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0011181	fibrosis of extraocular muscles, congenital, 2	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0009246	Friedreich ataxia and congenital glaucoma	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0013825	congenital diarrhea 6	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0016779	multiple congenital anomalies due to 14q32.2 maternally expressed gene defect	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0014747	familial progressive retinal dystrophy-iris coloboma-congenital cataract syndrome	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0013310	congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0014145	Leber congenital amaurosis 17	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0011132	T-cell immunodeficiency, congenital alopecia, and nail dystrophy	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0014643	congenital cataract-microcephaly-nevus flammeus simplex-severe intellectual disability syndrome	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0017499	congenital absence of both forearm and hand, bilateral	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0007501	preauricular fistulae, congenital	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0012068	brachial palsy, familial congenital	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0012156	myasthenic syndrome, congenital, 1B, fast-channel	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0009689	congenital myasthenic syndrome 6	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0017249	congenital pulmonary airway malformation type 1	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0015159	multiple congenital anomalies/dysmorphic syndrome-intellectual disability	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0011469	congenital amegakaryocytic thrombocytopenia	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0018132	congenital muscular alpha-dystroglycanopathy with brain and eye anomalies	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0025351	multiple congenital anomalies-neurodevelopmental syndrome, x-linked	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0015525	congenital pseudoarthrosis of the limbs	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0009803	congenital osteogenesis imperfecta-microcephaly-cataracts syndrome	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0020159	congenital entropion	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0020247	congenital vitreoretinal dysplasia	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0016302	isolated congenitally uncorrected transposition of the great arteries	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0011925	congenital merosin-deficient muscular dystrophy 1A	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0023235	giant congenital nevus	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0014556	congenital contractures of the limbs and face, hypotonia, and developmental delay	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0020412	congenital patent ductus arteriosus aneurysm	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0007465	distichiasis with congenital anomalies of the heart and peripheral vasculature	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0032852	myopathy, congenital, with structured cores and z-line abnormalities	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0031007	spondyloepiphyseal dysplasia, sensorineural hearing loss, impaired intellectual development, and leber congenital amaurosis	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0022889	craniostenosis with congenital heart disease intellectual disability	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0018277	congenital muscular dystrophy with cerebellar involvement	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0019952	congenital myopathy	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0012157	congenital myasthenic syndrome 4C	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0018998	Leber congenital amaurosis	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0009443	autosomal recessive congenital ichthyosis 4B	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0010746	thumbs, congenital Clasped	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0022831	congenital heart disease ptosis hypodontia craniostosis	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0013361	congenital prothrombin deficiency	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0009134	congenital dyserythropoietic anemia type 2	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0021957	autosomal recessive nonsyndromic congenital nuclear cataract	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0014344	congenital heart defects, multiple types, 4	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0019856	primary congenital hypothyroidism without thyroid developmental anomaly	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0015133	quantitative and/or qualitative congenital phagocyte defect	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0045032	congenital secretory diarrhea	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0017735	congenital aortic valve stenosis	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0016303	congenitally uncorrected transposition of the great arteries with cardiac malformation	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0013880	facial paresis, hereditary congenital, 3	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0014120	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A13	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0013003	isolated congenital hypoglossia/aglossia	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0018278	congenital muscular dystrophy with intellectual disability	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0022815	congenital absence of the sternocleidomastoid muscle	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0019809	congenital aortic valve insufficiency	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0013156	muscular dystrophy-dystroglycanopathy (congenital without intellectual disability), type B4	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0015722	congenital vitamin K-dependent coagulation factors deficiency	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0022832	congenital heart disease radio ulnar synostosis intellectual disability	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0012990	Leber congenital amaurosis 13	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0009135	anemia, congenital dyserythropoietic, type 1a	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0010145	tibia, absence of, with congenital deafness	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0010039	congenital heart defect-round face-developmental delay syndrome	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0014654	Ullrich congenital muscular dystrophy 2	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0017705	congenital pulmonary venous return anomaly	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0019857	congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0000824	congenital diarrhea	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0018600	congenital abducens nerve palsy	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0013881	congenital nephrotic syndrome - interstitial lung disease - epidermolysis bullosa syndrome	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0007062	congenital absence/hypoplasia of fingers excluding thumb, unilateral	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0000045	hypothyroidism, congenital, nongoitrous	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0009678	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0033543	cone-rod synaptic disorder syndrome, congenital nonprogressive	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0017621	congenital sucrase-isomaltase deficiency with starch and lactose intolerance	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0018279	congenital muscular dystrophy without intellectual disability	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0013157	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A5	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0017618	congenital sucrase-isomaltase deficiency with starch intolerance	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0017929	congenital achiasma	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0019858	idiopathic congenital hypothyroidism	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0011331	congenital chylothorax	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0015528	congenital epulis	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0014258	congenital microcephaly - severe encephalopathy - progressive cerebral atrophy syndrome	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0022999	distichiasis heart congenital anomalies	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0007626	familial congenital palsy of trochlear nerve	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0011507	diabetes mellitus, congenital autoimmune	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0021140	congenital	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0023415	congenital candidiasis	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0008125	nonsyndromic congenital nail disorder 5	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0011995	cataract - congenital heart disease - neural tube defect syndrome	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0017622	congenital sucrase-isomaltase deficiency without sucrose intolerance	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0033853	congenital cataract-severe neonatal hepatopathy-global developmental delay syndrome	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0017710	congenital systemic veins anomaly	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0011090	isolated hereditary congenital facial paralysis	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0008099	congenital stationary night blindness autosomal dominant 2	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0022817	congenital amputation	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0033352	neuropathy, congenital hypomelinating	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0032811	night blindness, congenital stationary, type1i	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0013158	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A6	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0013177	congenital muscular dystrophy due to integrin alpha-7 deficiency	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0014590	congenital myasthenic syndrome 18	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0014755	skin creases, congenital symmetric circumferential, 2	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0017619	congenital sucrase-isomaltase deficiency with minimal starch tolerance	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0007507	absence of fingerprints-congenital milia syndrome	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0011332	Dyserythropoiesis, congenital, with ultrastructurally normal erythroblast heterochromatin	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0007384	congenital trigeminal anesthesia	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0018811	congenital portosystemic shunt	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0011446	myoclonic epilepsy, congenital deafness, macular dystrophy, and psychiatric disorders	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0016580	congenital pulmonary airway malformation	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0013883	congenital myasthenic syndrome 13	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0009933	congenital pulmonary lymphangiectasia	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0020359	congenital symblepharon	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0022818	congenital aneurysms of the great vessels	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0013159	muscular dystrophy-dystroglycanopathy (congenital with intellectual disability), type B1	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0010369	nystagmus 5, congenital, X-linked	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0013178	congenital muscular dystrophy due to LMNA mutation	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0020289	congenital tricuspid malformation	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0019620	congenital esophageal diverticulum	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0030341	myasthenic syndrome, congenital, 7B, presynaptic, autosomal recessive	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0009332	congenital hematological disorder	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0016550	congenital primary megaureter, obstructed form	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0014569	lethal congenital contracture syndrome 7	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0020454	congenital complete agenesis of pericardium	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0013495	autosomal recessive congenital ichthyosis 8	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0012479	congenital malabsorptive diarrhea 4	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0013988	congenital heart defects, multiple types, 3	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0012401	congenital stromal corneal dystrophy	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0009069	congenital lactic acidosis, Saguenay-Lac-Saint-Jean type	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0100090	congenital alveolar dysplasia due to FGF10	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0000333	early congenital syphilis	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0016077	congenital aortopulmonary window	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0016551	congenital primary megaureter, refluxing form	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0007989	congenital microcoria	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0020455	congenital partial agenesis of pericardium	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0013439	congenital bile acid synthesis defect 3	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0012208	congenital reticular ichthyosiform erythroderma	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0009680	congenital muscular dystrophy-infantile cataract-hypogonadism syndrome	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0009364	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A1	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0012056	Leber congenital amaurosis 9	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0012923	congenital generalized lipodystrophy type 3	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0016582	congenital mitral malformation	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0017436	lethal congenital contracture syndrome	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
MONDO:0014662	congenital insensitivity to pain-hypohidrosis syndrome	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
	myopathy, congenital, with respiratory insufficiency and bone fractures	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
	congenital stationary night blindness 1C	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
	muscular dystrophy, congenital, with cerebellar atrophy	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
	congenital disorder of glycosylation type I	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
	congenital urachal anomaly	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
	congenital anomalies of kidney and urinary tract 1	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
	megabladder, congenital	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
	congenital generalized lipodystrophy type 2	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
	congenital systemic arteriovenous fistula	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
	congenital hereditary endothelial dystrophy of cornea	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
	ectrodactyly of lower limbs, congenital heart defect, and micrognathia	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
	nonsyndromic congenital nail disorder 4	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
	myopathy, congenital, progressive, with scoliosis	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
	ADNP-related multiple congenital anomalies - intellectual disability - autism spectrum disorder	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
	congenital primary megaureter, nonrefluxing and unobstructed form	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
	congenital myasthenic syndrome 20	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
	Ullrich congenital muscular dystrophy 1	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
	autosomal recessive congenital cerebellar ataxia	MONDO:0021140	https://orcid.org/0000-0002-4142-7153	https://github.com/monarch-initiative/mondo/issues/4069
