?mondo_id	?label	?definition	?parents	?branches	?ancestors	?obsoletion_candidates	?parent_labels	?ancestor_labels	?obsoletion_candidate_labels
<http://purl.obolibrary.org/obo/MONDO_0008296>	"familial porphyria cutanea tarda"	"An instance of porphyria cutanea tarda that is caused by an inherited modification of the individual's genome."	"http://purl.obolibrary.org/obo/MONDO_0100498|http://purl.obolibrary.org/obo/MONDO_0015104"	"http://purl.obolibrary.org/obo/MONDO_0005151"	"http://purl.obolibrary.org/obo/MONDO_0100498|http://purl.obolibrary.org/obo/MONDO_0019142|http://purl.obolibrary.org/obo/MONDO_0037939|http://purl.obolibrary.org/obo/MONDO_0037821|http://purl.obolibrary.org/obo/MONDO_0005066|http://purl.obolibrary.org/obo/MONDO_0000001|http://purl.obolibrary.org/obo/BFO_0000016|http://purl.obolibrary.org/obo/BFO_0000017|http://purl.obolibrary.org/obo/BFO_0000020|http://purl.obolibrary.org/obo/BFO_0000002|http://purl.obolibrary.org/obo/BFO_0000001|http://purl.obolibrary.org/obo/MONDO_0700096|http://purl.obolibrary.org/obo/OGMS_0000031|http://purl.obolibrary.org/obo/MONDO_0017754|http://purl.obolibrary.org/obo/MONDO_0019052|http://purl.obolibrary.org/obo/MONDO_0003847|http://purl.obolibrary.org/obo/MONDO_0015951|http://purl.obolibrary.org/obo/MONDO_0005093|http://purl.obolibrary.org/obo/MONDO_0002051|http://purl.obolibrary.org/obo/MONDO_0100118|http://purl.obolibrary.org/obo/MONDO_0015104|http://purl.obolibrary.org/obo/MONDO_0019800|http://purl.obolibrary.org/obo/MONDO_0002520|http://purl.obolibrary.org/obo/MONDO_0005154|http://purl.obolibrary.org/obo/MONDO_0005151|http://purl.obolibrary.org/obo/MONDO_0002515|http://purl.obolibrary.org/obo/MONDO_0004335|http://purl.obolibrary.org/obo/MONDO_0002406|http://purl.obolibrary.org/obo/MONDO_0021166"		"UROD-related inherited porphyria|porphyria cutanea tarda"	"UROD-related inherited porphyria|inherited porphyria|porphyria|porphyrin metabolism disease|metabolic disease|disease|disposition|realizable entity|specifically dependent continuant|continuant|entity|human disease|inborn disorder of porphyrin metabolism|inborn errors of metabolism|hereditary disease|hereditary photodermatosis|skin disorder|integumentary system disorder|hereditary skin disorder|porphyria cutanea tarda|chronic hepatic porphyria|hepatic porphyria|liver disorder|endocrine system disorder|hepatobiliary disorder|digestive system disorder|dermatitis|inflammatory disease"	"chronic hepatic porphyria"
<http://purl.obolibrary.org/obo/MONDO_0030360>	"cholestasis, progressive familial intrahepatic, 6"		"http://purl.obolibrary.org/obo/MONDO_0015762"	"http://purl.obolibrary.org/obo/MONDO_0005151"	"http://purl.obolibrary.org/obo/MONDO_0015762|http://purl.obolibrary.org/obo/MONDO_0017755|http://purl.obolibrary.org/obo/MONDO_0017754|http://purl.obolibrary.org/obo/MONDO_0037821|http://purl.obolibrary.org/obo/MONDO_0005066|http://purl.obolibrary.org/obo/MONDO_0000001|http://purl.obolibrary.org/obo/BFO_0000016|http://purl.obolibrary.org/obo/BFO_0000017|http://purl.obolibrary.org/obo/BFO_0000020|http://purl.obolibrary.org/obo/BFO_0000002|http://purl.obolibrary.org/obo/BFO_0000001|http://purl.obolibrary.org/obo/MONDO_0700096|http://purl.obolibrary.org/obo/OGMS_0000031|http://purl.obolibrary.org/obo/MONDO_0019052|http://purl.obolibrary.org/obo/MONDO_0003847|http://purl.obolibrary.org/obo/MONDO_0024431|http://purl.obolibrary.org/obo/MONDO_0002254|http://purl.obolibrary.org/obo/MONDO_0017290|http://purl.obolibrary.org/obo/MONDO_0019072|http://purl.obolibrary.org/obo/MONDO_0001751|http://purl.obolibrary.org/obo/MONDO_0002887|http://purl.obolibrary.org/obo/MONDO_0004868|http://purl.obolibrary.org/obo/MONDO_0002515|http://purl.obolibrary.org/obo/MONDO_0004335|http://purl.obolibrary.org/obo/MONDO_0015509|http://purl.obolibrary.org/obo/MONDO_0005154|http://purl.obolibrary.org/obo/MONDO_0005151"		"progressive familial intrahepatic cholestasis"	"progressive familial intrahepatic cholestasis|inborn disorder of bilirubin metabolism|inborn disorder of porphyrin metabolism|porphyrin metabolism disease|metabolic disease|disease|disposition|realizable entity|specifically dependent continuant|continuant|entity|human disease|inborn errors of metabolism|hereditary disease|bilirubin metabolism disease|syndromic disease|familial intrahepatic cholestasis|intrahepatic cholestasis|cholestasis|bile duct disorder|biliary tract disorder|hepatobiliary disorder|digestive system disorder|hereditary biliary tract disease|liver disorder|endocrine system disorder"	"hereditary biliary tract disease"
<http://purl.obolibrary.org/obo/MONDO_0011616>	"holoprosencephaly 6"	"A holoprosencephaly that has material basis in variation in the chromosome region 2q37.1-q37.3."	"http://purl.obolibrary.org/obo/MONDO_0016296"	"http://purl.obolibrary.org/obo/MONDO_0005151"	"http://purl.obolibrary.org/obo/MONDO_0016296|http://purl.obolibrary.org/obo/MONDO_0018762|http://purl.obolibrary.org/obo/MONDO_0019824|http://purl.obolibrary.org/obo/MONDO_0015127|http://purl.obolibrary.org/obo/MONDO_0005151|http://purl.obolibrary.org/obo/OGMS_0000031|http://purl.obolibrary.org/obo/BFO_0000016|http://purl.obolibrary.org/obo/BFO_0000017|http://purl.obolibrary.org/obo/BFO_0000020|http://purl.obolibrary.org/obo/BFO_0000002|http://purl.obolibrary.org/obo/BFO_0000001|http://purl.obolibrary.org/obo/MONDO_0700096|http://purl.obolibrary.org/obo/MONDO_0000001|http://purl.obolibrary.org/obo/MONDO_0015514|http://purl.obolibrary.org/obo/MONDO_0017090|http://purl.obolibrary.org/obo/MONDO_0021147|http://purl.obolibrary.org/obo/MONDO_0016054|http://purl.obolibrary.org/obo/MONDO_0020022|http://purl.obolibrary.org/obo/MONDO_0005071|http://purl.obolibrary.org/obo/MONDO_0019755|http://purl.obolibrary.org/obo/MONDO_0002320|http://purl.obolibrary.org/obo/MONDO_0002254|http://purl.obolibrary.org/obo/MONDO_0957008|http://purl.obolibrary.org/obo/MONDO_0003847|http://purl.obolibrary.org/obo/MONDO_0015159|http://purl.obolibrary.org/obo/MONDO_0019042"		"holoprosencephaly"	"holoprosencephaly|non-acquired combined pituitary hormone deficiency|non-acquired pituitary hormone deficiency|pituitary deficiency|endocrine system disorder|disease|disposition|realizable entity|specifically dependent continuant|continuant|entity|human disease|hereditary endocrine growth disease|midline cerebral malformation|disorder of development or morphogenesis|cerebral malformation|central nervous system malformation|nervous system disorder|developmental defect during embryogenesis|congenital nervous system disorder|syndromic disease|hereditary cerebral malformation|hereditary disease|multiple congenital anomalies/dysmorphic syndrome-intellectual disability|multiple congenital anomalies/dysmorphic syndrome"	"midline cerebral malformation|cerebral malformation"
<http://purl.obolibrary.org/obo/MONDO_0017407>	"deficiency in anterior pituitary function - variable immunodeficiency syndrome"		"http://purl.obolibrary.org/obo/MONDO_0014260|http://purl.obolibrary.org/obo/MONDO_0018762|http://purl.obolibrary.org/obo/MONDO_0015132"	"http://purl.obolibrary.org/obo/MONDO_0005151"	"http://purl.obolibrary.org/obo/MONDO_0014260|http://purl.obolibrary.org/obo/MONDO_0015517|http://purl.obolibrary.org/obo/MONDO_0015132|http://purl.obolibrary.org/obo/MONDO_0015823|http://purl.obolibrary.org/obo/MONDO_0003778|http://purl.obolibrary.org/obo/MONDO_0009453|http://purl.obolibrary.org/obo/MONDO_0003847|http://purl.obolibrary.org/obo/MONDO_0700096|http://purl.obolibrary.org/obo/MONDO_0000001|http://purl.obolibrary.org/obo/BFO_0000016|http://purl.obolibrary.org/obo/BFO_0000017|http://purl.obolibrary.org/obo/BFO_0000020|http://purl.obolibrary.org/obo/BFO_0000002|http://purl.obolibrary.org/obo/BFO_0000001|http://purl.obolibrary.org/obo/MONDO_0005046|http://purl.obolibrary.org/obo/OGMS_0000031|http://purl.obolibrary.org/obo/MONDO_0015356|http://purl.obolibrary.org/obo/MONDO_0021058|http://purl.obolibrary.org/obo/MONDO_0002254|http://purl.obolibrary.org/obo/MONDO_0023370|http://purl.obolibrary.org/obo/MONDO_0045024|http://purl.obolibrary.org/obo/MONDO_0016463|http://purl.obolibrary.org/obo/MONDO_0015977|http://purl.obolibrary.org/obo/MONDO_0002211|http://purl.obolibrary.org/obo/MONDO_0004805|http://purl.obolibrary.org/obo/MONDO_0005570|http://purl.obolibrary.org/obo/MONDO_0021094|http://purl.obolibrary.org/obo/MONDO_0018762|http://purl.obolibrary.org/obo/MONDO_0019824|http://purl.obolibrary.org/obo/MONDO_0015127|http://purl.obolibrary.org/obo/MONDO_0005151|http://purl.obolibrary.org/obo/MONDO_0015514"		"immunodeficiency, common variable, 10|non-acquired combined pituitary hormone deficiency|immunodeficiency predominantly affecting antibody production"	"immunodeficiency, common variable, 10|common variable immunodeficiency|immunodeficiency predominantly affecting antibody production|primary immunodeficiency due to a defect in adaptive immunity|inborn error of immunity|immune deficiency disease|hereditary disease|human disease|disease|disposition|realizable entity|specifically dependent continuant|continuant|entity|immune system disorder|hereditary neoplastic syndrome|neoplastic syndrome|syndromic disease|neoplastic disease or syndrome|cancer or benign tumor|syndromic agammaglobulinemia|agammaglobulinemia|B cell deficiency|leukocyte disorder|hematologic disorder|immunodeficiency disease|non-acquired combined pituitary hormone deficiency|non-acquired pituitary hormone deficiency|pituitary deficiency|endocrine system disorder|hereditary endocrine growth disease"	"primary immunodeficiency due to a defect in adaptive immunity|immunodeficiency predominantly affecting antibody production"
<http://purl.obolibrary.org/obo/MONDO_0014520>	"46,XX ovarian dysgenesis-short stature syndrome"		"http://purl.obolibrary.org/obo/MONDO_0017961|http://purl.obolibrary.org/obo/MONDO_0019852|http://purl.obolibrary.org/obo/MONDO_0957024"	"http://purl.obolibrary.org/obo/MONDO_0005151"	"http://purl.obolibrary.org/obo/MONDO_0017961|http://purl.obolibrary.org/obo/MONDO_0005151|http://purl.obolibrary.org/obo/OGMS_0000031|http://purl.obolibrary.org/obo/BFO_0000016|http://purl.obolibrary.org/obo/BFO_0000017|http://purl.obolibrary.org/obo/BFO_0000020|http://purl.obolibrary.org/obo/BFO_0000002|http://purl.obolibrary.org/obo/BFO_0000001|http://purl.obolibrary.org/obo/MONDO_0700096|http://purl.obolibrary.org/obo/MONDO_0000001|http://purl.obolibrary.org/obo/MONDO_0021147|http://purl.obolibrary.org/obo/MONDO_0017576|http://purl.obolibrary.org/obo/MONDO_0002145|http://purl.obolibrary.org/obo/MONDO_0002259|http://purl.obolibrary.org/obo/MONDO_0005039|http://purl.obolibrary.org/obo/MONDO_0019755|http://purl.obolibrary.org/obo/MONDO_0019852|http://purl.obolibrary.org/obo/MONDO_0015514|http://purl.obolibrary.org/obo/MONDO_0015860|http://purl.obolibrary.org/obo/MONDO_0002263|http://purl.obolibrary.org/obo/MONDO_0016072|http://purl.obolibrary.org/obo/MONDO_0003847|http://purl.obolibrary.org/obo/MONDO_0005387|http://purl.obolibrary.org/obo/MONDO_0005558|http://purl.obolibrary.org/obo/MONDO_0957024"		"46,XX disorder of gonadal development|inherited primary ovarian failure|hereditary 46,XX disorder of sex development"	"46,XX disorder of gonadal development|endocrine system disorder|disease|disposition|realizable entity|specifically dependent continuant|continuant|entity|human disease|disorder of development or morphogenesis|46,XX disorder of sex development|disorder of sexual differentiation|gonadal disorder|reproductive system disorder|developmental defect during embryogenesis|inherited primary ovarian failure|hereditary endocrine growth disease|anomaly of puberty or/and menstrual cycle|female reproductive system disorder|anomaly of puberty or/and menstrual cycle of genetic origin|hereditary disease|primary ovarian failure|ovarian disorder|hereditary 46,XX disorder of sex development"	"anomaly of puberty or/and menstrual cycle|anomaly of puberty or/and menstrual cycle of genetic origin|46,XX disorder of gonadal development|hereditary 46,XX disorder of sex development"
<http://purl.obolibrary.org/obo/MONDO_0009878>	"pituitary hormone deficiency, combined, 2"	"Any combined pituitary hormone deficiencies, genetic form in which the cause of the disease is a mutation in the PROP1 gene."	"http://purl.obolibrary.org/obo/MONDO_0013099|http://purl.obolibrary.org/obo/MONDO_0019591"	"http://purl.obolibrary.org/obo/MONDO_0005151"	"http://purl.obolibrary.org/obo/MONDO_0013099|http://purl.obolibrary.org/obo/MONDO_0015770|http://purl.obolibrary.org/obo/MONDO_0015860|http://purl.obolibrary.org/obo/MONDO_0002263|http://purl.obolibrary.org/obo/MONDO_0005039|http://purl.obolibrary.org/obo/OGMS_0000031|http://purl.obolibrary.org/obo/BFO_0000016|http://purl.obolibrary.org/obo/BFO_0000017|http://purl.obolibrary.org/obo/BFO_0000020|http://purl.obolibrary.org/obo/BFO_0000002|http://purl.obolibrary.org/obo/BFO_0000001|http://purl.obolibrary.org/obo/MONDO_0700096|http://purl.obolibrary.org/obo/MONDO_0000001|http://purl.obolibrary.org/obo/MONDO_0019824|http://purl.obolibrary.org/obo/MONDO_0015127|http://purl.obolibrary.org/obo/MONDO_0005151|http://purl.obolibrary.org/obo/MONDO_0015514|http://purl.obolibrary.org/obo/MONDO_0016072|http://purl.obolibrary.org/obo/MONDO_0003847|http://purl.obolibrary.org/obo/MONDO_0018555|http://purl.obolibrary.org/obo/MONDO_0002259|http://purl.obolibrary.org/obo/MONDO_0002146|http://purl.obolibrary.org/obo/MONDO_0002320|http://purl.obolibrary.org/obo/MONDO_0005071|http://purl.obolibrary.org/obo/MONDO_0005152|http://purl.obolibrary.org/obo/MONDO_0003381|http://purl.obolibrary.org/obo/MONDO_0005560|http://purl.obolibrary.org/obo/MONDO_0002602|http://purl.obolibrary.org/obo/MONDO_0019591"		"combined pituitary hormone deficiencies, genetic form|panhypopituitarism"	"combined pituitary hormone deficiencies, genetic form|congenital hypogonadotropic hypogonadism|anomaly of puberty or/and menstrual cycle|female reproductive system disorder|reproductive system disorder|disease|disposition|realizable entity|specifically dependent continuant|continuant|entity|human disease|non-acquired pituitary hormone deficiency|pituitary deficiency|endocrine system disorder|hereditary endocrine growth disease|anomaly of puberty or/and menstrual cycle of genetic origin|hereditary disease|hypogonadotropic hypogonadism|gonadal disorder|hypogonadism|congenital nervous system disorder|nervous system disorder|hypopituitarism|pituitary gland disorder|brain disorder|central nervous system disorder|panhypopituitarism"	"anomaly of puberty or/and menstrual cycle|anomaly of puberty or/and menstrual cycle of genetic origin"
<http://purl.obolibrary.org/obo/MONDO_0023820>	"Moebius axonal neuropathy hypogonadism"		"http://purl.obolibrary.org/obo/MONDO_0008006|http://purl.obolibrary.org/obo/MONDO_0002146|http://purl.obolibrary.org/obo/MONDO_0002254"	"http://purl.obolibrary.org/obo/MONDO_0005151"	"http://purl.obolibrary.org/obo/MONDO_0008006|http://purl.obolibrary.org/obo/MONDO_0015083|http://purl.obolibrary.org/obo/MONDO_0001309|http://purl.obolibrary.org/obo/MONDO_0002782|http://purl.obolibrary.org/obo/MONDO_0003569|http://purl.obolibrary.org/obo/MONDO_0005071|http://purl.obolibrary.org/obo/OGMS_0000031|http://purl.obolibrary.org/obo/BFO_0000016|http://purl.obolibrary.org/obo/BFO_0000017|http://purl.obolibrary.org/obo/BFO_0000020|http://purl.obolibrary.org/obo/BFO_0000002|http://purl.obolibrary.org/obo/BFO_0000001|http://purl.obolibrary.org/obo/MONDO_0700096|http://purl.obolibrary.org/obo/MONDO_0000001|http://purl.obolibrary.org/obo/MONDO_0015368|http://purl.obolibrary.org/obo/MONDO_0005328|http://purl.obolibrary.org/obo/MONDO_0024458|http://purl.obolibrary.org/obo/MONDO_0002022|http://purl.obolibrary.org/obo/MONDO_0003546|http://purl.obolibrary.org/obo/MONDO_0003620|http://purl.obolibrary.org/obo/MONDO_0015160|http://purl.obolibrary.org/obo/MONDO_0019042|http://purl.obolibrary.org/obo/MONDO_0019755|http://purl.obolibrary.org/obo/MONDO_0021147|http://purl.obolibrary.org/obo/MONDO_0002098|http://purl.obolibrary.org/obo/MONDO_0002320|http://purl.obolibrary.org/obo/MONDO_0015334|http://purl.obolibrary.org/obo/MONDO_0002254|http://purl.obolibrary.org/obo/MONDO_0020132|http://purl.obolibrary.org/obo/MONDO_0020022|http://purl.obolibrary.org/obo/MONDO_0015499|http://purl.obolibrary.org/obo/MONDO_0015961|http://purl.obolibrary.org/obo/MONDO_0023369|http://purl.obolibrary.org/obo/MONDO_0024654|http://purl.obolibrary.org/obo/MONDO_0005381|http://purl.obolibrary.org/obo/MONDO_0005172|http://purl.obolibrary.org/obo/MONDO_0002081|http://purl.obolibrary.org/obo/MONDO_0002146|http://purl.obolibrary.org/obo/MONDO_0002259|http://purl.obolibrary.org/obo/MONDO_0005151|http://purl.obolibrary.org/obo/MONDO_0005039"		"Mobius syndrome|hypogonadism|syndromic disease"	"Mobius syndrome|nuclear oculomotor paralysis|oculomotor nerve paralysis|cranial nerve palsy|cranial nerve neuropathy|nervous system disorder|disease|disposition|realizable entity|specifically dependent continuant|continuant|entity|human disease|neuro-ophthalmological disease|eye disorder|disorder of visual system|disorder of orbital region|third cranial nerve disorder|peripheral nervous system disorder|multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome|multiple congenital anomalies/dysmorphic syndrome|developmental defect during embryogenesis|disorder of development or morphogenesis|facial nerve disorder|congenital nervous system disorder|branchial arch or oral-acral syndrome|syndromic disease|cranial nerve and nuclear aplasia|central nervous system malformation|paralytic facial malformation|hereditary head and neck malformation|disorder of facial skeleton|skull disorder|bone disorder|skeletal system disorder|musculoskeletal system disorder|hypogonadism|gonadal disorder|endocrine system disorder|reproductive system disorder"	"branchial arch or oral-acral syndrome|neuro-ophthalmological disease|paralytic facial malformation|hereditary head and neck malformation|cranial nerve and nuclear aplasia"
<http://purl.obolibrary.org/obo/MONDO_0009857>	"persistent Mullerian duct syndrome"	"Persistent Mullerian duct syndrome (PMDS) is a rare disorder of sex development (DSD) characterized by the persistence of Müllerian derivatives, the uterus and/or fallopian tubes, in otherwise normally virilized boys."	"http://purl.obolibrary.org/obo/MONDO_0005518|http://purl.obolibrary.org/obo/MONDO_0017969"	"http://purl.obolibrary.org/obo/MONDO_0005151"	"http://purl.obolibrary.org/obo/MONDO_0005518|http://purl.obolibrary.org/obo/MONDO_0002145|http://purl.obolibrary.org/obo/MONDO_0000001|http://purl.obolibrary.org/obo/BFO_0000016|http://purl.obolibrary.org/obo/BFO_0000017|http://purl.obolibrary.org/obo/BFO_0000020|http://purl.obolibrary.org/obo/BFO_0000002|http://purl.obolibrary.org/obo/BFO_0000001|http://purl.obolibrary.org/obo/MONDO_0005151|http://purl.obolibrary.org/obo/OGMS_0000031|http://purl.obolibrary.org/obo/MONDO_0700096|http://purl.obolibrary.org/obo/MONDO_0002259|http://purl.obolibrary.org/obo/MONDO_0005039|http://purl.obolibrary.org/obo/MONDO_0019755|http://purl.obolibrary.org/obo/MONDO_0021147|http://purl.obolibrary.org/obo/MONDO_0024665|http://purl.obolibrary.org/obo/MONDO_0017969|http://purl.obolibrary.org/obo/MONDO_0020040"		"pseudohermaphroditism|46,XY disorder of sex development of endocrine origin"	"pseudohermaphroditism|disorder of sexual differentiation|disease|disposition|realizable entity|specifically dependent continuant|continuant|entity|endocrine system disorder|human disease|gonadal disorder|reproductive system disorder|developmental defect during embryogenesis|disorder of development or morphogenesis|indeterminate sex and/or pseudohermaphroditism|46,XY disorder of sex development of endocrine origin|46,XY disorder of sex development"	"46,XY disorder of sex development of endocrine origin"
<http://purl.obolibrary.org/obo/MONDO_0015762>	"progressive familial intrahepatic cholestasis"	"Progressive familial intrahepatic cholestasis (PFIC) refers to a heterogeneous group of autosomal recessive disorders of childhood that disrupt bile formation and present with cholestasis of hepatocellular origin."	"http://purl.obolibrary.org/obo/MONDO_0017755|http://purl.obolibrary.org/obo/MONDO_0002254|http://purl.obolibrary.org/obo/MONDO_0017290|http://purl.obolibrary.org/obo/MONDO_0019072"	"http://purl.obolibrary.org/obo/MONDO_0005151"	"http://purl.obolibrary.org/obo/MONDO_0017755|http://purl.obolibrary.org/obo/MONDO_0017754|http://purl.obolibrary.org/obo/MONDO_0037821|http://purl.obolibrary.org/obo/MONDO_0005066|http://purl.obolibrary.org/obo/MONDO_0000001|http://purl.obolibrary.org/obo/BFO_0000016|http://purl.obolibrary.org/obo/BFO_0000017|http://purl.obolibrary.org/obo/BFO_0000020|http://purl.obolibrary.org/obo/BFO_0000002|http://purl.obolibrary.org/obo/BFO_0000001|http://purl.obolibrary.org/obo/MONDO_0700096|http://purl.obolibrary.org/obo/OGMS_0000031|http://purl.obolibrary.org/obo/MONDO_0019052|http://purl.obolibrary.org/obo/MONDO_0003847|http://purl.obolibrary.org/obo/MONDO_0024431|http://purl.obolibrary.org/obo/MONDO_0002254|http://purl.obolibrary.org/obo/MONDO_0017290|http://purl.obolibrary.org/obo/MONDO_0019072|http://purl.obolibrary.org/obo/MONDO_0001751|http://purl.obolibrary.org/obo/MONDO_0002887|http://purl.obolibrary.org/obo/MONDO_0004868|http://purl.obolibrary.org/obo/MONDO_0002515|http://purl.obolibrary.org/obo/MONDO_0004335|http://purl.obolibrary.org/obo/MONDO_0015509|http://purl.obolibrary.org/obo/MONDO_0005154|http://purl.obolibrary.org/obo/MONDO_0005151"		"inborn disorder of bilirubin metabolism|syndromic disease|familial intrahepatic cholestasis|intrahepatic cholestasis"	"inborn disorder of bilirubin metabolism|inborn disorder of porphyrin metabolism|porphyrin metabolism disease|metabolic disease|disease|disposition|realizable entity|specifically dependent continuant|continuant|entity|human disease|inborn errors of metabolism|hereditary disease|bilirubin metabolism disease|syndromic disease|familial intrahepatic cholestasis|intrahepatic cholestasis|cholestasis|bile duct disorder|biliary tract disorder|hepatobiliary disorder|digestive system disorder|hereditary biliary tract disease|liver disorder|endocrine system disorder"	"hereditary biliary tract disease"
<http://purl.obolibrary.org/obo/MONDO_0060715>	"tumoral calcinosis, hyperphosphatemic, familial, 3"		"http://purl.obolibrary.org/obo/MONDO_0019060|http://purl.obolibrary.org/obo/MONDO_0018891|http://purl.obolibrary.org/obo/MONDO_0023603|http://purl.obolibrary.org/obo/MONDO_0800084|http://purl.obolibrary.org/obo/MONDO_0003847"	"http://purl.obolibrary.org/obo/MONDO_0005151"	"http://purl.obolibrary.org/obo/MONDO_0019060|http://purl.obolibrary.org/obo/MONDO_0003900|http://purl.obolibrary.org/obo/MONDO_0700096|http://purl.obolibrary.org/obo/MONDO_0000001|http://purl.obolibrary.org/obo/BFO_0000016|http://purl.obolibrary.org/obo/BFO_0000017|http://purl.obolibrary.org/obo/BFO_0000020|http://purl.obolibrary.org/obo/BFO_0000002|http://purl.obolibrary.org/obo/BFO_0000001|http://purl.obolibrary.org/obo/MONDO_0005381|http://purl.obolibrary.org/obo/MONDO_0005172|http://purl.obolibrary.org/obo/MONDO_0002081|http://purl.obolibrary.org/obo/OGMS_0000031|http://purl.obolibrary.org/obo/MONDO_0021581|http://purl.obolibrary.org/obo/MONDO_0005070|http://purl.obolibrary.org/obo/MONDO_0023370|http://purl.obolibrary.org/obo/MONDO_0045024|http://purl.obolibrary.org/obo/MONDO_0018891|http://purl.obolibrary.org/obo/MONDO_0019052|http://purl.obolibrary.org/obo/MONDO_0005066|http://purl.obolibrary.org/obo/MONDO_0003847|http://purl.obolibrary.org/obo/MONDO_0002123|http://purl.obolibrary.org/obo/MONDO_0005557|http://purl.obolibrary.org/obo/MONDO_0000226|http://purl.obolibrary.org/obo/MONDO_0005151|http://purl.obolibrary.org/obo/MONDO_0002082|http://purl.obolibrary.org/obo/MONDO_0015950|http://purl.obolibrary.org/obo/MONDO_0002531|http://purl.obolibrary.org/obo/MONDO_0005093|http://purl.obolibrary.org/obo/MONDO_0002051|http://purl.obolibrary.org/obo/MONDO_0100118|http://purl.obolibrary.org/obo/MONDO_0023603|http://purl.obolibrary.org/obo/MONDO_0800084|http://purl.obolibrary.org/obo/MONDO_0018230"		"bone neoplasm|familial tumoral calcinosis|hereditary disorder of connective tissue|primary bone dysplasia with increased bone density|hereditary disease"	"bone neoplasm|connective tissue disorder|human disease|disease|disposition|realizable entity|specifically dependent continuant|continuant|entity|bone disorder|skeletal system disorder|musculoskeletal system disorder|connective tissue neoplasm|neoplasm|neoplastic disease or syndrome|cancer or benign tumor|familial tumoral calcinosis|inborn errors of metabolism|metabolic disease|hereditary disease|calcinosis|calcium metabolic disease|mineral metabolism disease|endocrine system disorder|endocrine gland neoplasm|inherited skin tumor|skin neoplasm|skin disorder|integumentary system disorder|hereditary skin disorder|hereditary disorder of connective tissue|primary bone dysplasia with increased bone density|skeletal dysplasia"	"primary bone dysplasia with increased bone density|inherited skin tumor"
<http://purl.obolibrary.org/obo/MONDO_0017190>	"sporadic pheochromocytoma/secreting paraganglioma"	"Sporadic pheochromocytoma/secreting paraganglioma are isolated, non-familial, catecholamin-producing tumors arising from neuroendocrine chromaffin cells in the adrenal medulla or in extra-adrenal chromaffin tissue, respectively. The majority of these tumors are benign and the presenting symptoms are typically caused by the increased catecholamine production of the tumor, including hypertension (often paroxysmal), tachycardia, anxiety and/or excessive sweating."	"http://purl.obolibrary.org/obo/MONDO_0000448"	"http://purl.obolibrary.org/obo/MONDO_0005151"	"http://purl.obolibrary.org/obo/MONDO_0000448|http://purl.obolibrary.org/obo/MONDO_0002366|http://purl.obolibrary.org/obo/MONDO_0006130|http://purl.obolibrary.org/obo/MONDO_0005070|http://purl.obolibrary.org/obo/MONDO_0023370|http://purl.obolibrary.org/obo/MONDO_0045024|http://purl.obolibrary.org/obo/MONDO_0700096|http://purl.obolibrary.org/obo/MONDO_0000001|http://purl.obolibrary.org/obo/BFO_0000016|http://purl.obolibrary.org/obo/BFO_0000017|http://purl.obolibrary.org/obo/BFO_0000020|http://purl.obolibrary.org/obo/BFO_0000002|http://purl.obolibrary.org/obo/BFO_0000001|http://purl.obolibrary.org/obo/OGMS_0000031|http://purl.obolibrary.org/obo/MONDO_0002602|http://purl.obolibrary.org/obo/MONDO_0005071|http://purl.obolibrary.org/obo/MONDO_0021248|http://purl.obolibrary.org/obo/MONDO_0001406|http://purl.obolibrary.org/obo/MONDO_0003620|http://purl.obolibrary.org/obo/MONDO_0001292|http://purl.obolibrary.org/obo/MONDO_0021635|http://purl.obolibrary.org/obo/MONDO_0021147|http://purl.obolibrary.org/obo/MONDO_0025511|http://purl.obolibrary.org/obo/MONDO_0003847|http://purl.obolibrary.org/obo/MONDO_0019496|http://purl.obolibrary.org/obo/MONDO_0002082|http://purl.obolibrary.org/obo/MONDO_0005151"		"paraganglioma"	"paraganglioma|autonomic nervous system neoplasm|central nervous system neoplasm|neoplasm|neoplastic disease or syndrome|cancer or benign tumor|human disease|disease|disposition|realizable entity|specifically dependent continuant|continuant|entity|central nervous system disorder|nervous system disorder|nervous system neoplasm|peripheral nervous system neoplasm|peripheral nervous system disorder|autonomic nervous system disorder|neurocristopathy|disorder of development or morphogenesis|inherited neuroendocrine tumor|hereditary disease|neuroendocrine neoplasm|endocrine gland neoplasm|endocrine system disorder"	"inherited neuroendocrine tumor"
