id	label
MONDO:0015121	obsolete rare eye tumor
MONDO:0015122	obsolete rare diabetes mellitus
MONDO:0015123	obsolete rare inherited dyslipidemia
MONDO:0015124	obsolete rare adrenal disease
MONDO:0015125	obsolete rare thyroid disease
MONDO:0015136	obsolete immunodeficiency due to a genetic complement cascade protein anomaly
MONDO:0015138	obsolete rare genetic primary immunodeficiency
MONDO:0015139	obsolete rare epilepsy
MONDO:0015142	obsolete ataxia syndrome
MONDO:0015143	obsolete rare movement disorder
MONDO:0015147	obsolete other syndrome with lissencephaly as a major feature
MONDO:0015153	obsolete autosomal monosomy
MONDO:0015154	obsolete rickettsial disease
MONDO:0015155	obsolete spotted fever rickettsiosis
MONDO:0015156	obsolete typhus-group rickettsiosis
MONDO:0015162	obsolete rare syndromic intellectual disability
MONDO:0015163	obsolete primary glomerular disease
MONDO:0015172	obsolete epithelio-exfoliative colitis-deafness syndrome
MONDO:0015173	obsolete autoimmune enteropathy type 2
MONDO:0015181	obsolete congenital intestinal disease due to an enzymatic defect
MONDO:0015184	obsolete rare disease involving intestinal motility
MONDO:0015186	obsolete rare tumor of intestine
MONDO:0015187	obsolete rare inflammatory bowel disease
MONDO:0015188	obsolete metabolic disorder with intestinal involvement
MONDO:0015189	obsolete adenocarcinoma of small instestine
MONDO:0015190	obsolete leiomyosarcoma of small intestine
MONDO:0015192	obsolete unclassified intestinal pseudoobstruction
MONDO:0015202	obsolete babesiosis
MONDO:0015215	obsolete non-syndromic diaphragmatic or abdominal wall malformation
MONDO:0015216	obsolete syndromic diaphragmatic or abdominal wall malformation
MONDO:0015218	obsolete syndromic developmental defect of the eye
MONDO:0015220	obsolete syndrome with a central nervous system malformation as major feature
MONDO:0015223	obsolete rare anemia
MONDO:0015224	obsolete rare intoxication
MONDO:0015226	obsolete syndrome with limb malformations as a major feature
MONDO:0015242	obsolete aspergillosis
MONDO:0015245	obsolete rare intestinal disease
MONDO:0015251	obsolete balantidiasis
MONDO:0015258	obsolete botulism
MONDO:0015266	obsolete brucellosis
MONDO:0015276	obsolete prostate cancer
MONDO:0015287	obsolete vulvar intraepithelial neoplasia
MONDO:0015297	obsolete microcephaly-digital anomalies-intellectual disability syndrome
MONDO:0015305	obsolete rare endometriosis
MONDO:0015309	obsolete Auriculocondylar syndrome
MONDO:0015318	obsolete Pierre Robin syndrome associated with collagen disease
MONDO:0015319	obsolete rare disease with Pierre Robin syndrome
MONDO:0015320	obsolete Pierre Robin syndrome associated with a chromosomal anomaly
MONDO:0015321	obsolete Pierre Robin syndrome associated with branchial archs anomalies
MONDO:0015322	obsolete Pierre Robin syndrome associated with bone disease
MONDO:0015328	obsolete rare bone development disorder
MONDO:0015329	obsolete malformation syndrome with short stature
MONDO:0015331	obsolete malformation syndrome with skin/mucosae involvement
MONDO:0015332	obsolete rare developmental defect with connective tissue involvement
MONDO:0015335	obsolete Mendelian syndromes with cleft lip/palate
MONDO:0015336	obsolete malformation syndrome with odontal and/or periodontal component
MONDO:0015373	obsolete Saldino-Mainzer syndrome
MONDO:0015423	obsolete anaplastic thyroid carcinoma
MONDO:0015442	obsolete hereditary breast and ovarian cancer syndrome
MONDO:0015444	obsolete cleidocranial dysplasia
MONDO:0015456	obsolete whooping cough
MONDO:0015460	obsolete adrenocortical carcinoma
MONDO:0015472	obsolete cryptococcosis
MONDO:0015475	obsolete rare head and neck malformation
MONDO:0015495	obsolete otomandibular dysplasia associated with monogenic syndromes
MONDO:0015501	obsolete syndrome or malformation associated with head and neck malformations
MONDO:0015502	obsolete pinnae and external auditory canal anomaly
MONDO:0015506	obsolete rare syndrome with cardiac malformations
MONDO:0015507	obsolete rare genetic hepatic disease
MONDO:0015510	obsolete rare genetic respiratory disease
MONDO:0015511	obsolete rare genetic urogenital disease
MONDO:0015512	obsolete genetic hypertension
MONDO:0015513	obsolete rare genetic endocrine disease
MONDO:0015522	obsolete situs ambiguus
MONDO:0015543	obsolete hemophagocytic syndrome associated with an infection
MONDO:0015549	obsolete rare genetic hematologic disease
MONDO:0015551	obsolete basal epidermolysis bullosa simplex
MONDO:0015560	obsolete classic mast cell leukemia
MONDO:0015561	obsolete aleukemic mast cell leukemia
MONDO:0015563	obsolete blue cone monochromatism
MONDO:0015572	obsolete cerebral malformation due to abnormal neuronal migration
MONDO:0015575	obsolete rare bacterial infectious disease
MONDO:0015576	obsolete rare viral disease
MONDO:0015577	obsolete rare parasitic disease
MONDO:0015578	obsolete rare mycosis
MONDO:0015581	obsolete bile acid synthesis defect with cholestasis and malabsorption
MONDO:0015582	obsolete rare disorder related with pregnancy, childbirth and puerperium
MONDO:0015594	obsolete non-paraneoplastic limbic encephalitis
MONDO:0015598	obsolete acrodermatitis continua suppurativa of Hallopeau
MONDO:0015602	obsolete developmental delay-deafness syndrome, Hildebrand type
MONDO:0015603	obsolete rare odontal or periodontal disorder
MONDO:0015615	obsolete rare genetic gastroenterological disease
MONDO:0015616	obsolete rare genetic intestinal disease
MONDO:0015618	obsolete genetic pancreatic disease
MONDO:0015621	obsolete rare abdominal surgical disease
MONDO:0015633	obsolete Bazex syndrome
MONDO:0015651	obsolete neurocutaneous syndrome with epilepsy
MONDO:0015652	obsolete chromosomal anomaly with epilepsy as a major feature
MONDO:0015654	obsolete idiopathic or cryptogenic familial epilepsy syndrome with identified loci/genes
MONDO:0015655	obsolete cerebral malformation with epilepsy
MONDO:0015656	obsolete metabolic disease with epilepsy
MONDO:0015657	obsolete inflammatory and autoimmune disease with epilepsy
MONDO:0015658	obsolete cerebral diseases of vascular origin with epilepsy
MONDO:0015659	obsolete infectious disease with epilepsy
MONDO:0015662	obsolete hemorrhagic disorder due to an acquired coagulation factor defect
MONDO:0015669	obsolete rare disease with dentinogenesis imperfecta
MONDO:0015670	obsolete cardiomyopathy
MONDO:0015671	obsolete diphtheria
MONDO:0015673	obsolete rare cardiac tumor
MONDO:0015676	obsolete hyperandrogenism due to cortisone reductase deficiency
MONDO:0015680	obsolete rare pervasive developmental disorder
MONDO:0015684	obsolete malignant peritoneal mesothelioma
MONDO:0015685	obsolete peritoneal cystic mesothelioma
MONDO:0015693	obsolete composite lymphoma
MONDO:0015707	obsolete DNA repair defect other than combined T-cell and B-cell immunodeficiencies
MONDO:0015709	obsolete immunodeficiency syndrome with autoimmunity
MONDO:0015710	obsolete immune dysregulation disease with immunodeficiency
MONDO:0015711	obsolete specific antibody deficiency with normal immunoglobulin concentrations and normal numbers of B cells
MONDO:0015747	obsolete Amish infantile epilepsy syndrome
MONDO:0015750	obsolete amelogenesis imperfecta-gingival hyperplasia syndrome
MONDO:0015754	obsolete cylindrical spirals myopathy
MONDO:0015789	obsolete non-acquired combined pituitary hormone deficiencies without extra-pituitary malformations
MONDO:0015815	obsolete primary cutaneous diffuse large B-cell lymphoma, leg type
MONDO:0015825	obsolete obesity due to congenital leptin resistance
MONDO:0015847	obsolete rare vaginal malformation
MONDO:0015848	obsolete septate vagina
MONDO:0015851	obsolete rare breast malformation
MONDO:0015857	obsolete rare non-malformative gynecologic or obstetric disease
MONDO:0015858	obsolete rare non-malformative breast disease
MONDO:0015859	obsolete rare non-malformative uterovaginal or vulvovaginal disease
MONDO:0015861	obsolete rare uterine adnexal tumor
MONDO:0015862	obsolete embryonal carcinoma
MONDO:0015865	obsolete benign tumor of fallopian tubes
MONDO:0015866	obsolete malignant tumor of fallopian tubes
MONDO:0015868	obsolete rare breast tumor
MONDO:0015869	obsolete rare benign breast tumor
MONDO:0015870	obsolete rare malignant breast tumor
MONDO:0015875	obsolete rare non-malformative uterine adnexal disease
MONDO:0015876	obsolete rare vulvovaginal tumor
MONDO:0015877	obsolete malformative syndrome with dentinogenesis imperfecta
MONDO:0015878	obsolete rare disease with autism
MONDO:0015879	obsolete non-syndromic diaphragmatic or thoracic malformation
MONDO:0015880	obsolete syndromic diaphragmatic or thoracic malformation
MONDO:0015881	obsolete gastroesophageal tumor
MONDO:0015882	obsolete rare tumor of pancreas
MONDO:0015885	obsolete rare insulin-resistance syndrome
MONDO:0015370	None
MONDO:0015527	None
MONDO:0015886	obsolete rare diabetes mellitus type 1
MONDO:0015887	obsolete rare diabetes mellitus type 2
MONDO:0015888	obsolete other rare diabetes mellitus
MONDO:0015889	obsolete rare hypothalamic or pituitary disease
MONDO:0015890	obsolete rare disorder with congenital hypogonadotropic hypogonadism
MONDO:0015891	obsolete hypogonadotropic hypogonadism associated with other endocrinopathies
MONDO:0015893	obsolete rare hypothyroidism
MONDO:0015894	obsolete rare hyperthyroidism
MONDO:0015895	obsolete syndrome with hypoparathyroidism
MONDO:0015896	obsolete rare hypoparathyroidism
MONDO:0015897	obsolete rare hyperparathyroidism
MONDO:0015899	obsolete rare primary hyperaldosteronism
MONDO:0015901	obsolete rare inherited hyperlipidemia
MONDO:0015904	obsolete rare hypolipidemia
MONDO:0015906	obsolete rare disorder with hypergonadotropic hypogonadism
MONDO:0015910	obsolete rare constitutional hemolytic anemia
MONDO:0015911	obsolete rare acquired hemolytic anemia
MONDO:0015913	obsolete rare thrombotic disease of hematologic origin
MONDO:0015916	obsolete rare neuroinflammatory or neuroimmunological disease
MONDO:0015917	obsolete malignant glioma
MONDO:0015918	obsolete rare neurodegenerative disease
MONDO:0015919	obsolete syndromic neurometabolic disease with non-X-linked intellectual disability
MONDO:0015920	obsolete syndromic neurometabolic disease with X-linked intellectual disability
MONDO:0015922	obsolete channelopathy with epilepsy
MONDO:0015928	obsolete secondary interstitial lung disease in childhood and adulthood associated with a connective tissue disease
MONDO:0015931	obsolete rare urogenital tumor
MONDO:0015934	obsolete non-syndromic urogenital tract malformation of male and female
MONDO:0015936	obsolete rare tumor of endocrine glands
MONDO:0015937	obsolete rare inflammatory eye disease
MONDO:0015938	obsolete systemic disease
MONDO:0015939	obsolete systemic autoimmune disease
MONDO:0015940	obsolete rare rheumatologic disease
MONDO:0015945	obsolete polymalformative genetic syndrome with increased risk of developing cancer
MONDO:0015946	obsolete rare genetic epidermal disorder
MONDO:0015948	obsolete rare genetic skin vascular disorder
MONDO:0015949	obsolete rare genetic subcutaneous tissue disorder
MONDO:0015952	obsolete genetic neurodegenerative disease
MONDO:0015953	obsolete genetic central nervous system and retinal vascular disease
MONDO:0015954	obsolete rare genetic headache disorder
MONDO:0015955	obsolete rare genetic epilepsy
MONDO:0015956	obsolete rare hereditary ataxia
MONDO:0015957	obsolete rare genetic movement disorder
MONDO:0015958	obsolete rare genetic bone disease
MONDO:0015959	obsolete inherited syndrome with bone tumors as a major feature
MONDO:0015960	obsolete rare genetic developmental defect during embryogenesis
MONDO:0015963	obsolete inherited renal tumor
MONDO:0015964	obsolete obsolete rare genetic palpebral, lacrimal system and conjunctival disease
MONDO:0015965	obsolete rare genetic refraction anomaly
MONDO:0015966	obsolete hereditary eye tumor
MONDO:0015968	obsolete rare genetic hypothalamic or pituitary disease
MONDO:0015969	obsolete rare genetic thyroid disease
MONDO:0015970	obsolete rare genetic parathyroid disease and phosphocalcic metabolism disorder
MONDO:0015971	obsolete rare genetic adrenal disease
MONDO:0015972	obsolete rare constitutional anemia
MONDO:0015973	obsolete rare genetic coagulation disorder
MONDO:0015980	obsolete rare genetic gynecological and obstetrical diseases
MONDO:0015981	obsolete inherited gynecological tumor
MONDO:0015982	obsolete rare genetic intellectual disability
MONDO:0015983	obsolete rare genetic syndromic intellectual disability
MONDO:0015984	obsolete rare genetic immune disease
MONDO:0015989	obsolete congenital valvular dysplasia
MONDO:0015992	obsolete progressive cone dystrophy
MONDO:0015996	obsolete systemic capillary leak syndrome
MONDO:0016021	obsolete early infantile epileptic encephalopathy
MONDO:0016023	obsolete ocular coloboma
MONDO:0016036	obsolete Ledderhose disease
MONDO:0016050	obsolete thiamine-responsive encephalopathy
MONDO:0016055	obsolete syndrome with corpus callosum agenesis /dysgenesis as a major feature
MONDO:0016074	obsolete fibrosarcoma
MONDO:0016076	obsolete lymphatic filariasis
MONDO:0016082	obsolete tracheo-esophageal fistula-hypospadias syndrome
MONDO:0016084	obsolete Crigler-Najjar syndrome
MONDO:0016104	obsolete infectious disease with peripheral neuropathy
MONDO:0016110	obsolete non-dystrophic myopathy
MONDO:0016111	obsolete non-dystrophic myopathy with collagen 6 anomaly
MONDO:0016117	obsolete muscular lipidosis
MONDO:0016118	obsolete muscular glycogenosis
MONDO:0016119	obsolete mitochondrial myopathy
MONDO:0016123	obsolete muscular tumor
MONDO:0016124	obsolete drug and/or toxic myopathy
MONDO:0016131	obsolete spinal muscular atrophy associated with central nervous system anomaly
MONDO:0016132	obsolete rare hereditary disease with peripheral neuropathy
MONDO:0016133	obsolete rare hereditary metabolic disease with peripheral neuropathy
MONDO:0016134	obsolete rare hereditary systemic disease with peripheral neuropathy
MONDO:0016135	obsolete rare hereditary neurologic disease with peripheral neuropathy
MONDO:0016136	obsolete cerebellar ataxia with peripheral neuropathy
MONDO:0016137	obsolete acute and subacute inflammatory demyelinating polyneuropathy
MONDO:0016138	obsolete malignant lymphoma with peripheral neuropathy
MONDO:0016148	obsolete qualitative or quantitative defects of collagen 6
MONDO:0016177	obsolete systemic inflammatory disease associated with an acquired peripheral neuropathy
MONDO:0016178	obsolete peripheral neuropathy associated with monoclonal gammopathy
MONDO:0016180	obsolete hematological disease associated with an acquired peripheral neuropathy
MONDO:0016181	obsolete solid tumor associated with an acquired peripheral neuropathy
MONDO:0016212	obsolete cyclosporosis
MONDO:0016228	obsolete rare vascular tumor
MONDO:0016232	obsolete rare venous malformation
MONDO:0016233	obsolete rare lymphatic system malformation
MONDO:0016234	obsolete rare arteriovenous malformation
MONDO:0016235	obsolete complex vascular malformation with associated anomalies
MONDO:0016069	None
MONDO:0016245	obsolete ovarian cancer
MONDO:0016246	obsolete adenocarcinoma of ovary
MONDO:0016250	obsolete rare adenocarcinoma of the breast
MONDO:0016251	obsolete salivary gland type cancer of the breast
MONDO:0016252	obsolete rare uterine cancer
MONDO:0016253	obsolete rare cancer of corpus uteri
MONDO:0016254	obsolete rare variants of adenocarcinoma of the corpus uteri
MONDO:0016257	obsolete adenosarcoma of the corpus uteri
MONDO:0016261	obsolete sarcoma of the corpus uteri
MONDO:0016265	obsolete endometrial stromal sarcoma
MONDO:0016274	obsolete rare cancer of cervix uteri
MONDO:0016275	obsolete adenocarcinoma of cervix uteri
MONDO:0016278	obsolete carcinosarcoma of the cervix uteri
MONDO:0016279	obsolete adenosarcoma of the cervix uteri
MONDO:0016286	obsolete adenoid cystic carcinoma of the cervix uteri
MONDO:0016288	obsolete glassy cell carcinoma of the cervix uteri
MONDO:0016300	obsolete transposition of the great arteries
MONDO:0016313	obsolete renal cell carcinoma
MONDO:0016314	obsolete rare carcinoma of pancreas
MONDO:0016317	obsolete limbic encephalitis with NMDA receptor antibodies
MONDO:0016320	obsolete rare hereditary thrombophilia
MONDO:0016324	obsolete hypertrophic cardiomyopathy
MONDO:0016325	obsolete glycogen storage disease with hypertrophic cardiomyopathy
MONDO:0016326	obsolete lysosomal disease with hypertrophic cardiomyopathy
MONDO:0016327	obsolete mitochondrial disease with hypertrophic cardiomyopathy
MONDO:0016328	obsolete fatty acid oxidation and ketogenesis disorder with hypertrophic cardiomyopathy
MONDO:0016329	obsolete familial syndrome associated with hypertrophic cardiomyopathy
MONDO:0016334	obsolete neuromuscular disease with dilated cardiomyopathy
MONDO:0016335	obsolete mitochondrial disease with dilated cardiomyopathy
MONDO:0016336	obsolete fatty acid oxidation and ketogenesis disorder with dilated cardiomyopathy
MONDO:0016337	obsolete syndrome associated with dilated cardiomyopathy
MONDO:0016339	obsolete restrictive cardiomyopathy
MONDO:0016341	obsolete lysosomal disease with restrictive cardiomyopathy
MONDO:0016343	obsolete unclassified cardiomyopathy
MONDO:0016347	obsolete rare cardiac rhythm disease
MONDO:0016363	obsolete rare hereditary hemochromatosis
MONDO:0016388	obsolete bone sarcoma
MONDO:0016389	obsolete lymphoma
MONDO:0016397	obsolete lysosomal disease with epilepsy
MONDO:0016398	obsolete peroxisomal disease with epilepsy
MONDO:0016399	obsolete amino acid or protein metabolism disease with epilepsy
MONDO:0016400	obsolete metal transport or utilization disorder with epilepsy
MONDO:0016401	obsolete energy metabolism disorder with epilepsy
MONDO:0016402	obsolete mitochondrial disease with epilepsy
MONDO:0016403	obsolete mitochondrial disease with peripheral neuropathy
MONDO:0016404	obsolete metabolic neurotransmission anomaly with epilepsy
MONDO:0016405	obsolete sterol metabolism disorder with epilepsy
MONDO:0016406	obsolete other metabolic disease with epilepsy
MONDO:0016415	obsolete immunodeficiency-centromeric instability-facial anomalies syndrome
MONDO:0016427	obsolete coccidioidomycosis
MONDO:0016435	obsolete acquired dermis elastic tissue disorder with decreased elastic tissue
MONDO:0016436	obsolete acquired dermis elastic tissue disorder with increased elastic tissue
MONDO:0016465	obsolete multiple intestinal atresia
MONDO:0016488	obsolete beta-thalassemia associated with another hemoglobin anomaly
MONDO:0016492	obsolete beta-thalassemia with other manifestations
MONDO:0016507	obsolete rare surgically correctable form of primary aldosteronism
MONDO:0016508	obsolete rare non surgically correctable form of primary aldosteronism
MONDO:0016517	obsolete rare genetic vascular disease
MONDO:0016519	obsolete keratosis follicularis spinulosa decalvans
MONDO:0016538	obsolete hypotonia-cystinuria syndrome type 1
MONDO:0016569	obsolete rare lymphatic malformation
MONDO:0016578	obsolete mitochondrial oxidative phosphorylation disorder due to nuclear DNA anomalies
MONDO:0016585	obsolete mansonelliasis
MONDO:0016590	obsolete collecting duct carcinoma
MONDO:0016597	obsolete generalized pustular psoriasis
MONDO:0016606	obsolete prenatal benign hypophosphatasia
MONDO:0016623	obsolete rare deficiency anemia
MONDO:0016626	obsolete hemolytic anemia due to glyceraldehyde-3-phosphate dehydrogenase deficiency
MONDO:0016627	obsolete rare hemorrhagic disorder
MONDO:0016628	obsolete hemorrhagic disorder due to a coagulation factors defect
MONDO:0016629	obsolete hemorrhagic disorder due to a platelet anomaly
MONDO:0016631	obsolete hemorrhagic disorder due to an acquired platelet anomaly
MONDO:0016632	obsolete thrombotic disorder due to a coagulation factors defect
MONDO:0016633	obsolete thrombotic disorder due to a constitutional coagulation factors defect
MONDO:0016634	obsolete thrombotic disorder due to an acquired coagulation factors defect
MONDO:0016635	obsolete thrombotic disorder due to a platelet anomaly
MONDO:0016636	obsolete thrombotic disorder due to a constitutional platelet anomaly
MONDO:0016637	obsolete thrombotic disorder due to an acquired platelet anomaly
MONDO:0016640	obsolete fibrous dysplasia of bone
MONDO:0016645	obsolete rare neoplastic disease
MONDO:0016665	obsolete unclassified vasculitis
MONDO:0016679	obsolete rare tumor of neuroepithelial tissue
MONDO:0016694	obsolete Pituicytoma
MONDO:0016704	obsolete glial tumor of neuroepithelial tissue with unknown origin
MONDO:0016714	obsolete ganglioneuroblastoma
MONDO:0016716	obsolete medulloepithelioma of the central nervous system
MONDO:0016720	obsolete atypical papilloma of choroid plexus
MONDO:0016728	obsolete cerebellar liponeurocytoma
MONDO:0016732	obsolete dysembryoplastic neuroepithelial tumor
MONDO:0016737	obsolete ganglioneuroma
MONDO:0016741	obsolete teratoma of the central nervous system
MONDO:0016753	obsolete benign schwannoma
MONDO:0016754	obsolete vestibular schwannoma
MONDO:0016766	obsolete rare lichen planus
MONDO:0016767	obsolete cutaneous lichen planus
MONDO:0016768	obsolete rare mucosal lichen planus
MONDO:0016784	obsolete gestational trophoblastic disease
MONDO:0016788	obsolete genetic hyperferritinemia without iron overload
MONDO:0016791	obsolete mitochondrial oxidative phosphorylation disorder due to mitochondrial DNA anomalies
MONDO:0016247	None
MONDO:0016792	obsolete mitochondrial oxidative phosphorylation disorder due to a large-scale single deletion of mitochondrial DNA
MONDO:0016793	obsolete mitochondrial oxidative phosphorylation disorder due to a point mutation of mitochondrial DNA
MONDO:0016795	obsolete mitochondrial oxidative phosphorylation disorder due to a duplication of mitochondrial DNA
MONDO:0016799	obsolete mitochondrial oxidative phosphorylation disorder with no known mechanism
MONDO:0016804	obsolete exercise intolerance with lactic acidosis
MONDO:0016808	obsolete mitochondrial DNA depletion syndrome, hepatocerebral form
MONDO:0016813	obsolete microsporidiosis
MONDO:0016849	obsolete Nakajo-Nishimura syndrome
MONDO:0016886	obsolete partial deletion of the short arm of chromosome 4
MONDO:0016891	obsolete partial deletion of the short arm of chromosome 9
MONDO:0016895	obsolete partial monosomy of the short arm of chromosome 17
MONDO:0016896	obsolete partial deletion of the short arm of chromosome 18
MONDO:0016900	obsolete partial deletion of the long arm of chromosome 1
MONDO:0016916	obsolete partial deletion of the long arm of chromosome 18
MONDO:0016920	obsolete partial deletion of the long arm of chromosome 22
MONDO:0016926	obsolete Geleophysic dysplasia
MONDO:0016946	obsolete partial trisomy of the short arm of chromosome 9
MONDO:0016962	obsolete partial duplication of the long arm of chromosome 11
MONDO:0016963	obsolete partial duplication of the long arm of chromosome 13
MONDO:0016973	obsolete thymoma type A
MONDO:0016992	obsolete peeling skin syndrome type B
MONDO:0016997	obsolete hereditary epidermolysis bullosa associated with ocular features
MONDO:0016998	obsolete complex chromosomal rearrangement
MONDO:0016999	obsolete X chromosome number anomaly
MONDO:0017000	obsolete X chromosome number anomaly with female phenotype
MONDO:0017001	obsolete X chromosome number anomaly with male phenotype
MONDO:0017002	obsolete polysomy of X chromosome
MONDO:0017005	obsolete Y chromosome number anomaly
MONDO:0017006	obsolete X and Y chromosomal anomaly
MONDO:0017011	obsolete uniparental disomy of chromosome X
MONDO:0017016	obsolete primary interstitial lung disease specific to childhood due to alveolar structure disorder
MONDO:0017017	obsolete primary interstitial lung disease specific to childhood due to alveolar vascular disorder
MONDO:0017020	obsolete secondary interstitial lung disease specific to childhood associated with a systemic disease
MONDO:0017021	obsolete secondary interstitial lung disease specific to childhood associated with a connective tissue disease
MONDO:0017022	obsolete secondary interstitial lung disease specific to childhood associated with a systemic vasculitis
MONDO:0017023	obsolete secondary interstitial lung disease specific to childhood associated with a granulomatous disease
MONDO:0017024	obsolete secondary interstitial lung disease specific to childhood associated with a metabolic disease
MONDO:0017028	obsolete secondary interstitial lung disease specific to adulthood associated with a systemic disease
MONDO:0017032	obsolete primary interstitial lung disease in childhood and adulthood due to alveolar structure disorder
MONDO:0017033	obsolete primary interstitial lung disease in childhood and adulthood due to alveolar vascular disorder
MONDO:0017035	obsolete secondary interstitial lung disease in childhood and adulthood associated with a systemic disease
MONDO:0017037	obsolete secondary interstitial lung disease in childhood and adulthood associated with a metabolic disease
MONDO:0017038	obsolete secondary interstitial lung disease in childhood and adulthood associated with a systemic vasculitis
MONDO:0017083	obsolete lipoma associated with neurospinal dysraphism
MONDO:0017085	obsolete malformation of the neurenteric canal, spinal cord and column
MONDO:0017099	obsolete facioscapulohumeral dystrophy
MONDO:0017115	obsolete bifid nose
MONDO:0017118	obsolete syndrome with a cerebellar malformation as major feature
MONDO:0017119	obsolete syndrome with microcephaly as major feature
MONDO:0017120	obsolete other syndrome with a central nervous system malformation as major feature
MONDO:0017121	obsolete syndrome with a Dandy-Walker malformation as major feature
MONDO:0017122	obsolete genetic syndrome with corpus callosum agenesis/dysgenesis as a major feature
MONDO:0017125	obsolete oculofaciocardiodental syndrome
MONDO:0017130	obsolete genetic urogenital tumor
MONDO:0017133	obsolete genetic systemic or rheumatologic disease
MONDO:0017141	obsolete hemorrhagic disorder due to a constitutional thrombocytopenia
MONDO:0017142	obsolete hemorrhagic disorder due to a qualitative platelet defect
MONDO:0017143	obsolete genetic infertility
MONDO:0017150	obsolete pulmonary arterial hypertension associated with another disease
MONDO:0017151	obsolete pulmonary arterial hypertension associated with connective tissue disease
MONDO:0017152	obsolete pulmonary arterial hypertension associated with congenital heart disease
MONDO:0017153	obsolete pulmonary arterial hypertension associated with HIV infection
MONDO:0017154	obsolete pulmonary arterial hypertension associated with portal hypertension
MONDO:0017155	obsolete pulmonary arterial hypertension associated with schistosomiasis
MONDO:0017156	obsolete pulmonary arterial hypertension associated with chronic hemolytic anemia
MONDO:0017158	obsolete pulmonary hypertension with unclear multifactorial mechanism
MONDO:0017159	obsolete syndrome with pulmonary hypertension as a major feature
MONDO:0017163	obsolete hemolytic disease due to fetomaternal alloimmunization
MONDO:0017166	obsolete rare tumor of salivary glands
MONDO:0017208	obsolete intermediate uveitis
MONDO:0017253	obsolete anterior uveitis
MONDO:0017254	obsolete posterior uveitis
MONDO:0017259	obsolete systemic diseases with anterior uveitis
MONDO:0017260	obsolete systemic diseases with posterior uveitis
MONDO:0017261	obsolete systemic diseases with panuveitis
MONDO:0017271	obsolete autosomal ichthyosis syndrome with prominent hair abnormalities
MONDO:0017272	obsolete autosomal ichthyosis syndrome with prominent neurologics signs
MONDO:0017273	obsolete autosomal ichthyosis syndrome with fatal disease course
MONDO:0017274	obsolete autosomal ichthyosis syndrome with other associated signs
MONDO:0017293	obsolete small cell carcinoma of the bladder
MONDO:0017308	obsolete Marfan syndrome type 2
MONDO:0017311	obsolete rare disease with thoracic aortic aneurysm and aortic dissection
MONDO:0017333	obsolete hypomyelinating leukodystrophy with or without oligondontia and/or hypogonadism
MONDO:0017358	obsolete organic aciduria
MONDO:0017367	obsolete kindler syndrome
MONDO:0017368	obsolete systemic disease with skin involvement
MONDO:0017369	obsolete autoinflammatory syndrome with immune deficiency
MONDO:0017370	obsolete autoinflammatory syndrome with skin involvement
MONDO:0017371	obsolete rare head and neck tumor
MONDO:0017374	obsolete polydactyly
MONDO:0017378	obsolete polymicrogyria-turricephaly-hypogenitalism syndrome
MONDO:0017390	obsolete methylmalonic acidemia without homocystinuria
MONDO:0017412	obsolete 2q31.1 microduplication syndrome
MONDO:0017414	obsolete rare nevus
MONDO:0017432	obsolete syndrome with limb reduction defects
MONDO:0017433	obsolete dysostosis with combined reduction defects of upper and lower limbs
MONDO:0017434	obsolete syndrome with limb duplication, polydactyly, syndactyly, and/or hyperphalangy
MONDO:0017458	obsolete postaxial polydactyly of toes
MONDO:0017459	obsolete central polydactyly of toes
MONDO:0017206	None
MONDO:0017494	obsolete congenital absence of upper arm and forearm with hand present, unilateral
MONDO:0017495	obsolete congenital absence of upper arm and forearm with hand present, bilateral
MONDO:0017539	obsolete postaxial polydactyly of toes, unilateral
MONDO:0017540	obsolete postaxial polydactyly of toes, bilateral
MONDO:0017541	obsolete central polydactyly of toes, unilateral
MONDO:0017542	obsolete central polydactyly of toes, bilateral
MONDO:0017605	obsolete ependymal tumor
MONDO:0017606	obsolete facial nerve palsy due to herpes zoster infection
MONDO:0017608	obsolete dystrophic epidermolysis bullosa
MONDO:0017631	obsolete rare tumor of gallbladder and extrahepatic biliary tract
MONDO:0017632	obsolete rare tumor of liver and intrahepatic biliary tract
MONDO:0017633	obsolete rare intoxication due to medical products
MONDO:0017635	obsolete parkinsonian syndrome due to neurodegenerative disease
MONDO:0017637	obsolete rare parkinsonian syndrome due to intoxication
MONDO:0017641	obsolete miscellaneous movement disorder due to neurodegenerative disease
MONDO:0017643	obsolete frontotemporal neurodegeneration with movement disorder
MONDO:0017644	obsolete rare tremor disorder
MONDO:0017645	obsolete rare choreic movement disorder
MONDO:0017646	obsolete neurodegenerative disease with chorea
MONDO:0017647	obsolete postinfectious autoimmune disease with chorea
MONDO:0017650	obsolete rare myoclonus
MONDO:0017652	obsolete rare disease with myoclonus as a major feature
MONDO:0017653	obsolete epilepsy and/or ataxia with myoclonus as major feature
MONDO:0017654	obsolete non progressive epilepsy and/or ataxia with myoclonus as a major feature
MONDO:0017655	obsolete progressive epilepsy and/or ataxia with myoclonus as a major feature
MONDO:0017657	obsolete rare paroxysmal movement disorder
MONDO:0017660	obsolete rare genetic parkinsonian disorder
MONDO:0017661	obsolete rare parkinsonian syndrome due to genetic neurodegenerative disease
MONDO:0017662	obsolete miscellaneous movement disorder due to genetic neurodegenerative disease
MONDO:0017663	obsolete inherited tremor disorder
