category	mondo_id	term_label	suspect_synonym	closest_correct	match	edit
ACRONYM_CODE	MONDO:0015267	Feingold syndrome	ODED syndrome	MODED syndrome	synonym	edit1
ACRONYM_CODE	MONDO:0008115	Feingold syndrome type 1	MODED syndrome type 1	ODED syndrome type 1	synonym	edit1
ACRONYM_CODE	MONDO:0008115	Feingold syndrome type 1	ODED syndrome type 1	MODED syndrome type 1	synonym	edit1
ACRONYM_CODE	MONDO:0000408	fetal alcohol spectrum disorder	FAE (fetal alcohol effects)	FAEs (fetal alcohol effects)	synonym	edit1
ACRONYM_CODE	MONDO:0000408	fetal alcohol spectrum disorder	FAEs (fetal alcohol effects)	FAE (fetal alcohol effects)	synonym	edit1
ACRONYM_CODE	MONDO:0017677	focal acral hyperkeratosis	PPKP3 without elastoidosis	PPPK3 without elastoidosis	synonym	edit1
ACRONYM_CODE	MONDO:0017677	focal acral hyperkeratosis	PPPK3 without elastoidosis	PPKP3 without elastoidosis	synonym	edit1
ACRONYM_CODE	MONDO:0003219	gastroesophageal junction adenocarcinoma	adenocarcinoma of the EG junction	adenocarcinoma of the GE junction	synonym	edit1
ACRONYM_CODE	MONDO:0003219	gastroesophageal junction adenocarcinoma	adenocarcinoma of the GE junction	adenocarcinoma of the EG junction	synonym	edit1
ACRONYM_CODE	MONDO:0009288	glycogen storage disease Ib	glycogen storage disease type IB	glycogen storage disease type Ic	synonym	edit1
ACRONYM_CODE	MONDO:0009288	glycogen storage disease Ib	glycogen storage disease type Ic	glycogen storage disease type IB	synonym	edit1
ACRONYM_CODE	MONDO:0007698	hand-foot-genital syndrome	HFG syndrome	HFU syndrome	synonym	edit1
ACRONYM_CODE	MONDO:0007698	hand-foot-genital syndrome	HFU syndrome	HFG syndrome	synonym	edit1
ACRONYM_CODE	MONDO:0100083	hereditary thrombocytopenia and hematological cancer predisposition syndrome associated with RUNX1	FPD/AML syndrome	FPS/AML syndrome	synonym	edit1
ACRONYM_CODE	MONDO:0100083	hereditary thrombocytopenia and hematological cancer predisposition syndrome associated with RUNX1	FPS/AML syndrome	FPD/AML syndrome	synonym	edit1
ACRONYM_CODE	MONDO:0004952	Hodgkins lymphoma	stage I subdiaphragmatic Hodgkin lymphoma	stage II subdiaphragmatic Hodgkin lymphoma	synonym	edit1
ACRONYM_CODE	MONDO:0004952	Hodgkins lymphoma	stage II subdiaphragmatic Hodgkin lymphoma	stage I subdiaphragmatic Hodgkin lymphoma	synonym	edit1
ACRONYM_CODE	MONDO:0012382	hyperinsulinemic hypoglycemia, familial, 4	had deficiency	HADH deficiency	synonym	edit1
ACRONYM_CODE	MONDO:0012382	hyperinsulinemic hypoglycemia, familial, 4	HADH deficiency	had deficiency	synonym	edit1
ACRONYM_CODE	MONDO:0010140	isolated thyrotropin-releasing hormone deficiency	isolated TRF deficiency	isolated TRH deficiency	synonym	edit1
ACRONYM_CODE	MONDO:0010140	isolated thyrotropin-releasing hormone deficiency	isolated TRH deficiency	isolated TRF deficiency	synonym	edit1
ACRONYM_CODE	MONDO:0009180	junctional epidermolysis bullosa, non-Herlitz type	JEB-nH	JEN-nH	synonym	edit1
ACRONYM_CODE	MONDO:0009180	junctional epidermolysis bullosa, non-Herlitz type	JEN-nH	JEB-nH	synonym	edit1
ACRONYM_CODE	MONDO:0007872	LADD syndrome	LADD syndrome	lard syndrome	synonym	edit1
ACRONYM_CODE	MONDO:0009563	maple syrup urine disease	BCKD deficiency	BCKDH deficiency	synonym	edit1
ACRONYM_CODE	MONDO:0009563	maple syrup urine disease	BCKDH deficiency	BCKD deficiency	synonym	edit1
ACRONYM_CODE	MONDO:0010674	mucopolysaccharidosis type 2	IDS deficiency	SIDS deficiency	synonym	edit1
ACRONYM_CODE	MONDO:0010674	mucopolysaccharidosis type 2	SIDS deficiency	IDS deficiency	synonym	edit1
ACRONYM_CODE	MONDO:0018938	mucopolysaccharidosis type 4	mucopolysaccharidosis type IVB	mucopolysaccharidosis type IV	synonym	edit1
ACRONYM_CODE	MONDO:0009661	mucopolysaccharidosis type 6	ARSB deficiency	ASB deficiency	synonym	edit1
ACRONYM_CODE	MONDO:0009661	mucopolysaccharidosis type 6	ASB deficiency	ARSB deficiency	synonym	edit1
ACRONYM_CODE	MONDO:0009282	multiple acyl-CoA dehydrogenase deficiency	glutaric acidemia IIB	glutaric acidemia IIA	synonym	edit1
ACRONYM_CODE	MONDO:0008234	multiple endocrine neoplasia type 2A	MEA type 2a	men type 2a	synonym	edit1
ACRONYM_CODE	MONDO:0008234	multiple endocrine neoplasia type 2A	MEA type II	men type II	synonym	edit1
ACRONYM_CODE	MONDO:0008234	multiple endocrine neoplasia type 2A	men type 2a	MEA type 2a	synonym	edit1
ACRONYM_CODE	MONDO:0008234	multiple endocrine neoplasia type 2A	men type II	MEA type II	synonym	edit1
ACRONYM_CODE	MONDO:0018358	neonatal autoimmune hemolytic anemia	neonatal AHA	neonatal AIHA	synonym	edit1
ACRONYM_CODE	MONDO:0018358	neonatal autoimmune hemolytic anemia	neonatal AIHA	neonatal AHA	synonym	edit1
ACRONYM_CODE	MONDO:0024309	neuropathy, hereditary sensory and autonomic, type 2A	HSN 2A	HSAN 2A	synonym	edit1
ACRONYM_CODE	MONDO:0018587	non-recovering obstetric brachial plexus lesion	non-recovering OBPI	non-recovering OBPL	synonym	edit1
ACRONYM_CODE	MONDO:0018587	non-recovering obstetric brachial plexus lesion	non-recovering OBPL	non-recovering OBPI	synonym	edit1
ACRONYM_CODE	MONDO:0008111	oculodentodigital dysplasia	odd syndrome	ODDD syndrome	synonym	edit1
ACRONYM_CODE	MONDO:0008111	oculodentodigital dysplasia	ODDD syndrome	odd syndrome	synonym	edit1
ACRONYM_CODE	MONDO:0017138	Opitz G/BBB syndrome	BBB syndrome	GBBB syndrome	synonym	edit1
ACRONYM_CODE	MONDO:0017138	Opitz G/BBB syndrome	GBBB syndrome	BBB syndrome	synonym	edit1
ACRONYM_CODE	MONDO:0015247	opsoclonus-myoclonus syndrome	oma syndrome	POMA syndrome	synonym	edit1
ACRONYM_CODE	MONDO:0015247	opsoclonus-myoclonus syndrome	POMA syndrome	oma syndrome	synonym	edit1
ACRONYM_CODE	MONDO:0009796	ornithine aminotransferase deficiency	OAT deficiency	OKT deficiency	synonym	edit1
ACRONYM_CODE	MONDO:0009796	ornithine aminotransferase deficiency	OKT deficiency	OAT deficiency	synonym	edit1
ACRONYM_CODE	MONDO:0010703	ornithine carbamoyltransferase deficiency	OCT deficiency	OTC deficiency	synonym	edit1
ACRONYM_CODE	MONDO:0010703	ornithine carbamoyltransferase deficiency	OTC deficiency	OCT deficiency	synonym	edit1
ACRONYM_CODE	MONDO:0009908	pterin-4 alpha-carbinolamine dehydratase 1 deficiency	PCBD deficiency	PCD deficiency	synonym	edit1
ACRONYM_CODE	MONDO:0009908	pterin-4 alpha-carbinolamine dehydratase 1 deficiency	PCD deficiency	PCBD deficiency	synonym	edit1
ACRONYM_CODE	MONDO:0006392	rectal hyperplastic polyp	rectal Hp	rectal MP	synonym	edit1
ACRONYM_CODE	MONDO:0006392	rectal hyperplastic polyp	rectal MP	rectal Hp	synonym	edit1
ACRONYM_CODE	MONDO:0018955	recurrent respiratory papillomatosis	AORRP (type)	JORRP (type)	synonym	edit1
ACRONYM_CODE	MONDO:0018955	recurrent respiratory papillomatosis	JORRP (type)	AORRP (type)	synonym	edit1
ACRONYM_CODE	MONDO:0018353	refractory celiac disease	type I refractory sprue	type II refractory sprue	synonym	edit1
ACRONYM_CODE	MONDO:0018353	refractory celiac disease	type II refractory sprue	type I refractory sprue	synonym	edit1
ACRONYM_CODE	MONDO:0014205	severe feeding difficulties-failure to thrive-microcephaly due to ASXL3 deficiency syndrome	BAINBRIDGE-ROPERS syndrome	Bainbridge-Roppers syndrome	synonym	edit1
ACRONYM_CODE	MONDO:0014205	severe feeding difficulties-failure to thrive-microcephaly due to ASXL3 deficiency syndrome	Bainbridge-Roppers syndrome	BAINBRIDGE-ROPERS syndrome	synonym	edit1
ACRONYM_CODE	MONDO:0025484	simian acquired immunodeficiency syndrome	AIDS, Simian	AIDSs, Simian	synonym	edit1
ACRONYM_CODE	MONDO:0025484	simian acquired immunodeficiency syndrome	AIDSs, Simian	AIDS, Simian	synonym	edit1
ACRONYM_CODE	MONDO:0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome	Secondary AGL	secondary AML	synonym	edit1
ACRONYM_CODE	MONDO:0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome	secondary AML	Secondary AGL	synonym	edit1
ACRONYM_CODE	MONDO:0019642	vitamin D-dependent rickets, type 2	VDRR II	VDDR II	synonym	edit1
ACRONYM_CODE	MONDO:0005417	wet macular degeneration	wet AMD	wet ARMD	synonym	edit1
ACRONYM_CODE	MONDO:0005417	wet macular degeneration	wet ARMD	wet AMD	synonym	edit1
ACRONYM_CODE	MONDO:0010209	xanthinuria type I	XO deficiency	XOR deficiency	synonym	edit1
ACRONYM_CODE	MONDO:0010209	xanthinuria type I	XOR deficiency	XO deficiency	synonym	edit1
C_K_VARIANT	MONDO:0008753	alkaptonuria	alcaptonuria	alkaptonuria	label	edit1
C_K_VARIANT	MONDO:0017906	amyloidosis cutis dyschromia	amyloidosis cutis dyschromica	amyloidosis cutis dyschromia	label	edit1
C_K_VARIANT	MONDO:0005357	Creutzfeldt Jacob disease	Creutzfeldt Jakob Disease	Creutzfeldt Jacob disease	label	edit1
C_K_VARIANT	MONDO:0018913	malakoplakia	malacoplakia	malakoplakia	label	edit1
C_K_VARIANT	MONDO:0017317	phakomatosis pigmentokeratotica	Phacomatosis pigmentokeratotica	phakomatosis pigmentokeratotica	label	edit1
C_K_VARIANT	MONDO:0017318	phakomatosis pigmentovascularis	Phacomatosis pigmentovascularis	phakomatosis pigmentovascularis	label	edit1
C_K_VARIANT	MONDO:0009940	pycnodysostosis	Pyknodysostosis	pycnodysostosis	label	edit1
C_K_VARIANT	MONDO:0009833	Shwachman-Diamond syndrome	Schwachman-Diamond syndrome	Shwachman-Diamond syndrome	label	edit1
C_K_VARIANT	MONDO:0018747	acquired epidermolysis bullosa	epidermolysis bullosa acquisita	epidermolysis bullosa Aquisita	synonym	edit1
C_K_VARIANT	MONDO:0018747	acquired epidermolysis bullosa	epidermolysis bullosa Aquisita	epidermolysis bullosa acquisita	synonym	edit1
C_K_VARIANT	MONDO:0008753	alkaptonuria	alkaptonuria	alcaptonuria	synonym	edit1
C_K_VARIANT	MONDO:0011099	human HOXA1 syndromes	Athabascan brainstem dysgenesis syndrome	Athabaskan brainstem dysgenesis syndrome	synonym	edit1
C_K_VARIANT	MONDO:0011099	human HOXA1 syndromes	Athabaskan brainstem dysgenesis syndrome	Athabascan brainstem dysgenesis syndrome	synonym	edit1
C_K_VARIANT	MONDO:0008224	hyperkalemic periodic paralysis	hyperKPP	hyperPP	synonym	edit1
C_K_VARIANT	MONDO:0008224	hyperkalemic periodic paralysis	hyperPP	hyperKPP	synonym	edit1
C_K_VARIANT	MONDO:0018694	isolated tracheo-esophageal fistula	tracheo-esophageal fistula	tracheoesophageal fistula	synonym	edit1
C_K_VARIANT	MONDO:0018694	isolated tracheo-esophageal fistula	tracheoesophageal fistula	tracheo-esophageal fistula	synonym	edit1
C_K_VARIANT	MONDO:0017318	phakomatosis pigmentovascularis	phakomatosis pigmentovascularis	Phacomatosis pigmentovascularis	synonym	edit1
C_K_VARIANT	MONDO:0003670	posteroinferior myocardial infarction	posteroinferior myocardial infarction by ECG finding	posteroinferior myocardial infarction by EKG finding	synonym	edit1
C_K_VARIANT	MONDO:0003670	posteroinferior myocardial infarction	posteroinferior myocardial infarction by EKG finding	posteroinferior myocardial infarction by ECG finding	synonym	edit1
C_K_VARIANT	MONDO:0009940	pycnodysostosis	pycnodysostosis	Pyknodysostosis	synonym	edit1
C_K_VARIANT	MONDO:0011225	severe combined immunodeficiency due to DCLRE1C deficiency	SCID, Athabascan type	SCID, Athabaskan type	synonym	edit1
C_K_VARIANT	MONDO:0011225	severe combined immunodeficiency due to DCLRE1C deficiency	SCID, Athabaskan type	SCID, Athabascan type	synonym	edit1
C_K_VARIANT	MONDO:0018896	thrombotic thrombocytopenic purpura	Moschcowitz disease	Moschowitz disease	synonym	edit1
C_K_VARIANT	MONDO:0018896	thrombotic thrombocytopenic purpura	Moschowitz disease	Moschcowitz disease	synonym	edit1
DISK_DISC	MONDO:0044343	cervical disk degenerative disorder	cervical Disc degenerative disorder	cervical disk degenerative disorder	label	edit1
DISK_DISC	MONDO:0011385	intervertebral disk degenerative disorder	intervertebral Disc degenerative disorder	intervertebral disk degenerative disorder	label	edit1
DISK_DISC	MONDO:0044339	lumbar disk degenerative disorder	lumbar Disc degenerative disorder	lumbar disk degenerative disorder	label	edit1
DISK_DISC	MONDO:0044342	thoracic disk degenerative disorder	thoracic Disc degenerative disorder	thoracic disk degenerative disorder	label	edit1
DISK_DISC	MONDO:0011599	birdshot chorioretinopathy	multiple small, cream-colored lesions, symmetrically scattered mainly around the optic disc	multiple small, cream-colored lesions, symmetrically scattered mainly around the optic disk	synonym	edit1
DISK_DISC	MONDO:0011599	birdshot chorioretinopathy	multiple small, cream-colored lesions, symmetrically scattered mainly around the optic disk	multiple small, cream-colored lesions, symmetrically scattered mainly around the optic disc	synonym	edit1
DISK_DISC	MONDO:0044343	cervical disk degenerative disorder	cervical region of vertebral column intervertebral disc degenerative disorder	cervical region of vertebral column intervertebral disk degenerative disorder	synonym	edit1
DISK_DISC	MONDO:0044343	cervical disk degenerative disorder	cervical region of vertebral column intervertebral disk degenerative disorder	cervical region of vertebral column intervertebral disc degenerative disorder	synonym	edit1
DISK_DISC	MONDO:0044343	cervical disk degenerative disorder	degeneration of cervical intervertebral disc	degeneration of cervical intervertebral disk	synonym	edit1
DISK_DISC	MONDO:0044343	cervical disk degenerative disorder	degeneration of cervical intervertebral disk	degeneration of cervical intervertebral disc	synonym	edit1
DISK_DISC	MONDO:0044343	cervical disk degenerative disorder	intervertebral disc degenerative disorder of cervical region of vertebral column	intervertebral disk degenerative disorder of cervical region of vertebral column	synonym	edit1
DISK_DISC	MONDO:0044343	cervical disk degenerative disorder	intervertebral disk degenerative disorder of cervical region of vertebral column	intervertebral disc degenerative disorder of cervical region of vertebral column	synonym	edit1
DISK_DISC	MONDO:0011992	hereditary spastic paraplegia 25	spinal disc herniation with autosomal recessive spastic paraplegia	spinal disk herniation with autosomal recessive spastic paraplegia	synonym	edit1
DISK_DISC	MONDO:0011992	hereditary spastic paraplegia 25	spinal disk herniation with autosomal recessive spastic paraplegia	spinal disc herniation with autosomal recessive spastic paraplegia	synonym	edit1
DISK_DISC	MONDO:0011385	intervertebral disk degenerative disorder	cervical disc degenerative disease	cervical disk degenerative disease	synonym	edit1
DISK_DISC	MONDO:0011385	intervertebral disk degenerative disorder	cervical disk degenerative disease	cervical disc degenerative disease	synonym	edit1
DISK_DISC	MONDO:0011385	intervertebral disk degenerative disorder	degenerative disorder of intervertebral disc	degenerative disorder of intervertebral disk	synonym	edit1
DISK_DISC	MONDO:0011385	intervertebral disk degenerative disorder	degenerative disorder of intervertebral disk	degenerative disorder of intervertebral disc	synonym	edit1
DISK_DISC	MONDO:0011385	intervertebral disk degenerative disorder	intervertebral disc disease	intervertebral disk disease	synonym	edit1
DISK_DISC	MONDO:0011385	intervertebral disk degenerative disorder	intervertebral disk degeneration	intervertebral Disc Degeneration	synonym	edit1
DISK_DISC	MONDO:0011385	intervertebral disk degenerative disorder	intervertebral disk degenerative disorder	intervertebral Disc degenerative disorder	synonym	edit1
DISK_DISC	MONDO:0011385	intervertebral disk degenerative disorder	intervertebral disk disease	intervertebral disc disease	synonym	edit1
DISK_DISC	MONDO:0011385	intervertebral disk degenerative disorder	lumbar disc degeneration	lumbar disk degeneration	synonym	edit1
DISK_DISC	MONDO:0011385	intervertebral disk degenerative disorder	lumbar disk degeneration	lumbar disc degeneration	synonym	edit1
DISK_DISC	MONDO:0012605	isolated microphthalmia 5	microphthalmia-retinitis pigmentosa-foveoschisis-optic disc drusen syndrome	microphthalmia-retinitis pigmentosa-foveoschisis-optic disk drusen syndrome	synonym	edit1
DISK_DISC	MONDO:0012605	isolated microphthalmia 5	microphthalmia-retinitis pigmentosa-foveoschisis-optic disk drusen syndrome	microphthalmia-retinitis pigmentosa-foveoschisis-optic disc drusen syndrome	synonym	edit1
DISK_DISC	MONDO:0012605	isolated microphthalmia 5	Nanophtalmos-retinitis pigmentosa-foveoschisis-optic disc drusen syndrome	Nanophtalmos-retinitis pigmentosa-foveoschisis-optic disk drusen syndrome	synonym	edit1
DISK_DISC	MONDO:0012605	isolated microphthalmia 5	Nanophtalmos-retinitis pigmentosa-foveoschisis-optic disk drusen syndrome	Nanophtalmos-retinitis pigmentosa-foveoschisis-optic disc drusen syndrome	synonym	edit1
DISK_DISC	MONDO:0044339	lumbar disk degenerative disorder	degeneration of lumbar intervertebral disc	degeneration of lumbar intervertebral disk	synonym	edit1
DISK_DISC	MONDO:0044339	lumbar disk degenerative disorder	degeneration of lumbar intervertebral disk	degeneration of lumbar intervertebral disc	synonym	edit1
DISK_DISC	MONDO:0044339	lumbar disk degenerative disorder	degenerative disc disease	degenerative disk disease	synonym	edit1
DISK_DISC	MONDO:0044339	lumbar disk degenerative disorder	degenerative disc disorder	degenerative disk disorder	synonym	edit1
DISK_DISC	MONDO:0044339	lumbar disk degenerative disorder	degenerative disk disease	degenerative disc disease	synonym	edit1
DISK_DISC	MONDO:0044339	lumbar disk degenerative disorder	degenerative disk disorder	degenerative disc disorder	synonym	edit1
DISK_DISC	MONDO:0044339	lumbar disk degenerative disorder	intervertebral disc degenerative disorder of lumbar region of vertebral column	intervertebral disk degenerative disorder of lumbar region of vertebral column	synonym	edit1
DISK_DISC	MONDO:0044339	lumbar disk degenerative disorder	intervertebral disc disease, susceptibility to	intervertebral disk disease, susceptibility to	synonym	edit1
DISK_DISC	MONDO:0044339	lumbar disk degenerative disorder	intervertebral disk degenerative disorder of lumbar region of vertebral column	intervertebral disc degenerative disorder of lumbar region of vertebral column	synonym	edit1
DISK_DISC	MONDO:0044339	lumbar disk degenerative disorder	intervertebral disk disease	intervertebral DISC disease	synonym	edit1
DISK_DISC	MONDO:0044339	lumbar disk degenerative disorder	intervertebral disk disease, susceptibility to	intervertebral disc disease, susceptibility to	synonym	edit1
DISK_DISC	MONDO:0044339	lumbar disk degenerative disorder	lumbar disc disease, susceptibility to	lumbar disk disease, susceptibility to	synonym	edit1
DISK_DISC	MONDO:0044339	lumbar disk degenerative disorder	lumbar disk disease, susceptibility to	lumbar disc disease, susceptibility to	synonym	edit1
DISK_DISC	MONDO:0044339	lumbar disk degenerative disorder	lumbar region of vertebral column intervertebral disc degenerative disorder	lumbar region of vertebral column intervertebral disk degenerative disorder	synonym	edit1
DISK_DISC	MONDO:0044339	lumbar disk degenerative disorder	lumbar region of vertebral column intervertebral disk degenerative disorder	lumbar region of vertebral column intervertebral disc degenerative disorder	synonym	edit1
DISK_DISC	MONDO:0001746	optic disk drusen	drusen of optic disc	drusen of optic disk	synonym	edit1
DISK_DISC	MONDO:0001746	optic disk drusen	drusen of optic disk	drusen of optic disc	synonym	edit1
DISK_DISC	MONDO:0006879	optic papillitis	inflammation of optic disc	inflammation of optic disk	synonym	edit1
DISK_DISC	MONDO:0006879	optic papillitis	inflammation of optic disk	inflammation of optic disc	synonym	edit1
DISK_DISC	MONDO:0006879	optic papillitis	optic disc inflammation	optic disk inflammation	synonym	edit1
DISK_DISC	MONDO:0006879	optic papillitis	optic disk inflammation	optic disc inflammation	synonym	edit1
DISK_DISC	MONDO:0010064	spastic ataxia-corneal dystrophy syndrome	spastic ataxia, macular corneal dystrophy, congenital cataracts, myopia and vertically oval temporally tilted discs	spastic ataxia, macular corneal dystrophy, congenital cataracts, myopia and vertically oval temporally tilted disks	synonym	edit1
DISK_DISC	MONDO:0010064	spastic ataxia-corneal dystrophy syndrome	spastic ataxia, macular corneal dystrophy, congenital cataracts, myopia and vertically oval temporally tilted disks	spastic ataxia, macular corneal dystrophy, congenital cataracts, myopia and vertically oval temporally tilted discs	synonym	edit1
DISK_DISC	MONDO:0044342	thoracic disk degenerative disorder	degeneration of thoracic intervertebral disc	degeneration of thoracic intervertebral disk	synonym	edit1
DISK_DISC	MONDO:0044342	thoracic disk degenerative disorder	degeneration of thoracic intervertebral disk	degeneration of thoracic intervertebral disc	synonym	edit1
DISK_DISC	MONDO:0044342	thoracic disk degenerative disorder	intervertebral disc degenerative disorder of thoracic region of vertebral column	intervertebral disk degenerative disorder of thoracic region of vertebral column	synonym	edit1
DISK_DISC	MONDO:0044342	thoracic disk degenerative disorder	intervertebral disk degenerative disorder of thoracic region of vertebral column	intervertebral disc degenerative disorder of thoracic region of vertebral column	synonym	edit1
DISK_DISC	MONDO:0044342	thoracic disk degenerative disorder	thoracic region of vertebral column intervertebral disc degenerative disorder	thoracic region of vertebral column intervertebral disk degenerative disorder	synonym	edit1
DISK_DISC	MONDO:0044342	thoracic disk degenerative disorder	thoracic region of vertebral column intervertebral disk degenerative disorder	thoracic region of vertebral column intervertebral disc degenerative disorder	synonym	edit1
I_Y_VARIANT	MONDO:0002806	bronchogenic carcinoma	bronchiogenic carcinoma	bronchogenic carcinoma	label	edit1
I_Y_VARIANT	MONDO:0020980	hair nevus	hairy nevus	hair nevus	label	edit1
I_Y_VARIANT	MONDO:0006787	hidrocystoma	Hydrocystoma	hidrocystoma	label	edit1
I_Y_VARIANT	MONDO:0007765	hyperostosis cranialis interna	hyperostosis cranalis interna	hyperostosis cranialis interna	label	edit1
I_Y_VARIANT	MONDO:0043320	piriformis syndrome	pyriformis syndrome	piriformis syndrome	label	edit1
I_Y_VARIANT	MONDO:0015871	benign breast phyllodes tumor	cystosarcoma phyllode of the breast	cystosarcoma phylloide of the breast	synonym	edit1
I_Y_VARIANT	MONDO:0015871	benign breast phyllodes tumor	cystosarcoma phylloide of the breast	cystosarcoma phyllode of the breast	synonym	edit1
I_Y_VARIANT	MONDO:0015871	benign breast phyllodes tumor	phyllode tumour of the breast	phylloide tumour of the breast	synonym	edit1
I_Y_VARIANT	MONDO:0021047	breast phyllodes tumor	cystosarcoma phyllodes of the breast	cystosarcoma phylloides of the breast	synonym	edit1
I_Y_VARIANT	MONDO:0021047	breast phyllodes tumor	cystosarcoma phylloides of the breast	cystosarcoma phyllodes of the breast	synonym	edit1
I_Y_VARIANT	MONDO:0002806	bronchogenic carcinoma	bronchogenic carcinoma	bronchiogenic carcinoma	synonym	edit1
I_Y_VARIANT	MONDO:0012815	Coats plus syndrome	cerebroretinal microangiopathy with calcfications and cysts	cerebroretinal microangiopathy with calcifications and cysts	synonym	edit1
I_Y_VARIANT	MONDO:0012815	Coats plus syndrome	cerebroretinal microangiopathy with calcifications and cysts	cerebroretinal microangiopathy with calcfications and cysts	synonym	edit1
I_Y_VARIANT	MONDO:0020980	hair nevus	hair nevus	hairy nevus	synonym	edit1
I_Y_VARIANT	MONDO:0006787	hidrocystoma	hidrocystoma	Hydrocystoma	synonym	edit1
I_Y_VARIANT	MONDO:0007765	hyperostosis cranialis interna	hyperostosis cranialis interna	hyperostosis cranalis interna	synonym	edit1
I_Y_VARIANT	MONDO:0007808	ichthyosis hystrix of Curth-Macklin	ichthyosis histrix, curth-macklin type	ichthyosis HYSTRIX, Curth-Macklin type	synonym	edit1
I_Y_VARIANT	MONDO:0018067	triploidy	triploid syndrome	triploidy syndrome	synonym	edit1
I_Y_VARIANT	MONDO:0018067	triploidy	triploidy syndrome	triploid syndrome	synonym	edit1
SUBTYPE_CODE	MONDO:0002012	methylmalonic acidemia	METHYLMALONICACIDURIA, vitamin B12-responsive, due to defect in synthesis of adenosylcobalamin--Cbl A	METHYLMALONICACIDURIA, vitamin B12-responsive, due to defect in synthesis of adenosylcobalamin--Cbl B	synonym	edit1
SUBTYPE_CODE	MONDO:0002012	methylmalonic acidemia	METHYLMALONICACIDURIA, vitamin B12-responsive, due to defect in synthesis of adenosylcobalamin--Cbl B	METHYLMALONICACIDURIA, vitamin B12-responsive, due to defect in synthesis of adenosylcobalamin--Cbl A	synonym	edit1
SUBTYPE_CODE	MONDO:0009613	methylmalonic aciduria, cblA type	cobalamin A disease	cobalamin B disease	synonym	edit1
SUBTYPE_CODE	MONDO:0009613	methylmalonic aciduria, cblA type	cobalamin B disease	cobalamin A disease	synonym	edit1
SUBTYPE_CODE	MONDO:0018938	mucopolysaccharidosis type 4	MPS IV - Morquio syndrome A	MPS IV - Morquio syndrome B	synonym	edit1
SUBTYPE_CODE	MONDO:0018938	mucopolysaccharidosis type 4	MPS IV - Morquio syndrome B	MPS IV - Morquio syndrome A	synonym	edit1
SUBTYPE_CODE	MONDO:0018626	paratyphoid fever	paratyphoid fever B	paratyphoid fever A	synonym	edit1
SUBTYPE_CODE	MONDO:0018626	paratyphoid fever	paratyphoid fever C	paratyphoid fever A	synonym	edit1
UK_US_SPELLING	MONDO:0024275	amebic dysentery	amoebic dysentery	amebic dysentery	label	edit1
UK_US_SPELLING	MONDO:0021289	carcinoma in situ of cecum	carcinoma in situ of caecum	carcinoma in situ of cecum	label	edit1
UK_US_SPELLING	MONDO:0006028	cecum adenocarcinoma	caecum adenocarcinoma	cecum adenocarcinoma	label	edit1
UK_US_SPELLING	MONDO:0002033	cecum cancer	caecum cancer	cecum cancer	label	edit1
UK_US_SPELLING	MONDO:0006029	cecum carcinoma	caecum carcinoma	cecum carcinoma	label	edit1
UK_US_SPELLING	MONDO:0002034	cecum lymphoma	caecum lymphoma	cecum lymphoma	label	edit1
UK_US_SPELLING	MONDO:0000525	cecum villous adenoma	caecum villous adenoma	cecum villous adenoma	label	edit1
UK_US_SPELLING	MONDO:0000293	coenurosis	caenurosis	coenurosis	label	edit1
UK_US_SPELLING	MONDO:0019318	inflammatory linear verrucous epidermal nevus	inflammatory linear verrucous epidermal naevus	inflammatory linear verrucous epidermal nevus	label	edit1
UK_US_SPELLING	MONDO:0004020	mediastinal gray zone lymphoma	mediastinal Grey zone lymphoma	mediastinal gray zone lymphoma	label	edit1
UK_US_SPELLING	MONDO:0019326	phakomatosis cesiomarmorata	phakomatosis caesiomarmorata	phakomatosis cesiomarmorata	label	edit1
UK_US_SPELLING	MONDO:0008233	pheochromocytoma	phaeochromocytoma	pheochromocytoma	label	edit1
UK_US_SPELLING	MONDO:0005918	placenta praevia	placenta previa	placenta praevia	label	edit1
UK_US_SPELLING	MONDO:0044793	spitz nevus	spitz naevus	spitz nevus	label	edit1
UK_US_SPELLING	MONDO:0018442	acitretin/etretinate embryopathy	fetal acitretin syndrome	foetal acitretin syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0018442	acitretin/etretinate embryopathy	fetal acitretin/etretinate syndrome	foetal acitretin/etretinate syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0018442	acitretin/etretinate embryopathy	foetal acitretin syndrome	fetal acitretin syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0018442	acitretin/etretinate embryopathy	foetal acitretin/etretinate syndrome	fetal acitretin/etretinate syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0022428	aluminosis	aluminium lung	aluminum lung	synonym	edit1
UK_US_SPELLING	MONDO:0022428	aluminosis	aluminum lung	aluminium lung	synonym	edit1
UK_US_SPELLING	MONDO:0009934	alveolar capillary dysplasia with misalignment of pulmonary veins	persistent fetal circulation	persistent foetal circulation	synonym	edit1
UK_US_SPELLING	MONDO:0009934	alveolar capillary dysplasia with misalignment of pulmonary veins	persistent foetal circulation	persistent fetal circulation	synonym	edit1
UK_US_SPELLING	MONDO:0024275	amebic dysentery	amebic dysenteries	amoebic dysenteries	synonym	edit1
