?cls	?cls_label	?textdef_count	?xref_count	?named_superclass_count	?anon_superclass_count	?named_equiv_count	?anon_equiv_count
<http://purl.obolibrary.org/obo/MONDO_0009459>	"channelopathy-associated congenital insensitivity to pain"	1	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0007514>	"ectopia lentis 1, isolated, autosomal dominant"	1	4	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0008096>	"nevus flammeus of nape of neck"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0002920>	"malignant ovarian Brenner tumor"	1	5	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0015237>	"arrhinia"	1	6	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0020308>	"benign childhood occipital epilepsy, Gastaut type"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0006674>	"benign fibrous mesothelioma"	1	3	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0017231>	"erythropoietic uroporphyria associated with myeloid malignancy"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0010813>	"pancreatic beta cell agenesis with neonatal diabetes mellitus"	0	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0009694>	"myeloperoxidase deficiency"	0	8	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0004700>	"parotid gland cancer"	1	7	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0007573>	"acute erythroleukemia, familial"	1	4	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0004715>	"liver carcinoma in situ"	1	5	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0001205>	"hypersecretion glaucoma"	0	5	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0017779>	"alpha-N-acetylgalactosaminidase deficiency"	1	4	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0025491>	"feline infectious peritonitis"	1	2	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0019236>	"inborn disorder of purine metabolism"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0011229>	"ethylmalonic encephalopathy"	1	8	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0017388>	"celiac trunk compression syndrome"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0002020>	"obsolete Blount disease"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0011845>	"migraine with or without aura, susceptibility to, 3"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0001379>	"ureteric orifice cancer"	1	5	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0029142>	"deafness, autosomal recessive 111"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0016819>	"Moebius syndrome-axonal neuropathy-hypogonadotropic hypogonadism syndrome"	1	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0015761>	"trisomy 10p"	1	6	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0001238>	"polycythemia neonatorum"	1	7	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0010806>	"retinitis pigmentosa 13"	1	6	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0010250>	"MRX49"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0044273>	"obsolete hypertension, diastolic, resistance to"	0	1	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0007493>	"torsion dystonia 4"	1	8	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0041879>	"staphylococcus aureus pneumonia"	1	1	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0008282>	"polyposis, intestinal, with multiple exostoses"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0011556>	"BCC1"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0008307>	"presenile dementia, Kraepelin type"	0	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0013987>	"combined oxidative phosphorylation defect type 15"	1	5	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0015701>	"T-B+ severe combined immunodeficiency due to IL-7Ralpha deficiency"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0000604>	"obsolete autonomic peripheral neuropathy"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0004653>	"atypical chronic myeloid leukemia, BCR-ABL1 negative"	1	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0018410>	"rare genetic female infertility"	0	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0016832>	"distal 7q11.23 microduplication syndrome"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0018475>	"PRKAR1B-related neurodegenerative dementia with intermediate filaments"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0003127>	"embryoma"	0	2	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0013425>	"retinitis pigmentosa 20"	1	7	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0007636>	"frontorhiny"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0023050>	"ectrodactyly cardiopathy dysmorphism"	0	3	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0017983>	"humero-radio-ulnar synostosis"	1	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0012934>	"leukemia, chronic lymphocytic, susceptibility to, 3"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0010573>	"cutis verticis gyrata, thyroid aplasia, and mental retardation"	0	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0018957>	"pudendal neuralgia"	1	9	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0016848>	"juvenile temporal arteritis"	1	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0014111>	"cataract 19 multiple types"	1	4	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0004151>	"spinal meninges cancer"	1	5	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0008418>	"scleroderma, familial progressive"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0016563>	"progressive supranuclear palsy-corticobasal syndrome"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0004839>	"obsolete neurofibroma"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0020551>	"obsolete hydatidiform mole"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0020399>	"congenital hypoplasia of the mitral valve annulus"	1	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0018468>	"proton-pump inhibitor-responsive esophageal eosinophilia"	1	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0005541>	"spondylolysis (disease)"	1	10	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0006306>	"mixed lobular and ductal breast carcinoma"	1	6	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0021275>	"papilloma of eyelid"	1	3	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0000152>	"thiamine-responsive dysfunction syndrome"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0001088>	"acute inferoposterior infarction"	0	6	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0002762>	"esophagus verrucous carcinoma"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0100020>	"atypical childhood epilepsy with centrotemporal spikes"	1	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0013880>	"facial paresis, hereditary congenital, 3"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0022308>	"corticobasal degeneration disorder"	1	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0004528>	"lymph node palisaded myofibroblastoma"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0005150>	"age-related macular degeneration"	1	11	5	0	5	0
<http://purl.obolibrary.org/obo/MONDO_0030909>	"intellectual disability, X-linked, syndromic, Houge type"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0009881>	"pituitary dwarfism with large sella turcica"	0	6	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0003298>	"vulvar leiomyoma"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0009598>	"metaphyseal chondrodysplasia-retinitis pigmentosa syndrome"	0	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0045048>	"toxemia of pregnancy"	1	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0022983>	"Dieterich disease"	0	3	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0015704>	"familial scaphocephaly syndrome"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0002724>	"mast cell neoplasm"	1	7	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0011658>	"autosomal recessive early-onset Parkinson disease 7"	1	4	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0013986>	"combined oxidative phosphorylation defect type 14"	1	4	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0009854>	"peroneus tertius muscle, absence of"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0007250>	"camptodactyly of fingers"	1	8	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0043085>	"chromosome 1, uniparental disomy 1q12 q21"	0	3	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0017215>	"calciphylaxis"	1	10	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0012928>	"hereditary spastic paraplegia 42"	1	7	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0012364>	"dilated cardiomyopathy 1Q"	1	5	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0013210>	"autosomal recessive nonsyndromic deafness 25"	1	4	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0010249>	"X-linked B cell surface antigen, mouse, homolog-like 1"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0021191>	"malignant ependymoma"	1	2	0	0	0	1
<http://purl.obolibrary.org/obo/MONDO_0003593>	"breast liposarcoma"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0008035>	"muscular hypoplasia, congenital universal, of Krabbe"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0008502>	"sulfhemoglobinemia, congenital"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0015771>	"mosaic trisomy 7"	1	6	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0019425>	"X-linked intellectual disability-hypotonia-facial dysmorphism-aggressive behavior syndrome"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0018296>	"congenital disorder of glycosylation with developmental anomaly"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0018619>	"hyperinsulinemic hypoglycaemia"	0	2	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0024252>	"global developmental delay-neuro-ophthalmological abnormalities-seizures-intellectual disability syndrome"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0003099>	"obsolete endophthalmitis"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0014897>	"portal hypertension, noncirrhotic; NCPH"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0011108>	"Stüve-Wiedemann syndrome"	1	8	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0012734>	"SERKAL syndrome"	1	8	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0015966>	"hereditary eye tumor"	0	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0018880>	"rare teratologic disease"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0044312>	"immunoskeletal dysplasia with neurodevelopmental abnormalities"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0000956>	"small intestine cancer"	1	7	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0020416>	"Neuhauser anomaly"	1	3	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0009326>	"congenital heart block"	1	11	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0001847>	"nuclear senile cataract"	1	4	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0009460>	"Indolylacroyl Glycinuria with mental retardation"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0012362>	"dilated cardiomyopathy 1P"	1	5	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0001510>	"lateral displacement of eye"	0	5	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0007165>	"spastic ataxia 7"	1	7	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0009670>	"lethal congenital contracture syndrome 1"	1	8	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0000967>	"conventional lipoma"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0005795>	"obsolete histoplasmosis"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0007599>	"factor 9 and Factor XI, combined deficiency of"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0011684>	"vitiligo-associated multiple autoimmune disease susceptibility 1"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0019928>	"48,XXXY syndrome"	1	8	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0006919>	"potassium deficiency"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0011754>	"familial hyperreninemic hypoaldosteronism type 2"	0	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0011757>	"brachydactyly type A1B"	1	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0011635>	"MNG3"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0013119>	"autosomal recessive nonsyndromic deafness 77"	1	5	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0005348>	"keloid"	1	5	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0003377>	"extrahepatic bile duct leiomyosarcoma"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0009151>	"Zlotogora-Ogur syndrome"	1	7	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0015633>	"Bazex syndrome"	1	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0012436>	"neonatal diabetes mellitus with congenital hypothyroidism"	1	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0000879>	"cutaneous candidiasis"	1	3	0	0	0	1
<http://purl.obolibrary.org/obo/MONDO_0009229>	"hyaline fibromatosis syndrome"	0	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0009996>	"rhizomelic syndrome, Urbach type"	1	6	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0001411>	"synostosis"	1	2	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0006272>	"low grade fibromyxoid sarcoma"	1	6	4	0	4	1
<http://purl.obolibrary.org/obo/MONDO_0014646>	"Zimmermann-Laband syndrome 2"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0005441>	"otitis media (disease)"	1	11	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0015402>	"mandibular arteriovenous malformation"	1	3	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0002109>	"pituitary cancer"	1	7	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0020211>	"syndromic keratoconus"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0021280>	"mucoepidermoid carcinoma of parotid gland"	1	3	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0002239>	"post-surgical hypoinsulinemia"	0	6	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0018784>	"pediatric multiple sclerosis"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0019933>	"acromegaly"	1	10	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0000657>	"obsolete gamma heavy chain disease"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0007164>	"spastic ataxia 1"	1	6	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0023147>	"fetal parainfluenza virus type 3 syndrome"	1	1	0	0	0	1
<http://purl.obolibrary.org/obo/MONDO_0011421>	"mitochondrial complex V (ATP synthase) deficiency, nuclear type 1"	1	5	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0012477>	"retinitis pigmentosa 33"	1	6	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0000722>	"non-syndromic synpolydactyly"	1	1	0	0	0	1
<http://purl.obolibrary.org/obo/MONDO_0014158>	"nephronophthisis 16"	1	6	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0020203>	"pigmented conjunctival lesion"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0019349>	"Sotos syndrome"	1	10	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0016128>	"parasitic myositis"	0	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0003591>	"kidney liposarcoma"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0013867>	"brown-Vialetto-van Laere syndrome 2"	1	4	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0014244>	"hereditary sensory and autonomic neuropathy type 7"	1	8	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0009083>	"conductive deafness-malformed external ear syndrome"	0	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0001966>	"chronic closed-angle glaucoma"	1	6	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0013164>	"beta-ureidopropionase deficiency"	1	7	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0002877>	"cervical carcinosarcoma"	1	8	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0011365>	"blepharophimosis - intellectual disability syndrome, SBBYS type"	1	7	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0018831>	"HTRA1-related cerebral small vessel disease"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0004777>	"acute laryngitis"	1	9	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0009129>	"dwarfism, proportionate, with hip dislocation"	0	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0033281>	"polycystic kidney disease 5"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0015872>	"giant adenofibroma of the breast"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0017372>	"congenital varicella syndrome"	1	7	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0014996>	"intellectual disability, autosomal recessive 58; MRT58"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0013226>	"combined immunodeficiency with faciooculoskeletal anomalies"	1	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0015571>	"deletion 5q35"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0006854>	"mesenchymoma"	1	6	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0003246>	"sclerosing hepatic carcinoma"	1	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0014960>	"encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy; PEBEL"	0	3	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0002172>	"otosalpingitis"	1	8	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0021662>	"bile duct neoplasm"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0004926>	"dacryocystitis"	1	8	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0007055>	"acromicric dysplasia"	1	7	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0009797>	"orotic aciduria"	1	8	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0019724>	"secondary glomerular disease"	1	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0005690>	"Caplan syndrome"	1	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0012740>	"chromosome 22q11.2 deletion syndrome, distal"	1	8	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0003893>	"rete testis adenoma"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0010608>	"Hhhh syndrome"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0037736>	"infratentorial neoplasm"	1	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0014465>	"primary ciliary dyskinesia 30"	1	4	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0016408>	"permanent congenital hypothyroidism"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0007075>	"alacrima, congenital, autosomal dominant"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0006283>	"lymphoepithelioma-like lung carcinoma"	1	4	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0005659>	"atrophic rhinitis"	1	6	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0015430>	"ring chromosome 1"	0	8	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0011109>	"multiple epiphyseal dysplasia, Lowry type"	1	6	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0001240>	"neonatal anemia"	1	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0007972>	"Meniere disease"	1	10	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0000405>	"anal canal cancer"	1	4	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0043541>	"viral conjunctivitis"	1	4	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0006777>	"hairy tongue"	1	8	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0040870>	"primary polydipsia"	1	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0004305>	"parathyroid oncocytic adenoma"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0013714>	"mannose-binding lectin deficiency"	0	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0004100>	"lung mixed small cell and squamous cell carcinoma"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0018051>	"Jessner lymphocytic infiltration of the skin"	1	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0007363>	"congenital contractural arachnodactyly"	1	9	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0009262>	"GM1 gangliosidosis type 3"	1	5	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0005549>	"renal cell adenocarcinoma"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0013917>	"nephronophthisis 15"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0019634>	"familial nasal acilia"	1	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0023540>	"Kashani-Strom-Utley syndrome"	0	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0014880>	"Duane retraction syndrome 3 with or without deafness"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0009338>	"hepatic veno-occlusive disease-immunodeficiency syndrome"	1	7	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0017614>	"X-linked intellectual disability-hypogonadism-ichthyosis-obesity-short stature syndrome"	1	5	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0016807>	"pure mitochondrial myopathy"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0003962>	"Froelich syndrome"	1	6	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0012317>	"visceral neuropathy, familial, autosomal dominant"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0016689>	"gemistocytic astrocytoma"	1	6	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0018469>	"pulmonary non-tuberculous mycobacterial infection"	0	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0009190>	"epiphyseal dysplasia of femoral head, myopia, and deafness"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0007563>	"epistaxis, hereditary"	1	4	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0010217>	"de Sanctis-Cacchione syndrome"	1	9	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0014540>	"amelogenesis imperfecta type 1H"	1	4	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0008698>	"achalasia (disease)"	1	10	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0008480>	"odontochondrodysplasia"	1	6	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0011290>	"dislocated elbows, bowed tibias, scoliosis, deafness, cataract, microcephaly, and mental retardation"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0018982>	"Niemann-Pick disease type C"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0004207>	"pulmonary artery leiomyosarcoma"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0015083>	"nuclear oculomotor paralysis"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0013829>	"UV-sensitive syndrome 2"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0021090>	"lipid-rich breast carcinoma"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0011238>	"chondrodysplasia punctata, brachytelephalangic, autosomal"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0004807>	"obsolete Loeffler syndrome"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0001384>	"myopia (disease)"	1	10	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0043099>	"hordnes engebretsen knudtson syndrome"	0	3	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0033115>	"spinocerebellar ataxia, autosomal recessive 25"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0021656>	"nongerminomatous germ cell tumor"	1	3	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0010781>	"ataxia and polyneuropathy, adult-onset"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0013165>	"hereditary spastic paraplegia 45"	1	6	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0024486>	"familial chronic mucocutaneous candidiasis"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0010418>	"hereditary spastic paraplegia 34"	1	7	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0005709>	"common cold"	1	9	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0023263>	"glyceraldehyde-3-phosphate dehydrogenase deficiency"	0	4	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0000429>	"autosomal genetic disease"	1	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0018550>	"spastic paraplegia-optic atrophy-neuropathy and spastic paraplegia-optic atrophy-neuropathy-related disorder"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0022775>	"cleft lip and palate malrotation cardiopathy"	0	1	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0005581>	"AVL induced bursal lymphoma"	1	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0017288>	"DICER1 syndrome"	1	9	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0002087>	"peritoneum cancer"	1	8	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0016131>	"spinal muscular atrophy associated with central nervous system anomaly"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0014454>	"Hennekam lymphangiectasia-lymphedema syndrome 2"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0011868>	"lethal congenital contracture syndrome 2"	1	9	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0004586>	"rheumatoid lung disease"	1	5	1	0	1	1
