iri	iri label	disease	disease label	location	location label
MONDO:0002746	fallopian tube adenocarcinoma	MONDO:0004970	adenocarcinoma	UBERON:0003889	fallopian tube
MONDO:0003461	fallopian tube adenofibroma	MONDO:0006071	adenofibroma	UBERON:0003889	fallopian tube
MONDO:0003328	fallopian tube adenomatoid tumor	MONDO:0004230	adenomatoid tumor	UBERON:0003889	fallopian tube
MONDO:0002162	fallopian tube adenosarcoma	MONDO:0005636	adenosarcoma	UBERON:0003889	fallopian tube
MONDO:0000645	fallopian tube benign neoplasm	MONDO:0005165	benign neoplasm	UBERON:0003889	fallopian tube
MONDO:0002158	fallopian tube cancer	MONDO:0004992	cancer	UBERON:0003889	fallopian tube
MONDO:0006206	fallopian tube carcinoma	MONDO:0004993	carcinoma	UBERON:0003889	fallopian tube
MONDO:0006207	fallopian tube carcinosarcoma	MONDO:0002928	carcinosarcoma	UBERON:0003889	fallopian tube
MONDO:0003383	fallopian tube clear cell adenocarcinoma	MONDO:0005004	clear cell adenocarcinoma	UBERON:0003889	fallopian tube
MONDO:0004501	fallopian tube cystadenofibroma	MONDO:0003464	cystadenofibroma	UBERON:0003889	fallopian tube
MONDO:0002156	fallopian tube disease	MONDO:0000001	disease	UBERON:0003889	fallopian tube
MONDO:0001282	fallopian tube endometriosis	MONDO:0005133	endometriosis (disease)	UBERON:0003889	fallopian tube
MONDO:0003392	fallopian tube germ cell cancer	MONDO:0005040	germ cell tumor	UBERON:0003889	fallopian tube
MONDO:0004489	fallopian tube gestational choriocarcinoma	MONDO:0020550	gestational choriocarcinoma	UBERON:0003889	fallopian tube
MONDO:0003285	fallopian tube leiomyoma	MONDO:0001572	leiomyoma	UBERON:0003889	fallopian tube
MONDO:0002159	fallopian tube leiomyosarcoma	MONDO:0005058	leiomyosarcoma	UBERON:0003889	fallopian tube
MONDO:0002744	fallopian tube mucinous adenocarcinoma	MONDO:0004957	mucinous adenocarcinoma	UBERON:0003889	fallopian tube
MONDO:0021092	fallopian tube neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0003889	fallopian tube
MONDO:0003535	fallopian tube papillary adenocarcinoma	MONDO:0002512	papillary adenocarcinoma	UBERON:0003889	fallopian tube
MONDO:0006208	fallopian tube serous adenocarcinoma	MONDO:0005278	serous adenocarcinoma	UBERON:0003889	fallopian tube
MONDO:0003503	fallopian tube squamous cell carcinoma	MONDO:0005096	squamous cell carcinoma	UBERON:0003889	fallopian tube
MONDO:0003515	fallopian tube teratoma	MONDO:0002601	teratoma	UBERON:0003889	fallopian tube
MONDO:0002833	fallopian tube transitional cell carcinoma	MONDO:0006474	transitional cell carcinoma	UBERON:0003889	fallopian tube
MONDO:0021124	female infertility	MONDO:0005047	infertility	UBERON:0000474	female reproductive system
MONDO:0000624	female reproductive organ benign neoplasm	MONDO:0005165	benign neoplasm	UBERON:0003134	female reproductive organ
MONDO:0001416	female reproductive organ cancer	MONDO:0004992	cancer	UBERON:0003134	female reproductive organ
MONDO:0002263	female reproductive system disease	MONDO:0000001	disease	UBERON:0000474	female reproductive system
MONDO:0021148	female reproductive system neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0003134	female reproductive organ
MONDO:0004203	female urethral cancer	MONDO:0004992	cancer	UBERON:0001334	female urethra
MONDO:0003505	femoral cancer	MONDO:0004992	cancer	UBERON:0000981	femur
MONDO:0001481	femoral vein thrombophlebitis	MONDO:0002800	thrombophlebitis	UBERON:0001361	femoral vein
MONDO:0006549	fibroepithelial polyp of the anus	MONDO:0004026	skin tag	UBERON:0001245	anus
MONDO:0006550	fibroepithelial polyp of urethra	MONDO:0004026	skin tag	UBERON:0000057	urethra
MONDO:0005761	filarial elephantiasis	MONDO:0005424	elephantiasis	UBERON:0001711	eyelid
MONDO:0000671	finger agnosia (disease)	MONDO:0005638	agnosia	UBERON:0002389	manual digit
MONDO:0006213	floor of mouth mucoepidermoid carcinoma	MONDO:0003036	mucoepidermoid carcinoma	UBERON:0003679	mouth floor
MONDO:0005764	follicular dendritic cell sarcoma	MONDO:0005089	sarcoma	CL:0000442	follicular dendritic cell
MONDO:0005034	follicular thyroid carcinoma (disease)	MONDO:0004970	adenocarcinoma	UBERON:0002046	thyroid gland
MONDO:0006552	folliculitis	MONDO:0002406	dermatitis	UBERON:0002073	hair follicle
MONDO:0003109	foramen magnum meningioma	MONDO:0016642	meningioma (disease)	UBERON:0003687	foramen magnum
MONDO:0021131	frontal lobe ependymal tumor	MONDO:0017605	ependymal tumor	UBERON:0016525	frontal lobe
MONDO:0002612	frontal lobe epilepsy	MONDO:0005027	epilepsy	UBERON:0016525	frontal lobe
MONDO:0001421	frontal lobe neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0016525	frontal lobe
MONDO:0001756	frontal sinus cancer	MONDO:0004992	cancer	UBERON:0001760	frontal sinus
MONDO:0004448	frontal sinus inverted papilloma	MONDO:0002537	inverted papilloma	UBERON:0001760	frontal sinus
MONDO:0002301	frontal sinus squamous cell carcinoma	MONDO:0005096	squamous cell carcinoma	UBERON:0001760	frontal sinus
MONDO:0000373	gall bladder carcinoma in situ	MONDO:0004647	in situ carcinoma	UBERON:0002110	gall bladder
MONDO:0006215	gallbladder adenocarcinoma	MONDO:0004970	adenocarcinoma	UBERON:0002110	gall bladder
MONDO:0006216	gallbladder adenoma	MONDO:0004972	adenoma	UBERON:0002110	gall bladder
MONDO:0003026	gallbladder angiosarcoma	MONDO:0016982	angiosarcoma (disease)	UBERON:0002110	gall bladder
MONDO:0005411	gallbladder cancer	MONDO:0004992	cancer	UBERON:0002110	gall bladder
MONDO:0003220	gallbladder carcinoma	MONDO:0004993	carcinoma	UBERON:0002110	gall bladder
MONDO:0005281	gallbladder disease	MONDO:0000001	disease	UBERON:0002110	gall bladder
MONDO:0003297	gallbladder leiomyoma	MONDO:0001572	leiomyoma	UBERON:0002110	gall bladder
MONDO:0003364	gallbladder leiomyosarcoma	MONDO:0005058	leiomyosarcoma	UBERON:0002110	gall bladder
MONDO:0000972	gallbladder lipoma	MONDO:0005106	lipoma	UBERON:0002110	gall bladder
MONDO:0004474	gallbladder lymphoma	MONDO:0005062	lymphoma	UBERON:0002110	gall bladder
MONDO:0004484	gallbladder melanoma	MONDO:0005105	melanoma (disease)	UBERON:0002110	gall bladder
MONDO:0004148	gallbladder papillary carcinoma	MONDO:0006509	papillary carcinoma	UBERON:0002110	gall bladder
MONDO:0002518	gallbladder papillary neoplasm	MONDO:0021096	papillary epithelial neoplasm	UBERON:0002110	gall bladder
MONDO:0002856	gallbladder rhabdomyosarcoma	MONDO:0005212	rhabdomyosarcoma (disease)	UBERON:0002110	gall bladder
MONDO:0002857	gallbladder sarcoma	MONDO:0005089	sarcoma	UBERON:0002110	gall bladder
MONDO:0002667	gallbladder signet ring cell adenocarcinoma	MONDO:0005092	signet ring cell carcinoma	UBERON:0002110	gall bladder
MONDO:0004115	gallbladder small cell carcinoma	MONDO:0000402	small cell carcinoma	UBERON:0002110	gall bladder
MONDO:0006220	gallbladder squamous cell carcinoma	MONDO:0005096	squamous cell carcinoma	UBERON:0002110	gall bladder
MONDO:0005036	gastric adenocarcinoma	MONDO:0004970	adenocarcinoma	UBERON:0000945	stomach
MONDO:0006221	gastric adenoma	MONDO:0004972	adenoma	UBERON:0000945	stomach
MONDO:0006034	gastric adenosquamous carcinoma	MONDO:0006074	adenosquamous carcinoma	UBERON:0000945	stomach
MONDO:0003972	gastric body carcinoma	MONDO:0004993	carcinoma	UBERON:0001161	body of stomach
MONDO:0001056	gastric cancer	MONDO:0004992	cancer	UBERON:0000945	stomach
MONDO:0004950	gastric carcinoma	MONDO:0004993	carcinoma	UBERON:0000945	stomach
MONDO:0003835	gastric cardia adenocarcinoma	MONDO:0004970	adenocarcinoma	UBERON:0001162	cardia of stomach
MONDO:0003834	gastric cardia carcinoma	MONDO:0004993	carcinoma	UBERON:0001162	cardia of stomach
MONDO:0001058	gastric fundus cancer	MONDO:0004992	cancer	UBERON:0001160	fundus of stomach
MONDO:0003970	gastric fundus carcinoma	MONDO:0004993	carcinoma	UBERON:0001160	fundus of stomach
MONDO:0002414	gastric hemangioma	MONDO:0006500	hemangioma	UBERON:0000945	stomach
MONDO:0021085	gastric neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0000945	stomach
MONDO:0006228	gastric papillary adenocarcinoma	MONDO:0002512	papillary adenocarcinoma	UBERON:0000945	stomach
MONDO:0003920	gastric small cell carcinoma	MONDO:0000402	small cell carcinoma	UBERON:0000945	stomach
MONDO:0006230	gastric squamous cell carcinoma	MONDO:0005096	squamous cell carcinoma	UBERON:0000945	stomach
MONDO:0003513	gastric teratoma	MONDO:0002601	teratoma	UBERON:0000945	stomach
MONDO:0006035	gastric tubular adenocarcinoma	MONDO:0005606	tubular adenocarcinoma	UBERON:0000945	stomach
MONDO:0003219	gastroesophageal junction adenocarcinoma	MONDO:0004970	adenocarcinoma	UBERON:0007650	esophagogastric junction
MONDO:0004335	gastrointestinal system disease	MONDO:0000001	disease	UBERON:0005409	alimentary part of gastrointestinal system
MONDO:0004490	gestational uterine corpus choriocarcinoma	MONDO:0020550	gestational choriocarcinoma	UBERON:0009853	body of uterus
MONDO:0005507	gingival cancer	MONDO:0004992	cancer	UBERON:0001828	gingiva
MONDO:0002021	gingival disease	MONDO:0000001	disease	UBERON:0001828	gingiva
MONDO:0021086	gingival neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0001828	gingiva
MONDO:0000320	glandular tularemia	MONDO:0018077	tularemia	UBERON:0000029	lymph node
MONDO:0001388	glans penis cancer	MONDO:0004992	cancer	UBERON:0001299	glans penis
MONDO:0019722	glomerular disease	MONDO:0000001	disease	UBERON:0000074	renal glomerulus
MONDO:0002462	glomerulonephritis (disease)	MONDO:0001166	nephritis	UBERON:0000074	renal glomerulus
MONDO:0018327	glomus tumor	MONDO:0005070	neoplasm (disease)	UBERON:0004739	pronephric glomerulus
MONDO:0002639	glossopharyngeal nerve disease	MONDO:0000001	disease	UBERON:0001649	glossopharyngeal nerve
MONDO:0002638	glossopharyngeal nerve neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0001649	glossopharyngeal nerve
MONDO:0002781	glossopharyngeal nerve paralysis	MONDO:0002782	cranial nerve palsy	UBERON:0001649	glossopharyngeal nerve
MONDO:0002351	glottis cancer	MONDO:0004992	cancer	UBERON:0002486	glottis
MONDO:0002355	glottis carcinoma	MONDO:0004993	carcinoma	UBERON:0002486	glottis
MONDO:0002353	glottis neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0002486	glottis
MONDO:0004080	glottis squamous cell carcinoma	MONDO:0005096	squamous cell carcinoma	UBERON:0002486	glottis
MONDO:0004289	glottis verrucous carcinoma	MONDO:0006006	verrucous carcinoma	UBERON:0002486	glottis
MONDO:0002259	gonadal disease	MONDO:0000001	disease	UBERON:0000991	gonad
MONDO:0010768	gonadoblastoma	MONDO:0005565	blastoma	UBERON:0000991	gonad
MONDO:0001027	gonococcal seminal vesiculitis	MONDO:0004277	gonorrhea	UBERON:0000998	seminal vesicle
MONDO:0006036	granulosa cell tumor	MONDO:0005070	neoplasm (disease)	CL:0000501	granulosa cell
MONDO:0002917	hair disease	MONDO:0000001	disease	UBERON:0001037	strand of hair
MONDO:0004719	hard palate cancer	MONDO:0004992	cancer	UBERON:0003216	hard palate
MONDO:0002038	head and neck carcinoma	MONDO:0004993	carcinoma	UBERON:0000974	neck
MONDO:0021059	head and neck disease	MONDO:0000001	disease	UBERON:0007811	craniocervical region
MONDO:0005627	head and neck malignant neoplasia	MONDO:0004992	cancer	UBERON:0007811	craniocervical region
MONDO:0005586	head and neck neoplasia	MONDO:0005070	neoplasm (disease)	UBERON:0007811	craniocervical region
MONDO:0006239	head and neck paraganglioma	MONDO:0000448	paraganglioma	UBERON:0007811	craniocervical region
MONDO:0010150	head and neck squamous cell carcinoma	MONDO:0005096	squamous cell carcinoma	UBERON:0007811	craniocervical region
MONDO:0005042	head disease	MONDO:0000001	disease	UBERON:0000033	head
MONDO:0001340	heart cancer	MONDO:0004992	cancer	UBERON:0000948	heart
MONDO:0005267	heart disease	MONDO:0000001	disease	UBERON:0000948	heart
MONDO:0003742	heart fibrosarcoma	MONDO:0005164	fibrosarcoma (disease)	UBERON:0000948	heart
MONDO:0003353	heart leiomyosarcoma	MONDO:0005058	leiomyosarcoma	UBERON:0000948	heart
MONDO:0003841	heart lipoma	MONDO:0005106	lipoma	UBERON:0000948	heart
MONDO:0003917	heart lymphoma	MONDO:0005062	lymphoma	UBERON:0000948	heart
MONDO:0003743	heart malignant hemangiopericytoma	MONDO:0005094	spindle cell tumor	UBERON:0000948	heart
MONDO:0003354	heart sarcoma	MONDO:0005089	sarcoma	UBERON:0000948	heart
MONDO:0002869	heart valve disease	MONDO:0000001	disease	UBERON:0000946	cardial valve
MONDO:0003194	hemangioma of lung	MONDO:0006500	hemangioma	UBERON:0002048	lung
MONDO:0006557	hemangioma of subcutaneous tissue	MONDO:0006500	hemangioma	UBERON:0011818	superficial fascia
MONDO:0005570	hematological system disease	MONDO:0000001	disease	UBERON:0002390	hematopoietic system
MONDO:0002334	hematopoietic and lymphoid system neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0000178	blood
MONDO:0002357	hepatic flexure cancer	MONDO:0004992	cancer	UBERON:0022277	hepatic flexure of colon
MONDO:0003866	hepatic osteogenic sarcoma	MONDO:0009807	osteosarcoma (disease)	UBERON:0002107	liver
MONDO:0002515	hepatobiliary disease	MONDO:0000001	disease	UBERON:0002423	hepatobiliary system
MONDO:0002514	hepatobiliary neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0002423	hepatobiliary system
MONDO:0001334	hypertrichosis of eyelid	MONDO:0019280	hypertrichosis (disease)	UBERON:0001711	eyelid
MONDO:0001810	hypoglossal nerve disease	MONDO:0000001	disease	UBERON:0001650	hypoglossal nerve
MONDO:0002550	hypoglossal nerve neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0001650	hypoglossal nerve
MONDO:0005216	hypopharyngeal carcinoma	MONDO:0004993	carcinoma	UBERON:0001051	hypopharynx
MONDO:0005806	hypopharynx cancer	MONDO:0005517	pharynx cancer	UBERON:2000364	hypural
MONDO:0002150	hypothalamic disease	MONDO:0003081	thalamic disease	UBERON:2000364	hypural
MONDO:0006799	hypothalamic neoplasm	MONDO:0003766	thalamic cancer	UBERON:2000364	hypural
MONDO:0001335	hypotrichosis of eyelid	MONDO:0003037	hypotrichosis	UBERON:0001711	eyelid
MONDO:0000955	ileum cancer	MONDO:0004992	cancer	UBERON:0002116	ileum
MONDO:0001148	iliac vein thrombophlebitis	MONDO:0002800	thrombophlebitis	UBERON:0005610	iliac vein
MONDO:0003855	immature teratoma of ovary	MONDO:0003514	malignant teratoma	UBERON:0000992	ovary
MONDO:0000621	immune system cancer	MONDO:0004992	cancer	UBERON:0002405	immune system
MONDO:0005046	immune system disease	MONDO:0000001	disease	UBERON:0002405	immune system
MONDO:0000630	immune system organ benign neoplasm	MONDO:0005165	benign neoplasm	UBERON:0005057	immune organ
MONDO:0003278	inner ear cancer	MONDO:0004992	cancer	UBERON:0001846	internal ear
MONDO:0002467	inner ear disease	MONDO:0000001	disease	UBERON:0001846	internal ear
MONDO:0000652	integumentary system benign neoplasm	MONDO:0005165	benign neoplasm	UBERON:0002416	integumental system
MONDO:0000653	integumentary system cancer	MONDO:0004992	cancer	UBERON:0002416	integumental system
MONDO:0002051	integumentary system disease	MONDO:0000001	disease	UBERON:0002416	integumental system
MONDO:0003062	intestinal benign neoplasm	MONDO:0005165	benign neoplasm	UBERON:0000160	intestine
MONDO:0005814	intestinal cancer	MONDO:0004992	cancer	UBERON:0000160	intestine
MONDO:0005020	intestinal disease	MONDO:0000001	disease	UBERON:0000160	intestine
MONDO:0021118	intestinal neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0000160	intestine
MONDO:0002883	intestinal neuroendocrine benign tumor	MONDO:0019496	neuroendocrine tumor	UBERON:0000160	intestine
MONDO:0001678	intestinal tuberculosis	MONDO:0018076	tuberculosis	UBERON:0000160	intestine
MONDO:0004698	intestine carcinoma in situ	MONDO:0004647	in situ carcinoma	UBERON:0000160	intestine
MONDO:0002337	intra-abdominal hemangioma	MONDO:0006500	hemangioma	UBERON:0003684	abdominal cavity
MONDO:0002328	intracranial hemangioma	MONDO:0006500	hemangioma	UBERON:0000955	brain
MONDO:0021099	intraductal papillomatosis	MONDO:0021098	papillomatosis	UBERON:0000058	duct
MONDO:0003444	intrahepatic bile duct adenoma	MONDO:0004972	adenoma	UBERON:0003704	intrahepatic bile duct
MONDO:0003979	intrahepatic bile duct cystadenoma	MONDO:0002369	cystadenoma	UBERON:0003704	intrahepatic bile duct
MONDO:0003936	invasive tubular breast carcinoma	MONDO:0005606	tubular adenocarcinoma	UBERON:0000310	breast
MONDO:0021109	inverted urothelial papilloma	MONDO:0002537	inverted papilloma	UBERON:0000365	urothelium
MONDO:0002658	iris cancer	MONDO:0004992	cancer	UBERON:0001769	iris
MONDO:0002289	iris disease	MONDO:0000001	disease	UBERON:0001769	iris
MONDO:0004188	iris spindle cell melanoma	MONDO:0006427	spindle cell melanoma	UBERON:0001769	iris
MONDO:0004792	isthmus cancer	MONDO:0004992	cancer	UBERON:0003052	midbrain-hindbrain boundary
MONDO:0002131	jaw cancer	MONDO:0004992	cancer	UBERON:0001708	jaw skeleton
MONDO:0000541	jejunal adenocarcinoma (disease)	MONDO:0004970	adenocarcinoma	UBERON:0002115	jejunum
MONDO:0006815	jejunal cancer	MONDO:0004992	cancer	UBERON:0002115	jejunum
MONDO:0006816	joint disease	MONDO:0000001	disease	UBERON:0000982	skeletal joint
MONDO:0003771	jugular foramen meningioma	MONDO:0016642	meningioma (disease)	UBERON:0005456	jugular foramen
MONDO:0021064	jugulotympanic paraganglioma	MONDO:0021052	parasympathetic paraganglioma	UBERON:0002517	basicranium
MONDO:0004555	kidney angiomyolipoma	MONDO:0002603	angiomyolipoma	UBERON:0002113	kidney
MONDO:0002513	kidney benign neoplasm	MONDO:0005165	benign neoplasm	UBERON:0002113	kidney
MONDO:0002367	kidney cancer	MONDO:0004992	cancer	UBERON:0002113	kidney
MONDO:0004732	kidney carcinoma in situ	MONDO:0004647	in situ carcinoma	UBERON:0002113	kidney
MONDO:0005240	kidney disease	MONDO:0000001	disease	UBERON:0002113	kidney
MONDO:0003720	kidney fibrosarcoma	MONDO:0005164	fibrosarcoma (disease)	UBERON:0002113	kidney
MONDO:0002365	kidney hemangiopericytoma	MONDO:0005094	spindle cell tumor	UBERON:0002113	kidney
MONDO:0003373	kidney leiomyosarcoma	MONDO:0005058	leiomyosarcoma	UBERON:0002113	kidney
MONDO:0000968	kidney lipoma	MONDO:0005106	lipoma	UBERON:0002113	kidney
MONDO:0003591	kidney liposarcoma	MONDO:0005060	liposarcoma	UBERON:0002113	kidney
MONDO:0003825	kidney oncocytoma	MONDO:0010795	oncocytic neoplasm	UBERON:0002113	kidney
MONDO:0003721	kidney osteogenic sarcoma	MONDO:0009807	osteosarcoma (disease)	UBERON:0002113	kidney
MONDO:0003716	kidney pelvis papillary carcinoma	MONDO:0006509	papillary carcinoma	UBERON:0001224	renal pelvis
MONDO:0004009	kidney pelvis sarcomatoid transitional cell carcinoma	MONDO:0002837	sarcomatoid transitional cell carcinoma	UBERON:0001224	renal pelvis
MONDO:0002729	kidney rhabdoid cancer	MONDO:0002728	rhabdoid tumor	UBERON:0002113	kidney
MONDO:0002930	kidney sarcoma	MONDO:0005089	sarcoma	UBERON:0002113	kidney
MONDO:0001526	labia minora cancer	MONDO:0004992	cancer	UBERON:0004014	labium minora
MONDO:0001602	labia minora carcinoma	MONDO:0004993	carcinoma	UBERON:0004014	labium minora
MONDO:0001403	labium majus cancer	MONDO:0004992	cancer	UBERON:0004085	labium majora
MONDO:0001854	lacrimal apparatus disease	MONDO:0000001	disease	UBERON:0001750	lacrimal apparatus
MONDO:0002475	lacrimal gland adenocarcinoma	MONDO:0004970	adenocarcinoma	UBERON:0001817	lacrimal gland
MONDO:0002464	lacrimal gland cancer	MONDO:0004992	cancer	UBERON:0001817	lacrimal gland
MONDO:0002463	lacrimal gland carcinoma	MONDO:0004993	carcinoma	UBERON:0001817	lacrimal gland
MONDO:0003092	lacrimal gland mucoepidermoid carcinoma	MONDO:0003036	mucoepidermoid carcinoma	UBERON:0001817	lacrimal gland
MONDO:0003492	lacrimal gland squamous cell carcinoma	MONDO:0005096	squamous cell carcinoma	UBERON:0001817	lacrimal gland
MONDO:0000528	large intestine adenocarcinoma	MONDO:0004970	adenocarcinoma	UBERON:0000059	large intestine
MONDO:0000529	large intestine adenoma	MONDO:0004972	adenoma	UBERON:0000059	large intestine
MONDO:0003576	large intestine cancer	MONDO:0004992	cancer	UBERON:0000059	large intestine
MONDO:0003885	large intestine lipoma	MONDO:0005106	lipoma	UBERON:0000059	large intestine
MONDO:0002358	laryngeal carcinoma	MONDO:0004993	carcinoma	UBERON:0001737	larynx
MONDO:0001691	laryngeal cartilage cancer	MONDO:0004992	cancer	UBERON:0001739	laryngeal cartilage
MONDO:0004382	laryngeal disease	MONDO:0000001	disease	UBERON:0001737	larynx
MONDO:0003095	laryngeal mucoepidermoid carcinoma	MONDO:0003036	mucoepidermoid carcinoma	UBERON:0001737	larynx
MONDO:0021071	laryngeal neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0001737	larynx
MONDO:0015070	laryngeal neuroendocrine tumor	MONDO:0019496	neuroendocrine tumor	UBERON:0001737	larynx
MONDO:0006265	laryngeal small cell carcinoma	MONDO:0000402	small cell carcinoma	UBERON:0001737	larynx
MONDO:0005819	laryngeal tuberculosis	MONDO:0018076	tuberculosis	UBERON:0001737	larynx
MONDO:0002352	larynx cancer	MONDO:0004992	cancer	UBERON:0001737	larynx
MONDO:0004696	larynx carcinoma in situ	MONDO:0004647	in situ carcinoma	UBERON:0001737	larynx
MONDO:0000934	larynx leiomyoma	MONDO:0001572	leiomyoma	UBERON:0001737	larynx
MONDO:0003374	larynx leiomyosarcoma	MONDO:0005058	leiomyosarcoma	UBERON:0001737	larynx
MONDO:0003588	larynx liposarcoma	MONDO:0002448	larynx sarcoma	UBERON:0001833	lip
MONDO:0002448	larynx sarcoma	MONDO:0005089	sarcoma	UBERON:0001737	larynx
MONDO:0002766	larynx verrucous carcinoma	MONDO:0006006	verrucous carcinoma	UBERON:0001737	larynx
MONDO:0003775	lateral ventricle meningioma	MONDO:0016642	meningioma (disease)	UBERON:0002285	telencephalic ventricle
MONDO:0016283	leiomyosarcoma of the cervix uteri	MONDO:0005058	leiomyosarcoma	UBERON:0000002	uterine cervix
MONDO:0001176	lens disease	MONDO:0000001	disease	UBERON:0000965	lens of camera-type eye
MONDO:0004330	leptomeninges sarcoma	MONDO:0005089	sarcoma	UBERON:0000391	leptomeninx
MONDO:0004805	leukocyte disease	MONDO:0000001	disease	CL:0000738	leukocyte
MONDO:0000491	limb ischemia	MONDO:0005053	ischemia	UBERON:0002101	limb
MONDO:0006834	lip cancer	MONDO:0004992	cancer	UBERON:0001833	lip
MONDO:0004636	lip carcinoma in situ	MONDO:0004647	in situ carcinoma	UBERON:0001833	lip
MONDO:0004748	lip disease	MONDO:0000001	disease	UBERON:0001833	lip
MONDO:0021090	lipid-rich breast carcinoma	MONDO:0003570	lipid-rich carcinoma	UBERON:0000310	breast
MONDO:0001091	lipoma of colon	MONDO:0005106	lipoma	UBERON:0001155	colon
MONDO:0000975	lipoma of spermatic cord	MONDO:0005106	lipoma	UBERON:0005352	spermatic cord
MONDO:0003884	lipoma of the rectum	MONDO:0005106	lipoma	UBERON:0001052	rectum
MONDO:0005060	liposarcoma	MONDO:0005089	sarcoma	UBERON:0001833	lip
MONDO:0003589	liposarcoma of the ovary	MONDO:0002225	ovary sarcoma	UBERON:0001833	lip
MONDO:0002387	liver angiosarcoma	MONDO:0016982	angiosarcoma (disease)	UBERON:0002107	liver
MONDO:0002691	liver cancer	MONDO:0004992	cancer	UBERON:0002107	liver
MONDO:0004018	liver carcinoma	MONDO:0004993	carcinoma	UBERON:0002107	liver
MONDO:0004715	liver carcinoma in situ	MONDO:0004647	in situ carcinoma	UBERON:0002107	liver
MONDO:0005154	liver disease	MONDO:0000001	disease	UBERON:0002107	liver
MONDO:0004705	liver fibroma	MONDO:0005167	fibroma	UBERON:0002107	liver
MONDO:0004435	liver fibrosarcoma	MONDO:0005164	fibrosarcoma (disease)	UBERON:0002107	liver
MONDO:0002404	liver hemangioma	MONDO:0006500	hemangioma	UBERON:0002107	liver
MONDO:0004723	liver leiomyoma	MONDO:0001572	leiomyoma	UBERON:0002107	liver
MONDO:0003378	liver leiomyosarcoma	MONDO:0005058	leiomyosarcoma	UBERON:0002107	liver
MONDO:0000965	liver lipoma	MONDO:0005106	lipoma	UBERON:0002107	liver
MONDO:0004695	liver lymphoma	MONDO:0005062	lymphoma	UBERON:0002107	liver
MONDO:0002849	liver rhabdomyosarcoma	MONDO:0005212	rhabdomyosarcoma (disease)	UBERON:0002107	liver
MONDO:0002397	liver sarcoma	MONDO:0005089	sarcoma	UBERON:0002107	liver
MONDO:0007063	long bone adamantinoma	MONDO:0002422	adamantinoma	UBERON:0002495	long bone
MONDO:0004713	lower gum cancer	MONDO:0004992	cancer	UBERON:0011602	gingiva of lower jaw
MONDO:0004673	lower lip cancer	MONDO:0004992	cancer	UBERON:0001835	lower lip
MONDO:0000270	lower respiratory tract disease	MONDO:0000001	disease	UBERON:0001558	lower respiratory tract
MONDO:0005061	lung adenocarcinoma	MONDO:0004970	adenocarcinoma	UBERON:0002048	lung
MONDO:0003181	lung adenoid cystic carcinoma	MONDO:0004971	adenoid cystic carcinoma	UBERON:0002048	lung
MONDO:0003422	lung adenoma	MONDO:0004972	adenoma	UBERON:0002048	lung
MONDO:0002732	lung benign neoplasm	MONDO:0005165	benign neoplasm	UBERON:0002048	lung
MONDO:0008903	lung cancer	MONDO:0004992	cancer	UBERON:0002048	lung
MONDO:0005138	lung carcinoma	MONDO:0004993	carcinoma	UBERON:0002048	lung
MONDO:0004660	lung carcinoma in situ	MONDO:0004647	in situ carcinoma	UBERON:0002048	lung
MONDO:0005275	lung disease	MONDO:0000001	disease	UBERON:0002048	lung
MONDO:0004332	lung hilum cancer	MONDO:0004992	cancer	UBERON:0004886	lung hilus
MONDO:0003050	lung large cell carcinoma	MONDO:0005232	large cell carcinoma	UBERON:0002048	lung
MONDO:0003293	lung leiomyoma	MONDO:0001572	leiomyoma	UBERON:0002048	lung
MONDO:0003357	lung leiomyosarcoma	MONDO:0005058	leiomyosarcoma	UBERON:0002048	lung
MONDO:0003987	lung lymphoma	MONDO:0005062	lymphoma	UBERON:0002048	lung
MONDO:0003638	lung meningioma	MONDO:0016642	meningioma (disease)	UBERON:0002048	lung
MONDO:0021117	lung neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0002048	lung
MONDO:0005454	lung neuroendocrine neoplasm	MONDO:0019496	neuroendocrine tumor	UBERON:0002048	lung
MONDO:0002426	lung sarcoma	MONDO:0005089	sarcoma	UBERON:0002048	lung
MONDO:0000715	lymph node adenoid cystic carcinoma	MONDO:0004971	adenoid cystic carcinoma	UBERON:0000029	lymph node
MONDO:0001082	lymph node cancer	MONDO:0004992	cancer	UBERON:0000029	lymph node
MONDO:0004928	lymph node disease	MONDO:0000001	disease	UBERON:0000029	lymph node
MONDO:0005831	lymph node tuberculosis	MONDO:0018076	tuberculosis	UBERON:0000029	lymph node
MONDO:0000612	lymphatic system cancer	MONDO:0004992	cancer	UBERON:0006558	lymphatic part of lymphoid system
MONDO:0005833	lymphatic system disease	MONDO:0000001	disease	UBERON:0006558	lymphatic part of lymphoid system
