iri,iri label,agent,agent label,disease,disease label
http://purl.obolibrary.org/obo/MONDO_0000803,tiger prawn allergy,http://purl.obolibrary.org/obo/NCBITaxon_6687,Penaeus monodon,http://purl.obolibrary.org/obo/MONDO_0005271,allergic disease
http://purl.obolibrary.org/obo/MONDO_0005982,tinea infection,http://purl.obolibrary.org/obo/NCBITaxon_41013,Tinea,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0000787,tomato allergy,http://purl.obolibrary.org/obo/NCBITaxon_4081,Solanum lycopersicum,http://purl.obolibrary.org/obo/MONDO_0005271,allergic disease
http://purl.obolibrary.org/obo/MONDO_0005987,toxascariasis,http://purl.obolibrary.org/obo/NCBITaxon_59263,Toxascaris,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005988,toxocariasis,http://purl.obolibrary.org/obo/NCBITaxon_6264,Toxocara,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005989,toxoplasmosis,http://purl.obolibrary.org/obo/NCBITaxon_5811,Toxoplasma gondii,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005991,trench fever,http://purl.obolibrary.org/obo/NCBITaxon_803,Bartonella quintana,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005992,trichinosis,http://purl.obolibrary.org/obo/NCBITaxon_6333,Trichinella,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0030720,trichomonal vulvovaginitis,http://purl.obolibrary.org/obo/NCBITaxon_5722,Trichomonas vaginalis,http://purl.obolibrary.org/obo/MONDO_0007019,vulvovaginitis
http://purl.obolibrary.org/obo/MONDO_0000306,trichosporonosis,http://purl.obolibrary.org/obo/NCBITaxon_5552,Trichosporon,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005994,trichostrongyloidiasis,http://purl.obolibrary.org/obo/NCBITaxon_6314,Trichostrongyloidea,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005995,trichostrongylosis,http://purl.obolibrary.org/obo/NCBITaxon_6318,Trichostrongylus,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005996,trichuriasis,http://purl.obolibrary.org/obo/NCBITaxon_36087,Trichuris trichiura,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0005998,trombiculiasis,http://purl.obolibrary.org/obo/NCBITaxon_92251,Trombiculidae,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0000940,trypanosomiasis,http://purl.obolibrary.org/obo/NCBITaxon_5690,Trypanosoma,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0006000,tuberculous peritonitis,http://purl.obolibrary.org/obo/NCBITaxon_1773,Mycobacterium tuberculosis,http://purl.obolibrary.org/obo/MONDO_0004522,peritonitis
http://purl.obolibrary.org/obo/MONDO_0018077,tularemia,http://purl.obolibrary.org/obo/NCBITaxon_263,Francisella tularensis,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0007014,vibrio infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_662,Vibrio,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0043297,vibrio vulnificus infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_672,Vibrio vulnificus,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0043541,viral conjunctivitis,http://purl.obolibrary.org/obo/NCBITaxon_10239,Viruses,http://purl.obolibrary.org/obo/MONDO_0003799,conjunctivitis (disease)
http://purl.obolibrary.org/obo/MONDO_0005200,viral dilated cardiomyopathy,http://purl.obolibrary.org/obo/NCBITaxon_10239,Viruses,http://purl.obolibrary.org/obo/MONDO_0005021,dilated cardiomyopathy
http://purl.obolibrary.org/obo/MONDO_0006009,viral encephalitis,http://purl.obolibrary.org/obo/NCBITaxon_10239,Viruses,http://purl.obolibrary.org/obo/MONDO_0019956,encephalitis
http://purl.obolibrary.org/obo/MONDO_0003846,viral esophagitis,http://purl.obolibrary.org/obo/NCBITaxon_10239,Viruses,http://purl.obolibrary.org/obo/MONDO_0001409,esophagitis (disease)
http://purl.obolibrary.org/obo/MONDO_0002270,viral gastritis,http://purl.obolibrary.org/obo/NCBITaxon_10239,Viruses,http://purl.obolibrary.org/obo/MONDO_0004966,gastritis (disease)
http://purl.obolibrary.org/obo/MONDO_0006011,viral hepatitis,http://purl.obolibrary.org/obo/NCBITaxon_10239,Viruses,http://purl.obolibrary.org/obo/MONDO_0002251,hepatitis
http://purl.obolibrary.org/obo/MONDO_0005108,viral infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_10239,Viruses,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0001507,viral labyrinthitis,http://purl.obolibrary.org/obo/NCBITaxon_10239,Viruses,http://purl.obolibrary.org/obo/MONDO_0002008,labyrinthitis
http://purl.obolibrary.org/obo/MONDO_0002646,viral laryngitis,http://purl.obolibrary.org/obo/NCBITaxon_10239,Viruses,http://purl.obolibrary.org/obo/MONDO_0002647,laryngitis
http://purl.obolibrary.org/obo/MONDO_0006012,viral pneumonia,http://purl.obolibrary.org/obo/NCBITaxon_10239,Viruses,http://purl.obolibrary.org/obo/MONDO_0005249,pneumonia
http://purl.obolibrary.org/obo/MONDO_0006013,visna disease,http://purl.obolibrary.org/obo/NCBITaxon_11741,Visna/maedi virus,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0019380,western equine encephalitis,http://purl.obolibrary.org/obo/NCBITaxon_11039,Western equine encephalitis virus,http://purl.obolibrary.org/obo/MONDO_0020067,infectious encephalitis
http://purl.obolibrary.org/obo/MONDO_0000804,white shrimp allergy,http://purl.obolibrary.org/obo/NCBITaxon_122378,Litopenaeus schmitti,http://purl.obolibrary.org/obo/MONDO_0005271,allergic disease
http://purl.obolibrary.org/obo/MONDO_0006019,yaws,http://purl.obolibrary.org/obo/NCBITaxon_168,Treponema pallidum subsp. pertenue,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0020502,yellow fever,http://purl.obolibrary.org/obo/NCBITaxon_11089,Yellow fever virus,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0044746,zoonotic bacterial infection,http://purl.obolibrary.org/obo/NCBITaxon_2,Bacteria,http://purl.obolibrary.org/obo/MONDO_0025481,zoonoses
