subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_set_id	mapping_set_title	mapping_set_confidence	confidence	comment
mondo:0000565	infective endocarditis	skos:exactMatch	icd10:I33.0	Acute and subacute infective endocarditis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0000565 icd11:512128824 icd10:I33.0
mondo:0000665	apraxia	skos:exactMatch	icd10:R48.2	Apraxia	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0000665 icd11:986651951 icd10:R48.2
mondo:0000923	interstitial emphysema	skos:exactMatch	icd10:J98.2	Interstitial emphysema	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:J98.2 icd11:2008095771 mondo:0000923
mondo:0001101	fat necrosis of breast	skos:exactMatch	icd10:N64.1	Fat necrosis of breast	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:N64.1 icd11:149925294 mondo:0001101
mondo:0001103	giardiasis	skos:exactMatch	icd10:A07.1	Giardiasis [lambliasis]	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:A07.1 icd11:433310499 mondo:0001103
mondo:0001109	petrositis	skos:exactMatch	icd10:H70.2	Petrositis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:H70.2 icd11:716546173 mondo:0001109
mondo:0001120	chronic frontal sinusitis	skos:exactMatch	icd10:J32.1	Chronic frontal sinusitis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:J32.1 icd11:881075891 mondo:0001120
mondo:0001122	chronic maxillary sinusitis	skos:exactMatch	icd10:J32.0	Chronic maxillary sinusitis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0001122 icd11:1372580647 icd10:J32.0
mondo:0001123	chronic sphenoidal sinusitis	skos:exactMatch	icd10:J32.3	Chronic sphenoidal sinusitis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:J32.3 icd11:627227610 mondo:0001123
mondo:0001168	spastic hemiplegia	skos:exactMatch	icd10:G81.1	Spastic hemiplegia	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:G81.1 icd11:1030700023 mondo:0001168
mondo:0001180	bullous keratopathy	skos:exactMatch	icd10:H18.1	Bullous keratopathy	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0001180 icd11:1270454490 icd10:H18.1
mondo:0001185	dissociative amnesia	skos:exactMatch	icd10:F44.0	Dissociative amnesia	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0001185 icd11:626975732 icd10:F44.0
mondo:0001260	cercarial dermatitis	skos:exactMatch	icd10:B65.3	Cercarial dermatitis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:B65.3 icd11:648519873 mondo:0001260
mondo:0001268	gingival recession	skos:exactMatch	icd10:K06.0	Gingival recession	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0001268 icd11:1059404242 icd10:K06.0
mondo:0001330	presbyopia	skos:exactMatch	icd10:H52.4	Presbyopia	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:H52.4 icd11:22794400 mondo:0001330
mondo:0001332	palindromic rheumatism	skos:exactMatch	icd10:M12.3	Palindromic rheumatism	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0001332 icd11:494875651 icd10:M12.3
mondo:0001369	chronic laryngitis	skos:exactMatch	icd10:J37.0	Chronic laryngitis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:J37.0 icd11:2009723608 mondo:0001369
mondo:0001370	pericardial effusion	skos:exactMatch	icd10:I31.3	Pericardial effusion (noninflammatory)	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:I31.3 icd11:2002014072 mondo:0001370
mondo:0001410	postmenopausal atrophic vaginitis	skos:exactMatch	icd10:N95.2	Postmenopausal atrophic vaginitis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0001410 icd11:1876048433 icd10:N95.2
mondo:0001415	atrophy of testis	skos:exactMatch	icd10:N50.0	Atrophy of testis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:N50.0 icd11:1735709719 mondo:0001415
mondo:0001443	tympanosclerosis	skos:exactMatch	icd10:H74.0	Tympanosclerosis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0001443 icd11:28175464 icd10:H74.0
mondo:0001451	peripheral retinal degeneration	skos:exactMatch	icd10:H35.4	Peripheral retinal degeneration	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0001451 icd11:1518234440 icd10:H35.4
mondo:0001479	cutaneous diphtheria	skos:exactMatch	icd10:A36.3	Cutaneous diphtheria	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:A36.3 icd11:618920860 mondo:0001479
mondo:0001520	kleptomania	skos:exactMatch	icd10:F63.2	Pathological stealing [kleptomania]	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:F63.2 icd11:804604349 mondo:0001520
mondo:0001540	bagassosis	skos:exactMatch	icd10:J67.1	Bagassosis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0001540 icd11:1123061945 icd10:J67.1
mondo:0001586	mucopolysaccharidosis type 1	skos:exactMatch	icd10:E76.0	Mucopolysaccharidosis, type I	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0001586 icd11:1539226250 icd10:E76.0
mondo:0001596	hypochondriasis	skos:exactMatch	icd10:F45.2	Hypochondriacal disorder	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:F45.2 icd11:675329566 mondo:0001596
mondo:0001600	mucocele of salivary gland	skos:exactMatch	icd10:K11.6	Mucocele of salivary gland	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0001600 icd11:48444833 icd10:K11.6
mondo:0001617	transient global amnesia	skos:exactMatch	icd10:G45.4	Transient global amnesia	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0001617 icd11:1524600518 icd10:G45.4
mondo:0001620	louse-borne relapsing fever	skos:exactMatch	icd10:A68.0	Louse-borne relapsing fever	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0001620 icd11:1379934125 icd10:A68.0
mondo:0001621	tick-borne relapsing fever	skos:exactMatch	icd10:A68.1	Tick-borne relapsing fever	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0001621 icd11:923521593 icd10:A68.1
mondo:0001701	gastrointestinal anthrax	skos:exactMatch	icd10:A22.2	Gastrointestinal anthrax	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:A22.2 icd11:1800193089 mondo:0001701
mondo:0001732	trigonitis	skos:exactMatch	icd10:N30.3	Trigonitis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0001732 icd11:1938116176 icd10:N30.3
mondo:0001927	pulmonary valve insufficiency	skos:exactMatch	icd10:I37.1	Pulmonary valve insufficiency	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0001927 icd11:1093888988 icd10:I37.1
mondo:0001971	farmer's lung disease	skos:exactMatch	icd10:J67.0	Farmer lung	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:J67.0 icd11:666590509 mondo:0001971
mondo:0001979	dumping syndrome	skos:exactMatch	icd10:K91.1	Postgastric surgery syndromes	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:K91.1 icd11:237191235 mondo:0001979
mondo:0002045	communicating hydrocephalus	skos:exactMatch	icd10:G91.0	Communicating hydrocephalus	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:G91.0 icd11:186577228 mondo:0002045
mondo:0002128	mononeuritis multiplex	skos:exactMatch	icd10:G58.7	Mononeuritis multiplex	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0002128 icd11:1838368265 icd10:G58.7
mondo:0002153	telogen effluvium	skos:exactMatch	icd10:L65.0	Telogen effluvium	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0002153 icd11:1188535025 icd10:L65.0
mondo:0002307	blepharoconjunctivitis	skos:exactMatch	icd10:H10.5	Blepharoconjunctivitis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0002307 icd11:956823887 icd10:H10.5
mondo:0002754	extramedullary plasmacytoma	skos:exactMatch	icd10:C90.2	Extramedullary plasmacytoma	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:C90.2 icd11:246947217 mondo:0002754
mondo:0002870	tricuspid valve insufficiency	skos:exactMatch	icd10:I36.1	Nonrheumatic tricuspid (valve) insufficiency	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0002870 icd11:770887951 icd10:I36.1
mondo:0002885	erythrasma	skos:exactMatch	icd10:L08.1	Erythrasma	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0002885 icd11:272312002 icd10:L08.1
mondo:0003265	adjustment disorder	skos:exactMatch	icd10:F43.2	Adjustment disorders	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0003265 icd11:264310751 icd10:F43.2
mondo:0003634	proteinuria	skos:exactMatch	icd10:R80	Isolated proteinuria	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:R80 icd11:930895737 mondo:0003634
mondo:0004215	cutaneous anthrax	skos:exactMatch	icd10:A22.0	Cutaneous anthrax	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0004215 icd11:2057984300 icd10:A22.0
mondo:0004223	polyp of middle ear	skos:exactMatch	icd10:H74.4	Polyp of middle ear	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0004223 icd11:116272899 icd10:H74.4
mondo:0004514	chronic rhinitis	skos:exactMatch	icd10:J31.0	Chronic rhinitis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0004514 icd11:1346915097 icd10:J31.0
mondo:0004572	cyclothymic disorder	skos:exactMatch	icd10:F34.0	Cyclothymia	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0004572 icd11:1427638883 icd10:F34.0
mondo:0004582	rheumatic myocarditis	skos:exactMatch	icd10:I09.0	Rheumatic myocarditis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0004582 icd11:1177212968 icd10:I09.0
mondo:0004585	polyhydramnios	skos:exactMatch	icd11:649416238	Maternal care related to polyhydramnios	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd11:649416238 icd10:O40 mondo:0004585
mondo:0004604	Hodgkin's lymphoma, lymphocytic-histiocytic predominance	skos:exactMatch	icd10:C81.4	Lymphocyte-rich (classical) Hodgkin lymphoma	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0004604 icd11:352299041 icd10:C81.4
mondo:0004620	Hodgkin's lymphoma, lymphocytic depletion	skos:exactMatch	icd10:C81.3	Lymphocyte depleted classical Hodgkin lymphoma	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0004620 icd11:1729182645 icd10:C81.3
mondo:0004640	alcoholic gastritis	skos:exactMatch	icd10:K29.2	Alcoholic gastritis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0004640 icd11:1081291109 icd10:K29.2
mondo:0004653	atypical chronic myeloid leukemia, BCR-ABL1 negative	skos:exactMatch	icd10:C92.2	Atypical chronic myeloid leukaemia, BCR/ABL- negative	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:C92.2 icd11:331838766 mondo:0004653
mondo:0004679	leukoplakia of vagina	skos:exactMatch	icd10:N89.4	Leukoplakia of vagina	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0004679 icd11:644756612 icd10:N89.4
mondo:0004754	rectal prolapse	skos:exactMatch	icd10:K62.3	Rectal prolapse	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0004754 icd11:231914102 icd10:K62.3
mondo:0004757	chronic ethmoidal sinusitis	skos:exactMatch	icd10:J32.2	Chronic ethmoidal sinusitis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0004757 icd11:1076459084 icd10:J32.2
mondo:0004777	acute laryngitis	skos:exactMatch	icd10:J04.0	Acute laryngitis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:J04.0 icd11:1180710837 mondo:0004777
mondo:0004910	mitral valve prolapse	skos:exactMatch	icd10:I34.1	Mitral (valve) prolapse	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:I34.1 icd11:1085590500 mondo:0004910
mondo:0004939	hallucinogen dependence	skos:exactMatch	icd10:F16.2	Mental and behavioural disorders due to use of hallucinogens : dependence syndrome	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0004939 icd11:2041952725 icd10:F16.2
mondo:0005009	congestive heart failure	skos:exactMatch	icd10:I50.0	Congestive heart failure	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:I50.0 icd11:2136808878 mondo:0005009
mondo:0005350	abdominal aortic aneurysm	skos:exactMatch	icd10:I71.4	Abdominal aortic aneurysm, without mention of rupture	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:I71.4 icd11:1154633768 mondo:0005350
mondo:0005399	venous thromboembolism	skos:exactMatch	icd10:I82.9	Embolism and thrombosis of unspecified vein	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0005399 icd11:1197943614 icd10:I82.9
mondo:0005527	toxic encephalopathy	skos:exactMatch	icd11:932482258	Encephalopathy due to toxicity	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd11:932482258 icd10:G92 mondo:0005527
mondo:0005607	chronic bronchitis	skos:exactMatch	icd10:J42	Unspecified chronic bronchitis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0005607 icd11:290835130 icd10:J42
mondo:0005699	cervicofacial actinomycosis	skos:exactMatch	icd10:A42.2	Cervicofacial actinomycosis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0005699 icd11:185601767 icd10:A42.2
mondo:0005772	geotrichosis	skos:exactMatch	icd10:B48.3	Geotrichosis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0005772 icd11:1432903072 icd10:B48.3
mondo:0005800	hordeolum	skos:exactMatch	icd10:H00.0	Hordeolum and other deep inflammation of eyelid	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0005800 icd11:1259721857 icd10:H00.0
mondo:0006038	indeterminate colitis	skos:exactMatch	icd10:K52.3	Indeterminate colitis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0006038 icd11:553916326 icd10:K52.3
mondo:0006524	acrodermatitis chronica atrophicans	skos:exactMatch	icd10:L90.4	Acrodermatitis chronica atrophicans	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0006524 icd11:1761234822 icd10:L90.4
mondo:0006534	cholinergic urticaria	skos:exactMatch	icd10:L50.5	Cholinergic urticaria	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0006534 icd11:855107748 icd10:L50.5
mondo:0006571	lichen nitidus	skos:exactMatch	icd10:L44.1	Lichen nitidus	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:L44.1 icd11:525392264 mondo:0006571
mondo:0006580	miliaria	skos:exactMatch	icd10:L74.3	Miliaria, unspecified	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0006580 icd11:204420062 icd10:L74.3
mondo:0006581	miliaria rubra	skos:exactMatch	icd10:L74.0	Miliaria rubra	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:L74.0 icd11:1245016385 mondo:0006581
mondo:0006764	fungal meningitis	skos:exactMatch	icd10:G02.1	Meningitis in mycoses	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:G02.1 icd11:1137081791 mondo:0006764
mondo:0007020	Wernicke encephalopathy	skos:exactMatch	icd10:E51.2	Wernicke encephalopathy	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:E51.2 icd11:1360335041 mondo:0007020
mondo:0007239	epidermolytic ichthyosis	skos:exactMatch	icd10:Q80.3	Congenital bullous ichthyosiform erythroderma	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:Q80.3 icd11:1183730789 mondo:0007239
mondo:0007572	primary familial polycythemia due to EPO receptor mutation	skos:exactMatch	icd10:D75.0	Familial erythrocytosis	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:D75.0 icd11:962836252 mondo:0007572
mondo:0007927	congenital macroglossia	skos:exactMatch	icd10:Q38.2	Macroglossia	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:Q38.2 icd11:423141418 mondo:0007927
mondo:0008015	motion sickness	skos:exactMatch	icd10:T75.3	Motion sickness	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:T75.3 icd11:1078108554 mondo:0008015
mondo:0008213	pectus excavatum	skos:exactMatch	icd10:Q67.6	Pectus excavatum	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0008213 icd11:9248522 icd10:Q67.6
mondo:0009055	cutis marmorata telangiectatica congenita	skos:exactMatch	icd10:Q27.4	Congenital phlebectasia	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:Q27.4 icd11:1359154853 mondo:0009055
mondo:0009369	non-immune hydrops fetalis	skos:exactMatch	icd10:P83.2	Hydrops fetalis not due to haemolytic disease	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:P83.2 icd11:1182287637 mondo:0009369
mondo:0009637	inborn mitochondrial myopathy	skos:exactMatch	icd10:G71.3	Mitochondrial myopathy, not elsewhere classified	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0009637 icd11:601991549 icd10:G71.3
mondo:0009848	dissecting cellulitis of the scalp	skos:exactMatch	icd10:L66.3	Perifolliculitis capitis abscedens	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:L66.3 icd11:872245808 mondo:0009848
mondo:0009889	autosomal recessive polycystic kidney disease	skos:exactMatch	icd10:Q61.1	Polycystic kidney, autosomal recessive	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:Q61.1 icd11:1424110943 mondo:0009889
mondo:0010144	tibial hemimelia	skos:exactMatch	icd10:Q72.5	Longitudinal reduction defect of tibia	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0010144 icd11:1111258427 icd10:Q72.5
mondo:0010611	X-linked hydrocephalus with stenosis of the aqueduct of Sylvius	skos:exactMatch	icd10:Q03.0	Malformations of aqueduct of Sylvius	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:Q03.0 icd11:1284135636 mondo:0010611
mondo:0011476	MHC class I deficiency	skos:exactMatch	icd10:D81.6	Major histocompatibility complex class I deficiency	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:D81.6 icd11:489749747 mondo:0011476
mondo:0011728	benign essential blepharospasm	skos:exactMatch	icd10:G24.5	Blepharospasm	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0011728 icd11:1127235959 icd10:G24.5
mondo:0015168	arthrogryposis multiplex congenita	skos:exactMatch	icd10:Q74.3	Arthrogryposis multiplex congenita	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0015168 icd11:1930990330 icd10:Q74.3
mondo:0015573	subacute cutaneous lupus erythematosus	skos:exactMatch	icd10:L93.1	Subacute cutaneous lupus erythematosus	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:L93.1 icd11:192274757 mondo:0015573
mondo:0015814	primary cutaneous follicle center lymphoma	skos:exactMatch	icd10:C82.6	Cutaneous follicle centre lymphoma	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	mondo:0015814 icd11:77501812 icd10:C82.6
mondo:0016010	vitamin K-antagonist embryofetopathy	skos:exactMatch	icd10:Q86.2	Dysmorphism due to warfarin	semapv:MappingChaining	https://w3id.org/sssom/mappings/semra-81fa4432-3329-4e0a-9ef0-c33de11ea6eb	semra	1.0	1.0	icd10:Q86.2 icd11:71579696 mondo:0016010
